"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"263","0.087","0.169","0.087","0.169","0.152","0.169","0.169","-1","-1","22b1","222","132","333","14","16","27"
"264","0.135","0.215","0.135","0.215","0.108","0.192","-1","-1","-1","22a2b","131","123","323","7","22","24"
"265","0.068","0.14","0.128","0.128","0.14","0.128","0.128","0.14","-1","211","111","332","123","1","18","22"
"266","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","312","133","5","12","25"
"267","0.077","0.125","0.211","0.188","0.188","0.211","-1","-1","-1","321","131","112","133","7","10","25"
"268","0.087","0.169","0.087","0.169","0.152","0.169","0.169","-1","-1","22b1","321","123","233","6","22","26"
"269","0.135","0.215","0.135","0.215","0.108","0.192","-1","-1","-1","22a2b","312","322","213","12","15","20"
"270","0.099","0.173","0.099","0.173","0.142","0.142","0.173","-1","-1","22a1","311","122","313","3","13","21"
"271","0.01","0.153","0.132","0.132","0.153","0.132","0.132","0.153","-1","211","112","323","233","10","24","26"
"272","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","132","213","6","16","20"
"273","0.057","0.2","0.057","0.2","0.144","0.144","0.2","-1","-1","22a1","111","322","323","1","15","24"
"274","0.076","0.295","0.076","0.295","0.012","0.247","-1","-1","-1","22a2b","221","213","313","5","20","21"
"275","0.01","0.153","0.132","0.132","0.153","0.132","0.132","0.153","-1","211","121","312","232","4","12","17"
"276","0.001","0.057","0.258","0.213","0.213","0.258","-1","-1","-1","321","231","232","133","8","17","25"
"277","0.057","0.2","0.057","0.2","0.144","0.144","0.2","-1","-1","22a1","231","112","113","8","10","19"
"278","0.001","0.057","0.258","0.213","0.213","0.258","-1","-1","-1","321","221","122","223","5","13","23"
"279","0.006","0.006","0.329","0.329","0.329","-1","-1","-1","-1","331","121","122","123","4","13","22"
"280","0","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","311","312","122","232","12","13","17"
"281","0.076","0.295","0.076","0.295","0.012","0.247","-1","-1","-1","22a2b","231","331","313","8","9","21"
"282","0.013","0.32","0.013","0.32","0.32","0.013","-1","-1","-1","22b2b","231","212","132","8","11","16"
"283","0.011","0.202","0.011","0.202","0.169","0.202","0.202","-1","-1","22b1","212","313","133","11","21","25"
"284","0.011","0.202","0.011","0.202","0.169","0.202","0.202","-1","-1","22b1","211","223","133","2","23","25"
"285","0.008","0.079","0.417","0.079","0.417","-1","-1","-1","-1","322b","313","233","333","21","26","27"
"286","0.141","0.125","0.121","0.121","0.125","0.121","0.121","0.125","-1","211","221","232","313","5","17","21"
"287","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","232","123","3","17","22"
"288","0.157","0.138","0.157","0.138","0.133","0.138","0.138","-1","-1","22b1","211","223","133","2","23","25"
"289","0.175","0.137","0.137","0.137","0.137","0.137","0.137","-1","-1","311","311","212","113","3","11","19"
"290","0.178","0.156","0.178","0.156","0.156","0.178","-1","-1","-1","22b2b","121","113","323","4","19","24"
"291","0.193","0.172","0.162","0.156","0.156","0.162","-1","-1","-1","321","131","132","113","7","16","19"
"292","0.193","0.162","0.172","0.162","0.156","0.156","-1","-1","-1","321","313","133","233","21","25","26"
"293","0.166","0.165","0.166","0.165","0.18","0.159","-1","-1","-1","22a2b","312","322","213","12","15","20"
"294","0.147","0.145","0.147","0.145","0.135","0.135","0.145","-1","-1","22a1","121","321","212","4","6","11"
"295","0.166","0.165","0.166","0.165","0.18","0.159","-1","-1","-1","22a2b","221","321","232","5","6","17"
"296","0.157","0.138","0.157","0.138","0.133","0.138","0.138","-1","-1","22b1","121","222","332","4","14","18"
"297","0.147","0.145","0.147","0.145","0.135","0.135","0.145","-1","-1","22a1","211","311","123","2","3","22"
"298","0.141","0.125","0.121","0.121","0.125","0.121","0.121","0.125","-1","211","311","122","213","3","13","20"
"299","0.216","0.201","0.191","0.201","0.191","-1","-1","-1","-1","322b","121","122","222","4","13","14"
"300","0.22","0.22","0.187","0.187","0.187","-1","-1","-1","-1","331","231","232","233","8","17","26"
"301","0.259","0.186","0.184","0.186","0.184","-1","-1","-1","-1","322b","111","131","231","1","7","8"
"302","0.16","0.139","0.16","0.139","0.125","0.139","0.139","-1","-1","22b1","121","222","332","4","14","18"
"303","0.131","0.157","0.131","0.157","0.133","0.133","0.157","-1","-1","22a1","212","232","123","11","17","22"
"304","0.138","0.128","0.119","0.119","0.128","0.119","0.119","0.128","-1","211","332","213","123","18","20","22"
"305","0.188","0.145","0.188","0.145","0.145","0.188","-1","-1","-1","22b2b","112","332","133","10","18","25"
"306","0.252","0.252","0.165","0.165","0.165","-1","-1","-1","-1","331","111","211","311","1","2","3"
"307","0.148","0.174","0.148","0.174","0.197","0.159","-1","-1","-1","22a2b","111","331","113","1","9","19"
"308","0.148","0.174","0.148","0.174","0.197","0.159","-1","-1","-1","22a2b","211","221","312","2","5","12"
"309","0.25","0.142","0.142","0.158","0.15","0.158","-1","-1","-1","321","111","311","212","1","3","11"
"310","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","231","322","113","8","15","19"
"311","0.16","0.139","0.16","0.139","0.125","0.139","0.139","-1","-1","22b1","322","223","133","15","23","25"
"312","0.131","0.157","0.131","0.157","0.133","0.133","0.157","-1","-1","22a1","221","321","132","5","6","16"
"313","0.138","0.128","0.119","0.119","0.128","0.119","0.119","0.128","-1","211","321","112","213","6","10","20"
"314","0.238","0.127","0.127","0.127","0.127","0.127","0.127","-1","-1","311","211","222","233","2","14","26"
"315","0.25","0.142","0.142","0.158","0.15","0.158","-1","-1","-1","321","222","322","123","14","15","22"
"316","0.147","0.144","0.147","0.144","0.138","0.138","0.144","-1","-1","22a1","111","232","113","1","17","19"
"317","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","312","133","5","12","25"
"318","0.154","0.171","0.171","0.167","0.167","0.171","-1","-1","-1","321","121","122","113","4","13","19"
"319","0.125","0.126","0.124","0.124","0.126","0.124","0.124","0.126","-1","211","321","112","133","6","10","25"
"320","0.193","0.193","0.205","0.205","0.205","-1","-1","-1","-1","331","131","231","331","7","8","9"
"321","0.154","0.171","0.171","0.171","0.167","0.167","-1","-1","-1","321","221","122","123","5","13","22"
"322","0.169","0.168","0.169","0.168","0.16","0.166","-1","-1","-1","22a2b","312","232","313","12","17","21"
"323","0.141","0.144","0.141","0.144","0.14","0.144","0.144","-1","-1","22b1","311","231","113","3","8","19"
"324","0.169","0.168","0.169","0.168","0.16","0.166","-1","-1","-1","22a2b","132","323","333","16","24","27"
"325","0.141","0.144","0.141","0.144","0.14","0.144","0.144","-1","-1","22b1","322","223","133","15","23","25"
"326","0.125","0.126","0.124","0.124","0.126","0.124","0.124","0.126","-1","211","231","222","113","8","14","19"
"327","0.165","0.169","0.165","0.169","0.169","0.165","-1","-1","-1","22b2b","231","212","132","8","11","16"
"328","0.147","0.144","0.147","0.144","0.138","0.138","0.144","-1","-1","22a1","332","123","223","18","22","23"
"329","0.129","0.145","0.145","0.145","0.145","0.145","0.145","-1","-1","311","321","312","333","6","12","27"
"330","0.191","0.201","0.204","0.201","0.204","-1","-1","-1","-1","322b","311","313","333","3","21","27"
"331","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","122","233","3","13","26"
"332","0.277","0.092","0.277","0.092","0.08","0.092","0.092","-1","-1","22b1","111","213","323","1","20","24"
"333","0.158","0.111","0.158","0.111","0.363","0.1","-1","-1","-1","22a2b","321","133","333","6","25","27"
"334","0.182","0.137","0.182","0.137","0.112","0.112","0.137","-1","-1","22a1","121","122","313","4","13","21"
"335","0.277","0.092","0.277","0.092","0.08","0.092","0.092","-1","-1","22b1","311","231","113","3","8","19"
"336","0.598","0.074","0.123","0.074","0.065","0.065","-1","-1","-1","321","321","332","333","6","18","27"
"337","0.68","0.053","0.053","0.053","0.053","0.053","0.053","-1","-1","311","112","322","232","10","15","17"
"338","0.158","0.111","0.158","0.111","0.363","0.1","-1","-1","-1","22a2b","331","212","332","9","11","18"
"339","0.462","0.176","0.093","0.176","0.093","-1","-1","-1","-1","322b","121","112","122","4","10","13"
"340","0.28","0.109","0.099","0.099","0.109","0.099","0.099","0.109","-1","211","221","332","213","5","18","20"
"341","0.28","0.109","0.099","0.099","0.109","0.099","0.099","0.109","-1","211","121","322","233","4","15","26"
"342","0.394","0.394","0.071","0.071","0.071","-1","-1","-1","-1","331","113","123","133","19","22","25"
"343","0.265","0.068","0.265","0.068","0.068","0.265","-1","-1","-1","22b2b","231","213","333","8","20","27"
"344","0.598","0.074","0.123","0.074","0.065","0.065","-1","-1","-1","321","322","132","232","15","16","17"
"345","0.182","0.137","0.182","0.137","0.112","0.112","0.137","-1","-1","22a1","121","332","123","4","18","22"
"346","0.149","0.145","0.149","0.145","0.134","0.134","0.145","-1","-1","22a1","311","122","313","3","13","21"
"347","0.185","0.136","0.136","0.136","0.136","0.136","0.136","-1","-1","311","321","222","123","6","14","22"
"348","0.18","0.153","0.18","0.153","0.153","0.18","-1","-1","-1","22b2b","231","212","132","8","11","16"
"349","0.166","0.164","0.166","0.164","0.184","0.157","-1","-1","-1","22a2b","211","233","333","2","26","27"
"350","0.146","0.124","0.12","0.12","0.124","0.12","0.12","0.124","-1","211","221","131","312","5","7","12"
"351","0.161","0.137","0.161","0.137","0.131","0.137","0.137","-1","-1","22b1","212","313","133","11","21","25"
"352","0.221","0.201","0.188","0.201","0.188","-1","-1","-1","-1","322b","113","213","223","19","20","23"
"353","0.2","0.173","0.16","0.153","0.153","0.16","-1","-1","-1","321","131","232","133","7","17","25"
"354","0.2","0.153","0.153","0.16","0.173","0.16","-1","-1","-1","321","212","322","232","11","15","17"
"355","0.146","0.124","0.12","0.12","0.124","0.12","0.12","0.124","-1","211","221","132","323","5","16","24"
"356","0.149","0.145","0.149","0.145","0.134","0.134","0.145","-1","-1","22a1","121","232","123","4","17","22"
"357","0.161","0.137","0.161","0.137","0.131","0.137","0.137","-1","-1","22b1","121","113","333","4","19","27"
"358","0.166","0.164","0.166","0.164","0.184","0.157","-1","-1","-1","22a2b","211","221","322","2","5","15"
"359","0.225","0.225","0.183","0.183","0.183","-1","-1","-1","-1","331","122","222","322","13","14","15"
"360","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","122","333","2","13","27"
"361","0.128","0.129","0.121","0.121","0.129","0.121","0.121","0.129","-1","211","231","312","223","8","12","23"
"362","0.225","0.225","0.183","0.183","0.183","-1","-1","-1","-1","331","111","121","131","1","4","7"
"363","0.182","0.136","0.136","0.136","0.136","0.136","0.136","-1","-1","311","112","322","232","10","15","17"
"364","0.202","0.155","0.168","0.154","0.154","0.168","-1","-1","-1","321","211","212","223","2","11","23"
"365","0.128","0.129","0.121","0.121","0.129","0.121","0.121","0.129","-1","211","131","322","113","7","15","19"
"366","0.228","0.188","0.199","0.188","0.199","-1","-1","-1","-1","322b","332","133","333","18","25","27"
"367","0.146","0.144","0.146","0.144","0.131","0.144","0.144","-1","-1","22b1","311","213","133","3","20","25"
"368","0.151","0.178","0.151","0.178","0.174","0.168","-1","-1","-1","22a2b","221","222","332","5","14","18"
"369","0.151","0.178","0.151","0.178","0.174","0.168","-1","-1","-1","22a2b","222","313","223","14","21","23"
"370","0.132","0.154","0.132","0.154","0.136","0.136","0.154","-1","-1","22a1","131","212","133","7","11","25"
"371","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","312","133","5","12","25"
"372","0.132","0.154","0.132","0.154","0.136","0.136","0.154","-1","-1","22a1","111","233","333","1","26","27"
"373","0.146","0.144","0.146","0.144","0.131","0.144","0.144","-1","-1","22b1","211","222","323","2","14","24"
"374","0.202","0.168","0.155","0.168","0.154","0.154","-1","-1","-1","321","211","121","321","2","4","6"
"375","0.175","0.159","0.175","0.159","0.159","0.175","-1","-1","-1","22b2b","211","331","312","2","9","12"
"376","0.166","0.181","0.155","0.181","0.158","0.158","-1","-1","-1","321","211","222","223","2","14","23"
"377","0.199","0.199","0.2","0.2","0.2","-1","-1","-1","-1","331","321","322","323","6","15","24"
"378","0.144","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","311","211","232","223","2","17","23"
"379","0.149","0.188","0.149","0.188","0.165","0.162","-1","-1","-1","22a2b","222","322","233","14","15","26"
"380","0.119","0.134","0.12","0.12","0.134","0.12","0.12","0.134","-1","211","121","313","233","4","21","26"
"381","0.149","0.188","0.149","0.188","0.165","0.162","-1","-1","-1","22a2b","112","312","133","10","12","25"
"382","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22b2b","231","213","333","8","20","27"
"383","0.197","0.192","0.209","0.192","0.209","-1","-1","-1","-1","322b","311","313","333","3","21","27"
"384","0.139","0.148","0.139","0.148","0.131","0.148","0.148","-1","-1","22b1","312","213","123","12","20","22"
"385","0.125","0.165","0.125","0.165","0.128","0.128","0.165","-1","-1","22a1","121","221","312","4","5","12"
"386","0.119","0.134","0.12","0.12","0.134","0.12","0.12","0.134","-1","211","221","232","313","5","17","21"
"387","0.139","0.148","0.139","0.148","0.131","0.148","0.148","-1","-1","22b1","211","331","132","2","9","16"
"388","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","232","123","3","17","22"
"389","0.125","0.165","0.125","0.165","0.128","0.128","0.165","-1","-1","22a1","211","123","323","2","22","24"
"390","0.166","0.181","0.158","0.158","0.181","0.155","-1","-1","-1","321","311","322","332","3","15","18"
"391","0.297","0.117","0.117","0.117","0.117","0.117","0.117","-1","-1","311","211","222","233","2","14","26"
"392","0.298","0.13","0.13","0.146","0.15","0.146","-1","-1","-1","321","211","221","232","2","5","17"
"393","0.201","0.132","0.201","0.132","0.132","0.201","-1","-1","-1","22b2b","231","213","333","8","20","27"
"394","0.154","0.126","0.117","0.117","0.126","0.117","0.117","0.126","-1","211","112","323","233","10","24","26"
"395","0.298","0.15","0.146","0.13","0.13","0.146","-1","-1","-1","321","211","311","121","2","3","4"
"396","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","232","123","3","17","22"
"397","0.175","0.133","0.175","0.133","0.119","0.133","0.133","-1","-1","22b1","232","323","133","17","24","25"
"398","0.279","0.279","0.148","0.148","0.148","-1","-1","-1","-1","331","131","132","133","7","16","25"
"399","0.15","0.165","0.15","0.165","0.218","0.151","-1","-1","-1","22a2b","212","122","213","11","13","20"
"400","0.137","0.155","0.137","0.155","0.131","0.131","0.155","-1","-1","22a1","122","322","233","13","15","26"
"401","0.15","0.165","0.15","0.165","0.218","0.151","-1","-1","-1","22a2b","312","232","313","12","17","21"
"402","0.137","0.155","0.137","0.155","0.131","0.131","0.155","-1","-1","22a1","111","311","223","1","3","23"
"403","0.175","0.133","0.175","0.133","0.119","0.133","0.133","-1","-1","22b1","211","232","313","2","17","21"
"404","0.29","0.186","0.169","0.186","0.169","-1","-1","-1","-1","322b","112","212","113","10","11","19"
"405","0.154","0.126","0.117","0.117","0.126","0.117","0.117","0.126","-1","211","231","112","322","8","10","15"
"406","0.087","0.136","0.126","0.126","0.136","0.126","0.126","0.136","-1","211","231","122","213","8","13","20"
"407","0.107","0.16","0.107","0.16","0.146","0.16","0.16","-1","-1","22b1","221","312","323","5","12","24"
"408","0.108","0.178","0.178","0.197","0.142","0.197","-1","-1","-1","321","111","311","213","1","3","20"
"409","0.08","0.153","0.153","0.153","0.153","0.153","0.153","-1","-1","311","212","322","132","11","15","16"
"410","0.146","0.199","0.146","0.199","0.13","0.181","-1","-1","-1","22a2b","132","113","213","16","19","20"
"411","0.107","0.16","0.107","0.16","0.146","0.16","0.16","-1","-1","22b1","331","232","213","9","17","20"
"412","0.114","0.165","0.114","0.165","0.138","0.138","0.165","-1","-1","22a1","312","223","233","12","23","26"
"413","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","231","122","313","8","13","21"
"414","0.146","0.199","0.146","0.199","0.13","0.181","-1","-1","-1","22a2b","311","113","133","3","19","25"
"415","0.108","0.197","0.178","0.178","0.197","0.142","-1","-1","-1","321","331","132","232","9","16","17"
"416","0.151","0.151","0.232","0.232","0.232","-1","-1","-1","-1","331","111","112","113","1","10","19"
"417","0.156","0.185","0.237","0.185","0.237","-1","-1","-1","-1","322b","231","212","232","8","11","17"
"418","0.114","0.165","0.114","0.165","0.138","0.138","0.165","-1","-1","22a1","221","132","223","5","16","23"
"419","0.138","0.195","0.138","0.195","0.195","0.138","-1","-1","-1","22b2b","222","123","233","14","22","26"
"420","0.087","0.136","0.126","0.126","0.136","0.126","0.126","0.136","-1","211","231","312","223","8","12","23"
"421","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22b1","211","331","132","2","9","16"
"422","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","321","212","222","233","11","14","26"
"423","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","-1","211","211","121","333","2","4","27"
"424","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","321","211","222","232","2","14","17"
"425","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","311","312","122","232","12","13","17"
"426","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22a2b","231","331","313","8","9","21"
"427","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22a1","131","212","133","7","11","25"
"428","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22a1","211","123","323","2","22","24"
"429","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22a2b","311","321","122","3","6","13"
"430","0.2","0.2","0.2","0.2","0.2","-1","-1","-1","-1","331","212","222","232","11","14","17"
"431","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","-1","211","121","312","213","4","12","20"
"432","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","312","233","4","12","26"
"433","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22b1","311","221","233","3","5","26"
"434","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22b2b","311","212","322","3","11","15"
"435","0.2","0.2","0.2","0.2","0.2","-1","-1","-1","-1","322b","121","122","222","4","13","14"
"436","0.142","0.145","0.142","0.145","0.14","0.14","0.145","-1","-1","22a1","221","132","223","5","16","23"
"437","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1","22b2b","231","213","333","8","20","27"
"438","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","232","123","3","17","22"
"439","0.198","0.198","0.201","0.201","0.201","-1","-1","-1","-1","331","211","221","231","2","5","8"
"440","0.139","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","311","211","232","223","2","17","23"
"441","0.198","0.199","0.202","0.199","0.202","-1","-1","-1","-1","322b","222","223","233","14","23","26"
"442","0.163","0.167","0.169","0.166","0.166","0.169","-1","-1","-1","321","321","122","323","6","13","24"
"443","0.125","0.126","0.124","0.124","0.126","0.124","0.124","0.126","-1","211","231","122","213","8","13","20"
"444","0.165","0.169","0.165","0.169","0.165","0.166","-1","-1","-1","22a2b","112","312","133","10","12","25"
"445","0.142","0.145","0.142","0.145","0.14","0.14","0.145","-1","-1","22a1","121","232","123","4","17","22"
"446","0.142","0.144","0.142","0.144","0.141","0.144","0.144","-1","-1","22b1","111","122","323","1","13","24"
"447","0.165","0.169","0.165","0.169","0.165","0.166","-1","-1","-1","22a2b","212","222","323","11","14","24"
"448","0.142","0.144","0.142","0.144","0.141","0.144","0.144","-1","-1","22b1","211","232","313","2","17","21"
"449","0.125","0.126","0.124","0.124","0.126","0.124","0.124","0.126","-1","211","211","322","233","2","15","26"
"450","0.163","0.169","0.167","0.169","0.166","0.166","-1","-1","-1","321","211","112","113","2","10","19"
"451","0.123","0.171","0.123","0.171","0.12","0.12","0.171","-1","-1","22a1","111","232","113","1","17","19"
"452","0.145","0.192","0.145","0.192","0.168","0.158","-1","-1","-1","22a2b","122","132","223","13","16","23"
"453","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","232","113","6","17","19"
"454","0.143","0.148","0.143","0.148","0.122","0.148","0.148","-1","-1","22b1","121","222","233","4","14","26"
"455","0.145","0.192","0.145","0.192","0.168","0.158","-1","-1","-1","22a2b","211","221","322","2","5","15"
"456","0.123","0.137","0.117","0.117","0.137","0.117","0.117","0.137","-1","211","121","231","313","4","8","21"
"457","0.123","0.171","0.123","0.171","0.12","0.12","0.171","-1","-1","22a1","331","212","222","9","11","14"
"458","0.172","0.161","0.172","0.161","0.161","0.172","-1","-1","-1","22b2b","121","331","322","4","9","15"
"459","0.206","0.19","0.207","0.19","0.207","-1","-1","-1","-1","322b","212","122","222","11","13","14"
"460","0.177","0.155","0.184","0.15","0.15","0.184","-1","-1","-1","321","111","311","221","1","3","5"
"461","0.157","0.14","0.14","0.14","0.14","0.14","0.14","-1","-1","311","321","312","333","6","12","27"
"462","0.123","0.137","0.117","0.117","0.137","0.117","0.117","0.137","-1","211","311","222","233","3","14","26"
"463","0.143","0.148","0.143","0.148","0.122","0.148","0.148","-1","-1","22b1","211","131","312","2","7","12"
"464","0.209","0.209","0.194","0.194","0.194","-1","-1","-1","-1","331","311","312","313","3","12","21"
"465","0.177","0.15","0.15","0.184","0.155","0.184","-1","-1","-1","321","111","211","313","1","2","21"
"466","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22a2b","121","132","232","4","16","17"
"467","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","321","112","222","322","10","14","15"
"468","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22b2b","111","231","133","1","8","25"
"469","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","311","311","212","113","3","11","19"
"470","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22b1","211","331","132","2","9","16"
"471","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","321","211","222","232","2","14","17"
"472","0.2","0.2","0.2","0.2","0.2","-1","-1","-1","-1","322b","332","133","333","18","25","27"
"473","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22a1","111","322","323","1","15","24"
"474","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","-1","211","121","231","313","4","8","21"
"475","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22a1","221","312","332","5","12","18"
"476","0.143","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","22b1","121","331","233","4","9","26"
"477","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","-1","22a2b","132","323","333","16","24","27"
"478","0.2","0.2","0.2","0.2","0.2","-1","-1","-1","-1","331","133","233","333","25","26","27"
"479","0.125","0.125","0.125","0.125","0.125","0.125","0.125","0.125","-1","211","311","223","133","3","23","25"
"480","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","132","213","6","16","20"
"481","0.199","0.134","0.134","0.134","0.134","0.134","0.134","-1","-1","311","321","332","313","6","18","21"
"482","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","322","233","1","15","26"
"483","0.152","0.124","0.119","0.119","0.124","0.119","0.119","0.124","-1","211","221","132","323","5","16","24"
"484","0.152","0.124","0.119","0.119","0.124","0.119","0.119","0.124","-1","211","321","132","233","6","16","26"
"485","0.166","0.135","0.166","0.135","0.129","0.135","0.135","-1","-1","22b1","121","222","332","4","14","18"
"486","0.211","0.157","0.175","0.157","0.15","0.15","-1","-1","-1","321","221","131","331","5","7","9"
"487","0.233","0.233","0.178","0.178","0.178","-1","-1","-1","-1","331","213","223","233","20","23","26"
"488","0.211","0.175","0.157","0.15","0.15","0.157","-1","-1","-1","321","331","322","333","9","15","27"
"489","0.152","0.144","0.152","0.144","0.132","0.132","0.144","-1","-1","22a1","221","321","112","5","6","10"
"490","0.167","0.162","0.167","0.162","0.189","0.154","-1","-1","-1","22a2b","112","332","113","10","18","19"
"491","0.167","0.162","0.167","0.162","0.189","0.154","-1","-1","-1","22a2b","111","212","222","1","11","14"
"492","0.184","0.149","0.184","0.149","0.149","0.184","-1","-1","-1","22b2b","212","313","233","11","21","26"
"493","0.228","0.202","0.184","0.202","0.184","-1","-1","-1","-1","322b","223","233","333","23","26","27"
"494","0.166","0.135","0.166","0.135","0.129","0.135","0.135","-1","-1","22b1","221","131","212","5","7","11"
"495","0.152","0.144","0.152","0.144","0.132","0.132","0.144","-1","-1","22a1","311","232","233","3","17","26"
"496","0.158","0.145","0.158","0.145","0.125","0.125","0.145","-1","-1","22a1","221","132","223","5","16","23"
"497","0.212","0.118","0.212","0.118","0.105","0.118","0.118","-1","-1","22b1","121","112","323","4","10","24"
"498","0.226","0.107","0.226","0.107","0.107","0.226","-1","-1","-1","22b2b","231","213","333","8","20","27"
"499","0.326","0.326","0.116","0.116","0.116","-1","-1","-1","-1","331","212","222","232","11","14","17"
"500","0.198","0.119","0.111","0.111","0.119","0.111","0.111","0.119","-1","211","221","232","313","5","17","21"
"501","0.348","0.187","0.139","0.187","0.139","-1","-1","-1","-1","322b","113","213","223","19","20","23"
"502","0.427","0.096","0.096","0.096","0.096","0.096","0.096","-1","-1","311","211","222","233","2","14","26"
"503","0.159","0.143","0.159","0.143","0.26","0.135","-1","-1","-1","22a2b","122","223","233","13","23","26"
"504","0.158","0.145","0.158","0.145","0.125","0.125","0.145","-1","-1","22a1","131","212","133","7","11","25"
"505","0.397","0.107","0.107","0.119","0.151","0.119","-1","-1","-1","321","211","121","231","2","4","8"
"506","0.397","0.151","0.119","0.107","0.107","0.119","-1","-1","-1","321","311","112","313","3","10","21"
"507","0.198","0.119","0.111","0.111","0.119","0.111","0.111","0.119","-1","211","231","122","213","8","13","20"
"508","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","132","313","5","16","21"
"509","0.212","0.118","0.212","0.118","0.105","0.118","0.118","-1","-1","22b1","211","222","323","2","14","24"
"510","0.159","0.143","0.159","0.143","0.26","0.135","-1","-1","-1","22a2b","311","113","133","3","19","25"
"511","0.121","0.128","0.124","0.124","0.128","0.124","0.124","0.128","-1","211","131","213","323","7","20","24"
"512","0.197","0.197","0.202","0.202","0.202","-1","-1","-1","-1","331","331","332","333","9","18","27"
"513","0.197","0.197","0.204","0.197","0.204","-1","-1","-1","-1","322b","111","211","213","1","2","20"
"514","0.139","0.144","0.144","0.144","0.144","0.144","0.144","-1","-1","311","321","312","333","6","12","27"
"515","0.137","0.149","0.137","0.149","0.139","0.139","0.149","-1","-1","22a1","121","321","212","4","6","11"
"516","0.137","0.149","0.137","0.149","0.139","0.139","0.149","-1","-1","22a1","221","312","332","5","12","18"
"517","0.121","0.128","0.124","0.124","0.128","0.124","0.124","0.128","-1","211","231","122","213","8","13","20"
"518","0.163","0.163","0.172","0.165","0.165","0.172","-1","-1","-1","321","331","322","333","9","15","27"
"519","0.14","0.145","0.14","0.145","0.14","0.145","0.145","-1","-1","22b1","211","232","313","2","17","21"
"520","0.163","0.165","0.165","0.172","0.163","0.172","-1","-1","-1","321","212","122","232","11","13","17"
"521","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","322","213","7","15","20"
"522","0.162","0.173","0.162","0.173","0.164","0.166","-1","-1","-1","22a2b","212","222","323","11","14","24"
"523","0.162","0.173","0.162","0.173","0.164","0.166","-1","-1","-1","22a2b","312","113","133","12","19","25"
"524","0.165","0.168","0.165","0.168","0.168","0.165","-1","-1","-1","22b2b","121","322","132","4","15","16"
"525","0.14","0.145","0.14","0.145","0.14","0.145","0.145","-1","-1","22b1","231","112","222","8","10","14"
