"","workerid","item","slide_number","language","MUsharedother","target","obj2","obj3","itemCode","MUnumchoices","MUsharedlistenerpick","MUalign","utterance","response","gender","age"
"551",36,272460,16,"English",NA,333,232,221,"1sameNANA",1,NA,"same","square",1,"Male","28"
"552",36,53001,17,"English",2,112,122,132,"3diff22",3,2,"diff","cloud",0,"Male","28"
"553",36,157210,18,"English",NA,221,223,331,"2sameNANA",2,NA,"same","striped",0.4,"Male","28"
"554",36,107140,19,"English",NA,322,312,213,"1sameNANA",1,NA,"same","striped",1,"Male","28"
"555",36,171200,20,"English",NA,211,213,223,"3sameNANA",3,NA,"same","circle",0,"Male","28"
"556",37,227701,6,"english",NA,111,133,323,"2diff1NA",2,1,"diff","cloud",0.8,"Female","25"
"557",37,102610,7,"english",NA,311,312,213,"3sameNANA",3,NA,"same","solid",0.15,"Female","25"
"558",37,189010,8,"english",NA,322,323,132,"2sameNANA",2,NA,"same","striped",0.6,"Female","25"
"559",37,255181,9,"english",1,233,223,313,"3diff21",3,2,"diff","green",0,"Female","25"
"560",37,188380,10,"english",NA,323,231,132,"1sameNANA",1,NA,"same","green",0.55,"Female","25"
"561",37,45422,11,"english",2,122,222,322,"3diff22",3,2,"diff","red",0.3,"Female","25"
"562",37,159100,12,"english",NA,131,212,223,"1sameNANA",1,NA,"same","cloud",0.6,"Female","25"
"563",37,122520,13,"english",NA,231,222,313,"1sameNANA",1,NA,"same","blue",0.25,"Female","25"
"564",37,80872,14,"english",NA,332,331,232,"3sameNANA",3,NA,"same","polka-dotted",0.85,"Female","25"
"565",37,223050,15,"english",NA,313,133,232,"2sameNANA",2,NA,"same","green",0.8,"Female","25"
"566",37,76881,16,"english",1,332,212,222,"3diff11",3,1,"diff","red",0.6,"Female","25"
"567",37,280110,17,"english",NA,312,313,333,"2sameNANA",2,NA,"same","solid",0.8,"Female","25"
"568",37,77930,18,"english",2,322,332,331,"3diff12",3,1,"diff","square",0.3,"Female","25"
"569",37,66382,19,"english",NA,232,122,322,"3sameNANA",3,NA,"same","red",0.6,"Female","25"
"570",37,64660,20,"english",NA,232,222,331,"2diff2NA",2,2,"diff","circle",0.55,"Female","25"
"571",38,74461,6,"english",NA,332,312,112,"2sameNANA",2,NA,"same","square",0.7,"Male","35"
"572",38,4700,7,"english",NA,311,321,231,"2sameNANA",2,NA,"same","square",0.8,"Male","35"
"573",38,223050,8,"english",NA,313,133,232,"2sameNANA",2,NA,"same","green",0.9,"Male","35"
"574",38,9931,9,"english",NA,131,111,112,"3sameNANA",3,NA,"same","cloud",0.75,"Male","35"
"575",38,251751,10,"english",NA,123,233,231,"2diff1NA",2,1,"diff","green",0.7,"Male","35"
"576",38,7120,11,"english",NA,111,131,331,"3sameNANA",3,NA,"same","blue",0.75,"Male","35"
"577",38,11980,12,"english",NA,112,231,331,"1sameNANA",1,NA,"same","red",0.8,"Male","35"
"578",38,268730,13,"english",NA,222,112,333,"1sameNANA",1,NA,"same","circle",0.85,"Male","35"
"579",38,134311,14,"english",2,121,123,321,"3diff22",3,2,"diff","striped",0.75,"Male","35"
"580",38,40460,15,"english",NA,322,221,112,"1sameNANA",1,NA,"same","square",0.75,"Male","35"
"581",38,52022,16,"english",2,212,312,132,"3diff12",3,1,"diff","red",0.75,"Male","35"
"582",38,25902,17,"english",1,121,122,112,"3diff21",3,2,"diff","cloud",0.7,"Male","35"
"583",38,35040,18,"english",NA,312,112,222,"2diff2NA",2,2,"diff","solid",0.75,"Male","35"
"584",38,242611,19,"english",1,131,232,233,"3diff11",3,1,"diff","polka-dotted",0.85,"Male","35"
"585",38,284951,20,"english",NA,223,113,333,"3sameNANA",3,NA,"same","green",0.75,"Male","35"
"586",39,24021,6,"English",NA,321,131,122,"2diff1NA",2,1,"diff","blue",0.8,"Female","28"
"587",39,66120,7,"English",NA,212,232,322,"3sameNANA",3,NA,"same","red",0.9,"Female","28"
"588",39,3181,8,"English",1,131,211,321,"3diff11",3,1,"diff","blue",0.7,"Female","28"
"589",39,267420,9,"English",NA,331,333,122,"1sameNANA",1,NA,"same","blue",0.75,"Female","28"
"590",39,56861,10,"English",NA,232,221,311,"2sameNANA",2,NA,"same","circle",0.75,"Female","28"
"591",39,118772,11,"English",NA,313,311,212,"3sameNANA",3,NA,"same","solid",0.9,"Female","28"
"592",39,76930,12,"English",NA,222,312,332,"1sameNANA",1,NA,"same","circle",0.7,"Female","28"
"593",39,259550,13,"English",2,133,233,213,"3diff12",3,1,"diff","green",0.7,"Female","28"
"594",39,85741,14,"English",NA,112,113,321,"2diff2NA",2,2,"diff","solid",0.15,"Female","28"
"595",39,7082,15,"English",NA,331,321,221,"3sameNANA",3,NA,"same","blue",0.8,"Female","28"
"596",39,248921,16,"English",1,113,213,233,"3diff21",3,2,"diff","green",1,"Female","28"
"597",39,1250,17,"English",2,311,321,211,"3diff22",3,2,"diff","blue",0,"Female","28"
"598",39,268730,18,"English",NA,222,112,333,"1sameNANA",1,NA,"same","circle",0.65,"Female","28"
"599",39,94600,19,"English",NA,212,232,113,"2sameNANA",2,NA,"same","circle",0.6,"Female","28"
"600",39,274230,20,"English",NA,332,333,131,"2sameNANA",2,NA,"same","square",1,"Female","28"
"601",40,56861,6,"English",NA,232,221,311,"2sameNANA",2,NA,"same","circle",0.75,"Female","28"
"602",40,125150,7,"English",NA,132,131,313,"1sameNANA",1,NA,"same","red",0.8,"Female","28"
"603",40,9931,8,"English",NA,131,111,112,"3sameNANA",3,NA,"same","cloud",0.35,"Female","28"
"604",40,205400,9,"English",NA,311,331,133,"2sameNANA",2,NA,"same","square",0.35,"Female","28"
"605",40,176440,10,"English",2,123,223,322,"3diff12",3,1,"diff","striped",0.8,"Female","28"
"606",40,58130,11,"English",NA,231,232,111,"2sameNANA",2,NA,"same","circle",0.2,"Female","28"
"607",40,236180,12,"English",NA,233,131,312,"1sameNANA",1,NA,"same","green",0.35,"Female","28"
"608",40,280951,13,"English",NA,313,333,213,"3sameNANA",3,NA,"same","green",0.3,"Female","28"
"609",40,196632,14,"English",1,313,323,321,"3diff21",3,2,"diff","square",0.8,"Female","28"
"610",40,108601,15,"English",NA,122,132,213,"2diff2NA",2,2,"diff","cloud",0.8,"Female","28"
"611",40,190900,16,"English",NA,311,332,323,"3sameNANA",3,NA,"same","square",0.85,"Female","28"
"612",40,273450,17,"English",NA,232,322,333,"2diff1NA",2,1,"diff","red",0.3,"Female","28"
"613",40,132011,18,"English",1,112,213,313,"3diff11",3,1,"diff","solid",0.85,"Female","28"
"614",40,99760,19,"English",NA,213,111,331,"1sameNANA",1,NA,"same","circle",0.7,"Female","28"
"615",40,71442,20,"English",2,331,332,131,"3diff22",3,2,"diff","polka-dotted",0.45,"Female","28"
"616",41,274370,6,"English",2,333,332,231,"3diff12",3,1,"diff","polka-dotted",0.3,"Male","31"
"617",41,4700,7,"English",NA,311,321,231,"2sameNANA",2,NA,"same","square",1,"Male","31"
"618",41,213031,8,"English",NA,132,133,211,"2diff2NA",2,2,"diff","cloud",0.4,"Male","31"
"619",41,16700,9,"English",NA,211,311,312,"1sameNANA",1,NA,"same","circle",1,"Male","31"
"620",41,190900,10,"English",NA,311,332,323,"3sameNANA",3,NA,"same","square",1,"Male","31"
"621",41,291950,11,"English",2,233,213,333,"3diff22",3,2,"diff","green",0.15,"Male","31"
"622",41,119512,12,"English",1,111,312,313,"3diff11",3,1,"diff","solid",0,"Male","31"
"623",41,272610,13,"English",NA,131,232,333,"3sameNANA",3,NA,"same","polka-dotted",0.8,"Male","31"
"624",41,87210,14,"English",NA,211,312,113,"3sameNANA",3,NA,"same","solid",0.8,"Male","31"
"625",41,171050,15,"English",NA,113,223,332,"2sameNANA",2,NA,"same","green",0.95,"Male","31"
"626",41,228580,16,"English",NA,133,323,331,"2diff1NA",2,1,"diff","green",0.15,"Male","31"
"627",41,29940,17,"English",1,321,121,222,"3diff21",3,2,"diff","striped",0.25,"Male","31"
"628",41,142430,18,"English",NA,322,121,123,"1sameNANA",1,NA,"same","square",1,"Male","31"
"629",41,223050,19,"English",NA,313,133,232,"2sameNANA",2,NA,"same","green",0.95,"Male","31"
"630",41,147480,20,"English",NA,123,331,332,"1sameNANA",1,NA,"same","green",1,"Male","31"
"631",42,58740,6,"English",2,231,232,131,"3diff22",3,2,"diff","polka-dotted",0.75,"Female","54"
"632",42,56141,7,"English",NA,311,111,232,"2sameNANA",2,NA,"same","solid",0.25,"Female","54"
"633",42,207170,8,"English",NA,133,311,212,"1sameNANA",1,NA,"same","polka-dotted",0.7,"Female","54"
"634",42,210930,9,"English",NA,222,231,133,"2diff1NA",2,1,"diff","circle",0.3,"Female","54"
"635",42,182832,10,"English",2,312,311,323,"3diff12",3,1,"diff","square",0.7,"Female","54"
"636",42,212840,11,"English",NA,322,222,133,"2diff2NA",2,2,"diff","striped",0.25,"Female","54"
"637",42,40460,12,"English",NA,322,221,112,"1sameNANA",1,NA,"same","square",0.65,"Female","54"
"638",42,227620,13,"English",NA,123,133,223,"3sameNANA",3,NA,"same","green",0.7,"Female","54"
"639",42,66351,14,"English",NA,322,122,232,"3sameNANA",3,NA,"same","red",0.3,"Female","54"
"640",42,275600,15,"English",NA,121,113,333,"2sameNANA",2,NA,"same","cloud",0.6,"Female","54"
"641",42,66120,16,"English",NA,212,232,322,"3sameNANA",3,NA,"same","red",0.35,"Female","54"
"642",42,153570,17,"English",NA,123,132,313,"1sameNANA",1,NA,"same","striped",0.75,"Female","54"
"643",42,25902,18,"English",1,121,122,112,"3diff21",3,2,"diff","cloud",0.65,"Female","54"
"644",42,242611,19,"English",1,131,232,233,"3diff11",3,1,"diff","polka-dotted",0.4,"Female","54"
"645",42,58940,20,"English",NA,331,232,211,"2sameNANA",2,NA,"same","polka-dotted",0.65,"Female","54"
"646",43,82780,6,"English",NA,113,211,321,"1sameNANA",1,NA,"same","green",1,"Male","37"
"647",43,221070,7,"English",NA,133,132,213,"2diff2NA",2,2,"diff","polka-dotted",0.5,"Male","37"
"648",43,37730,8,"English",NA,321,322,121,"2sameNANA",2,NA,"same","square",0.5,"Male","37"
"649",43,291672,9,"English",NA,333,233,232,"3sameNANA",3,NA,"same","polka-dotted",0,"Male","37"
"650",43,265541,10,"English",NA,312,111,333,"2sameNANA",2,NA,"same","solid",0.5,"Male","37"
"651",43,184011,11,"English",1,121,122,323,"3diff21",3,2,"diff","striped",0,"Male","37"
"652",43,264201,12,"English",NA,131,112,333,"2diff1NA",2,1,"diff","cloud",0.5,"Male","37"
"653",43,6181,13,"English",2,331,311,121,"3diff12",3,1,"diff","blue",0,"Male","37"
"654",43,7020,14,"English",NA,221,321,331,"3sameNANA",3,NA,"same","blue",0,"Male","37"
"655",43,42852,15,"English",2,312,322,112,"3diff22",3,2,"diff","red",0,"Male","37"
"656",43,288341,16,"English",NA,133,333,231,"3sameNANA",3,NA,"same","polka-dotted",0,"Male","37"
"657",43,99760,17,"English",NA,213,111,331,"1sameNANA",1,NA,"same","circle",1,"Male","37"
"658",43,65170,18,"English",NA,232,322,111,"1sameNANA",1,NA,"same","polka-dotted",1,"Male","37"
"659",43,49871,19,"English",NA,132,231,112,"2sameNANA",2,NA,"same","polka-dotted",0.5,"Male","37"
"660",43,178070,20,"English",1,323,121,221,"3diff11",3,1,"diff","striped",0,"Male","37"
"661",44,9931,6,"english",NA,131,111,112,"3sameNANA",3,NA,"same","cloud",0.4,"Female","26"
"662",44,178070,7,"english",1,323,121,221,"3diff11",3,1,"diff","striped",0.7,"Female","26"
"663",44,80872,8,"english",NA,332,331,232,"3sameNANA",3,NA,"same","polka-dotted",0.9,"Female","26"
"664",44,291950,9,"english",2,233,213,333,"3diff22",3,2,"diff","green",0.8,"Female","26"
"665",44,215500,10,"english",NA,312,232,133,"1sameNANA",1,NA,"same","square",1,"Female","26"
"666",44,54110,11,"english",NA,331,132,222,"2sameNANA",2,NA,"same","polka-dotted",0.95,"Female","26"
"667",44,99710,12,"english",NA,111,213,331,"2sameNANA",2,NA,"same","solid",0.85,"Female","26"
"668",44,33532,13,"english",1,212,222,221,"3diff21",3,2,"diff","circle",0.2,"Female","26"
"669",44,156562,14,"english",NA,223,221,231,"3sameNANA",3,NA,"same","circle",0.7,"Female","26"
"670",44,156060,15,"english",NA,223,321,131,"1sameNANA",1,NA,"same","circle",0.75,"Female","26"
"671",44,58130,16,"english",NA,231,232,111,"2sameNANA",2,NA,"same","circle",0.3,"Female","26"
"672",44,165311,17,"english",NA,331,132,223,"2diff1NA",2,1,"diff","polka-dotted",0.65,"Female","26"
"673",44,150810,18,"english",NA,231,213,123,"1sameNANA",1,NA,"same","polka-dotted",0.75,"Female","26"
"674",44,159911,19,"english",NA,221,223,312,"2diff2NA",2,2,"diff","striped",0.65,"Female","26"
"675",44,55952,20,"english",2,322,222,132,"3diff12",3,1,"diff","red",0.75,"Female","26"
"676",45,215500,6,"English",NA,312,232,133,"1sameNANA",1,NA,"same","square",1,"Male","36"
"677",45,58940,7,"English",NA,331,232,211,"2sameNANA",2,NA,"same","polka-dotted",0.5,"Male","36"
"678",45,16612,8,"English",2,111,311,312,"3diff12",3,1,"diff","solid",0,"Male","36"
"679",45,111621,9,"English",NA,312,332,213,"2diff2NA",2,2,"diff","red",0,"Male","36"
"680",45,4700,10,"English",NA,311,321,231,"2sameNANA",2,NA,"same","square",0.5,"Male","36"
"681",45,282350,11,"English",NA,123,333,222,"2sameNANA",2,NA,"same","green",0.5,"Male","36"
"682",45,83970,12,"English",NA,113,311,231,"2diff1NA",2,1,"diff","solid",0,"Male","36"
"683",45,5522,13,"English",1,321,131,231,"3diff11",3,1,"diff","blue",0,"Male","36"
"684",45,482,14,"English",NA,221,211,111,"3sameNANA",3,NA,"same","blue",0.5,"Male","36"
"685",45,259781,15,"English",1,233,133,123,"3diff21",3,2,"diff","green",0,"Male","36"
"686",45,75730,16,"English",NA,122,312,332,"1sameNANA",1,NA,"same","cloud",1,"Male","36"
"687",45,187300,17,"English",NA,312,322,323,"3sameNANA",3,NA,"same","square",0.5,"Male","36"
"688",45,118772,18,"English",NA,313,311,212,"3sameNANA",3,NA,"same","solid",0.5,"Male","36"
"689",45,150040,19,"English",NA,113,123,332,"1sameNANA",1,NA,"same","solid",0.5,"Male","36"
"690",45,291950,20,"English",2,233,213,333,"3diff22",3,2,"diff","green",0,"Male","36"
"706",47,144131,6,"English",NA,132,131,123,"3sameNANA",3,NA,"same","cloud",0.75,"Male","25"
"707",47,421,7,"English",1,111,211,221,"3diff21",3,2,"diff","blue",0.45,"Male","25"
"708",47,205241,8,"English",NA,331,133,111,"2diff1NA",2,1,"diff","polka-dotted",0.3,"Male","25"
"709",47,86270,9,"English",1,113,211,212,"3diff11",3,1,"diff","solid",0.25,"Male","25"
"710",47,58130,10,"English",NA,231,232,111,"2sameNANA",2,NA,"same","circle",0.7,"Male","25"
"711",47,37730,11,"English",NA,321,322,121,"2sameNANA",2,NA,"same","square",0.7,"Male","25"
"712",47,63962,12,"English",NA,232,222,211,"3sameNANA",3,NA,"same","circle",0.75,"Male","25"
"713",47,211330,13,"English",NA,222,312,133,"1sameNANA",1,NA,"same","circle",0.75,"Male","25"
"714",47,5030,14,"English",NA,131,111,231,"2diff2NA",2,2,"diff","cloud",0.25,"Male","25"
"715",47,21930,15,"English",NA,212,112,312,"1sameNANA",1,NA,"same","circle",0.75,"Male","25"
"716",47,178332,16,"English",2,321,323,311,"3diff22",3,2,"diff","square",0.25,"Male","25"
"717",47,263470,17,"English",2,333,331,131,"3diff12",3,1,"diff","polka-dotted",0.3,"Male","25"
"718",47,208170,18,"English",NA,133,311,312,"1sameNANA",1,NA,"same","polka-dotted",0.85,"Male","25"
"719",47,7120,19,"English",NA,111,131,331,"3sameNANA",3,NA,"same","blue",0.75,"Male","25"
"720",47,276650,20,"English",NA,113,333,222,"2sameNANA",2,NA,"same","green",0.8,"Male","25"
"721",48,99710,6,"English",NA,111,213,331,"2sameNANA",2,NA,"same","solid",1,"Female","70"
"722",48,39760,7,"English",1,322,321,331,"3diff21",3,2,"diff","square",0.05,"Female","70"
"723",48,56141,8,"English",NA,311,111,232,"2sameNANA",2,NA,"same","solid",0.95,"Female","70"
"724",48,79780,9,"English",2,332,132,122,"3diff12",3,1,"diff","red",0.05,"Female","70"
"725",48,94680,10,"English",NA,113,212,232,"1sameNANA",1,NA,"same","green",0.95,"Female","70"
"726",48,284951,11,"English",NA,223,113,333,"3sameNANA",3,NA,"same","green",1,"Female","70"
"727",48,157210,12,"English",NA,221,223,331,"2sameNANA",2,NA,"same","striped",1,"Female","70"
"728",48,209600,13,"English",NA,131,133,122,"3sameNANA",3,NA,"same","cloud",1,"Female","70"
"729",48,156060,14,"English",NA,223,321,131,"1sameNANA",1,NA,"same","circle",0.95,"Female","70"
"730",48,31580,15,"English",NA,222,211,331,"1sameNANA",1,NA,"same","red",1,"Female","70"
"731",48,63901,16,"English",1,211,222,232,"3diff11",3,1,"diff","circle",0,"Female","70"
"732",48,90360,17,"English",NA,113,112,222,"2diff2NA",2,2,"diff","cloud",0.05,"Female","70"
"733",48,42952,18,"English",2,312,322,212,"3diff22",3,2,"diff","red",0.05,"Female","70"
"734",48,4620,19,"English",NA,211,231,321,"3sameNANA",3,NA,"same","blue",0.95,"Female","70"
"735",48,170901,20,"English",NA,232,223,113,"2diff1NA",2,1,"diff","circle",0,"Female","70"
"736",49,118772,6,"English",NA,313,311,212,"3sameNANA",3,NA,"same","solid",0.85,"Female","49"
"737",49,77331,7,"English",NA,322,332,311,"3sameNANA",3,NA,"same","square",0.95,"Female","49"
"738",49,148781,8,"English",NA,123,113,221,"2sameNANA",2,NA,"same","green",0.9,"Female","49"
"739",49,90001,9,"English",NA,131,113,222,"2diff1NA",2,1,"diff","cloud",0.15,"Female","49"
"740",49,11980,10,"English",NA,112,231,331,"1sameNANA",1,NA,"same","red",0.9,"Female","49"
"741",49,17450,11,"English",NA,221,121,312,"2diff2NA",2,2,"diff","blue",0.1,"Female","49"
"742",49,15842,12,"English",1,112,212,311,"3diff21",3,2,"diff","solid",0.1,"Female","49"
"743",49,82780,13,"English",NA,113,211,321,"1sameNANA",1,NA,"same","green",0.9,"Female","49"
"744",49,178070,14,"English",1,323,121,221,"3diff11",3,1,"diff","striped",0.05,"Female","49"
"745",49,121,15,"English",2,111,121,211,"3diff22",3,2,"diff","blue",0.05,"Female","49"
"746",49,99710,16,"English",NA,111,213,331,"2sameNANA",2,NA,"same","solid",0.9,"Female","49"
"747",49,122520,17,"English",NA,231,222,313,"1sameNANA",1,NA,"same","blue",0.95,"Female","49"
"748",49,118642,18,"English",2,212,211,313,"3diff12",3,1,"diff","solid",0.1,"Female","49"
"749",49,257582,19,"English",NA,233,223,323,"3sameNANA",3,NA,"same","green",0.9,"Female","49"
"750",49,51910,20,"English",NA,112,312,132,"2sameNANA",2,NA,"same","solid",0.95,"Female","49"
"751",50,4620,6,"English",NA,211,231,321,"3sameNANA",3,NA,"same","blue",0.65,"Male","28"
"752",50,66351,7,"English",NA,322,122,232,"3sameNANA",3,NA,"same","red",0.3,"Male","28"
"753",50,250981,8,"English",2,233,213,313,"3diff12",3,1,"diff","green",0.15,"Male","28"
"754",50,248921,9,"English",1,113,213,233,"3diff21",3,2,"diff","green",0.55,"Male","28"
"755",50,159100,10,"English",NA,131,212,223,"1sameNANA",1,NA,"same","cloud",0.9,"Male","28"
"756",50,4700,11,"English",NA,311,321,231,"2sameNANA",2,NA,"same","square",0.4,"Male","28"
"757",50,207310,12,"English",NA,221,212,133,"1sameNANA",1,NA,"same","striped",0.85,"Male","28"
"758",50,172680,13,"English",NA,223,213,132,"2diff2NA",2,2,"diff","green",0.6,"Male","28"
"759",50,7151,14,"English",NA,131,111,331,"3sameNANA",3,NA,"same","blue",0.2,"Male","28"
"760",50,179700,15,"English",NA,321,323,231,"2sameNANA",2,NA,"same","square",0.6,"Male","28"
"761",50,9421,16,"English",NA,111,321,112,"2diff1NA",2,1,"diff","blue",0.45,"Male","28"
"762",50,247502,17,"English",1,221,213,233,"3diff11",3,1,"diff","circle",0.35,"Male","28"
"763",50,14371,18,"English",NA,212,311,231,"2sameNANA",2,NA,"same","solid",0.65,"Male","28"
"764",50,111360,19,"English",NA,213,331,332,"1sameNANA",1,NA,"same","circle",0.85,"Male","28"
"765",50,45250,20,"English",2,222,212,322,"3diff22",3,2,"diff","red",0.25,"Male","28"
"766",51,182832,6,"english",2,312,311,323,"3diff12",3,1,"diff","square",0.75,"Male","25"
"767",51,32301,7,"english",NA,211,222,112,"2diff1NA",2,1,"diff","circle",0.25,"Male","25"
"768",51,58480,8,"english",NA,232,231,121,"1sameNANA",1,NA,"same","red",0.65,"Male","25"
"769",51,175171,9,"english",NA,223,123,211,"2sameNANA",2,NA,"same","striped",0.35,"Male","25"
"770",51,259781,10,"english",1,233,133,123,"3diff21",3,2,"diff","green",0.8,"Male","25"
"771",51,280510,11,"english",NA,132,333,313,"2sameNANA",2,NA,"same","polka-dotted",0.35,"Male","25"
"772",51,103410,12,"english",NA,212,213,312,"3sameNANA",3,NA,"same","solid",0.75,"Male","25"
"773",51,94680,13,"english",NA,113,212,232,"1sameNANA",1,NA,"same","green",0.3,"Male","25"
"774",51,83162,14,"english",NA,113,111,131,"3sameNANA",3,NA,"same","cloud",0.75,"Male","25"
"775",51,171200,15,"english",NA,211,213,223,"3sameNANA",3,NA,"same","circle",0.3,"Male","25"
"776",51,125150,16,"english",NA,132,131,313,"1sameNANA",1,NA,"same","red",0.65,"Male","25"
"777",51,273140,17,"english",NA,232,333,312,"2sameNANA",2,NA,"same","polka-dotted",0.3,"Male","25"
"778",51,162111,18,"english",1,121,222,223,"3diff11",3,1,"diff","striped",0.65,"Male","25"
"779",51,53001,19,"english",2,112,122,132,"3diff22",3,2,"diff","cloud",0.7,"Male","25"
"780",51,6960,20,"english",NA,331,321,121,"2diff2NA",2,2,"diff","square",0.6,"Male","25"
"781",52,212840,6,"English",NA,322,222,133,"2diff2NA",2,2,"diff","striped",0,"Female","62"
"782",52,66022,7,"English",1,112,322,232,"3diff11",3,1,"diff","red",0.05,"Female","62"
"783",52,25902,8,"English",1,121,122,112,"3diff21",3,2,"diff","cloud",0.35,"Female","62"
"784",52,138130,9,"English",NA,212,131,123,"1sameNANA",1,NA,"same","circle",1,"Female","62"
"785",52,268730,10,"English",NA,222,112,333,"1sameNANA",1,NA,"same","circle",0.95,"Female","62"
"786",52,4620,11,"English",NA,211,231,321,"3sameNANA",3,NA,"same","blue",0.2,"Female","62"
"787",52,70451,12,"English",NA,231,121,332,"2sameNANA",2,NA,"same","blue",0.3,"Female","62"
"788",52,48971,13,"English",2,132,131,331,"3diff12",3,1,"diff","polka-dotted",0.15,"Female","62"
"789",52,292220,14,"English",NA,223,233,333,"3sameNANA",3,NA,"same","green",0.65,"Female","62"
"790",52,122310,15,"English",NA,321,222,313,"2sameNANA",2,NA,"same","striped",0.75,"Female","62"
"791",52,1940,16,"English",2,221,121,321,"3diff22",3,2,"diff","striped",0.1,"Female","62"
"792",52,211330,17,"English",NA,222,312,133,"1sameNANA",1,NA,"same","circle",1,"Female","62"
"793",52,103511,18,"English",NA,111,213,122,"2diff1NA",2,1,"diff","solid",0.65,"Female","62"
"794",52,58130,19,"English",NA,231,232,111,"2sameNANA",2,NA,"same","circle",0.7,"Female","62"
"795",52,103410,20,"English",NA,212,213,312,"3sameNANA",3,NA,"same","solid",0,"Female","62"
"796",53,208420,6,"english",NA,321,312,133,"1sameNANA",1,NA,"same","blue",1,"Male","27"
"797",53,131201,7,"english",NA,211,213,313,"2diff2NA",2,2,"diff","circle",0.8,"Male","27"
"798",53,248922,8,"english",2,113,213,233,"3diff12",3,1,"diff","green",0.8,"Male","27"
"799",53,124310,9,"english",NA,122,322,313,"2sameNANA",2,NA,"same","striped",0.8,"Male","27"
"800",53,7120,10,"english",NA,111,131,331,"3sameNANA",3,NA,"same","blue",0.9,"Male","27"
"801",53,284950,11,"english",1,223,113,333,"3diff11",3,1,"diff","green",0.9,"Male","27"
"802",53,91610,12,"english",NA,112,113,322,"2sameNANA",2,NA,"same","solid",0.8,"Male","27"
"803",53,23372,13,"english",NA,122,121,321,"3sameNANA",3,NA,"same","striped",0.75,"Male","27"
"804",53,94680,14,"english",NA,113,212,232,"1sameNANA",1,NA,"same","green",0.85,"Male","27"
"805",53,156060,15,"english",NA,223,321,131,"1sameNANA",1,NA,"same","circle",0.8,"Male","27"
"806",53,154701,16,"english",1,211,221,223,"3diff21",3,2,"diff","circle",0.8,"Male","27"
"807",53,6582,17,"english",NA,331,121,221,"3sameNANA",3,NA,"same","blue",0.75,"Male","27"
"808",53,14371,18,"english",NA,212,311,231,"2sameNANA",2,NA,"same","solid",0.85,"Male","27"
"809",53,95501,19,"english",NA,121,113,332,"2diff1NA",2,1,"diff","cloud",0.7,"Male","27"
"810",53,232232,20,"english",2,231,233,211,"3diff22",3,2,"diff","circle",0.85,"Male","27"
