date,workerid,amount
Thu Dec 20 09:22:25 PST 2018,AOMTOP1Q9OUU2,0.5
Thu Dec 20 09:24:04 PST 2018,A240OTT1T85UGT,0.5
Thu Dec 20 09:24:57 PST 2018,A1DJEWE7PY7YQX,0.5
Thu Dec 20 09:25:40 PST 2018,A4Q2WGBCAFQFI,0.5
Thu Dec 20 09:35:56 PST 2018,ATWAJESPOXKOF,0.5
Thu Dec 20 09:51:05 PST 2018,A133QG754CGS3I,0.5
Thu Dec 20 10:00:48 PST 2018,AKN8F5H6GBN81,0.5
Thu Dec 20 10:01:12 PST 2018,A3SKEW89V5S0DI,0.5
Thu Dec 20 10:01:49 PST 2018,AYPOAY43REHC8,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
