"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0,0,0,0.0601564367169968,0,0,0.00248529265900609,0.602177197653427,0,0,0.000720256823512999,0.00921639930605055,1.03128869941863
"2",1,0,0,0.197408880915952,0,0,0.125126107130824,10,0,0,0.00447485029713102,0,2.28047217690568
"3",2,0,0,0.194123958213782,0,0,0.129135342425196,10,0,0,0.00119816029200756,0,1.53877074988042
"4",3,0,0,0.167411996351485,0,0,4519710.92555641,10,0,0,2158.93988675045,2179.97441863887,-10
"5",4,0,0,0.191695194791062,0,0,0.129872364606947,10,0,0,2548.72756503959,1957.54679806938,-10
"6",5,0,0,-0.0336870599306411,0,0,0.684359066411326,-10,0,0,0.00063821979550954,0.246991821673183,-2.21860762727976
"7",6,0,0,0.226808219762141,0,0,0.129639059164171,10,0,0,0.129637821197112,0,10
"8",7,0,0,-0.131186001429053,0,0,0.00159267241907549,-1.15773640787781,0,0,0,0.00223160214916803,0.915075376435428
"9",8,0,0,0.341194131007657,0,0,0.0014508592914999,2.93456507009197,0,0,0.00201157301155355,0,3.13759846758167
"10",9,0,0,0.0785787278334227,0,0,0.00764875653885167,1.04041938152859,0,0,0.000759612515078305,0.00388488451631843,0.723335140844149
"11",10,0,0,-0.011300460616253,0,0,1.09519228145117,-8.19283881416632,0,0,0.000629791907900896,0.300420013969086,-1.02123950664747
"12",11,0,0,0.00554691960651655,0,0,0.000984204367570955,0.0445017835884732,0,0,0.000540808163800371,0.00704017450053165,0.0690953443985591
"13",12,0,0,0.0212039222538855,0,0,0.0528517318846033,0.607086578400869,0,0,0.000480178842175485,0.10069592984186,1.02902179551926
"14",14,0,0,-0.135184958980262,0,0,0.0695201494075145,-4.41368945887583,0,0,0.000942164435582244,0.0297108660566087,-1.96708665962299
"15",15,0,0,-0.349013050210426,0,0,0,-0.34902328895917,0,0,0.000840979087262294,0,-0.994678750643105
"16",16,0,0,0.322283062573166,0,0,0.0620166896703444,10,0,0,0.06201489057917,0,9.99998000467257
"17",17,0,0,0.189399747277848,0,0,0.127246016688442,10,0,0,0.000871058985677323,0,1.54811138116719
"18",18,0,0,0.0209624057842356,0,0,1.33089590607629,10,0,0,1.01767958588199,5.72438100782975,-10
"19",19,0,0,0.041067896145948,0,0,0.641547994248576,10,0,0,2468.46501673708,2195.05614991102,-10
"20",20,0,0,0.0146000173858682,0,0,125479.819445572,10,0,0,0.0151825316639395,82.811947724493,-9.99973436362299
"21",21,0,0,-0.23199516632038,0,0,0,-0.231998474987548,0,0,0,0.000409920940737277,0.925831020898963
"22",22,0,0,0.00907969457732474,0,0,76434.430094055,9.99981266885455,0,0,0.000475479052905375,9.46422847879491,1.1443985344984
"23",23,0,0,0.0439881533336498,0,0,0.636450409698947,10,0,0,0.636451216039318,0,10
"24",24,0,0,0.159283049323129,0,0,0.00414317628802061,1.81632195079878,0,0,0.00188105414420283,0,1.47788006638985
"25",25,0,0,-0.073261775218876,0,0,0,-0.0732775975795885,0,0,0,0.000578961049090329,-10
"26",27,0,0,0.15092354561248,0,0,0.00426453547412206,1.72317542092086,0,0,0.00227220624206597,0,1.46116236746268
"27",28,0,0,0.0474149841410735,0,0,0.0446286833164586,1.30728753023083,0,0,0.000735663663549619,0.0119969263503285,0.611977210771543
"28",29,0,0,-0.0977481785770342,0,0,0.0786694168694844,-3.87712156900258,0,0,0.000999729571211231,0.0382607580346035,-1.7458701990044
"29",30,0,0,0.11977666386905,0,0,0.224374691298163,10,0,0,0.000695699264355476,0.000695699264355476,1.52890126171249
"30",31,0,0,-0.127661886371738,0,0,0,-0.127669630673484,0,0,0,0.000829438116647078,-10
"31",32,0,0,0.0088594715502087,0,0,0.000794358061857924,0.0593332550787855,0,0,0,0.00082024894297045,0.995911511898158
"32",33,0,0,-0.00804764370536815,0,0,0,-0.0080665670804915,0,0,-1.7347234683358e-18,0.0361019257522192,0.40473839383397
"33",34,0,0,0.0212953383502548,0,0,439598.866863601,10,0,0,0.449434560294276,3.8280908728674,-10
"34",36,0,0,-0.302304791884801,0,0,0.0622653468671027,-10,0,0,0.00295759678085845,0,-3.12452789922787
"35",38,0,0,0.0104126473092358,0,0,572186.878201553,-10,0,0,1545.91164489462,2157.72816896609,-10
"36",39,0,0,-0.0555062824101225,0,0,0.00112690257798481,-0.443653656077436,0,0,0,0.00465989414688272,0.998147998225284
"37",40,0,0,-0.250391943752293,0,0,0.00191376381783921,-2.34244247563994,0,0,0,0.00437399777056372,0.96807528477568
"38",41,0,0,0.054753990444263,0,0,0.505269123177763,10,0,0,0.505269176455198,0,10
"39",42,0,0,0.0650309527101085,0,0,504163.391035763,10,0,0,3170.41886963583,3163.36959451347,-10
"40",43,0,0,0.0968197082858795,0,0,1048152.42317204,-10,0,0,3236.9810909669,2990.8826723342,-10
"41",44,0,0,0.0860716557620666,0,0,0.306160291379429,10,0,0,0.306162768660455,0,10
"42",45,0,0,0.00842671145896325,0,0,1.20309824914324,3.25881121472896,0,0,0.000989538101027728,0.960819397072732,1.4378982354971
"43",46,0,0,0.155961665957038,0,0,0.159200598012193,10,0,0,0.159199630136596,0,10
"44",47,0,0,-0.0381279283600187,0,0,0.737902202225056,-10,0,0,0.000456293993181015,0.208124347514225,-1.59736072326556
"45",49,0,0,0.237295594847221,0,0,0.00204264965596622,2.27164497224763,0,0,0.000567680537347901,0,1.76238223979709
"46",51,0,0,0.00181232700869027,0,0,462184.145492588,-10,0,0,1458.63853744646,2009.26042575323,-10
"47",52,0,0,-0.0108325659033796,0,0,0.569507080667613,-4.33436654941496,0,0,0.00079070154240367,0.204018440375135,-0.840682948380636
"48",53,0,0,-0.163674776956509,0,0,0,-0.163677996949763,0,0,0,0.0050387695429374,0.925762133164358
"49",54,0,0,0.0892236916152236,0,0,1608891.50810224,-10,0,0,4647.19687325626,4542.74835774328,-10
"50",55,0,0,0.0389453518540699,0,0,0.70970669247086,10,0,0,0.000330961475779622,34.2753386768984,-10
"51",56,0,0,-0.0821362124678454,0,0,0.00275430989192202,-0.833907895648906,0,0,0,0.0240389238570397,0.696344367344762
"52",57,0,0,-0.0753214261311976,0,0,0.32584809769204,-10,0,0,0.000500858629357955,0.14417304332028,-2.74165161992781
"53",58,0,0,0.0534149619164422,0,0,771165.639636984,10,0,0,1815.1571382524,1808.96730924564,-10
"54",59,0,0,0.0540886556947283,0,0,0.541358374151539,10,0,0,4718.03143627838,6428.34972141499,10
"55",60,0,0,0.0245563795024214,0,0,0.00240124260464606,0.234600109488207,0,0,0.000709372802475312,0.0887496535215316,1.03006581743121
"56",61,0,0,0.00550719582642724,0,0,0.688750108399915,0.802401348361022,0,0,0.688763940783319,0,0.802438839722145
"57",62,0,0,0.0560168513535103,0,0,713816.823879862,10,0,0,2882.30414815682,2863.39136469184,-10
"58",63,0,0,0.129866193008832,0,0,0.00307788334933626,1.35791223580174,0,0,0.0033822056229806,0,1.39675291235243
