"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,7.42503015335163,0,0,6.9699549803427,0,0,0,0
"2",1,5.97770759931352,0,0,3.11475096206826,0,0,0,0
"3",2,6.47674743744097,0,0,3.41687296091073,0,0,0,0
"4",3,9.26773875733794,0,0,7.73700619401791,0,0,0,0
"5",4,6.38676564078064,0,0,3.78257520492606,0,0,0,0
"6",5,0.427576820015419,0,0,0.497810794457537,0,0,0,0
"7",6,4.2836262356444,0,0,2.42885150263104,0,0,0,0
"8",7,3.30574859532942,0,0,1.8064799669575,0,0,0,0
"9",8,9.57540006544931,0,0,3.76476341514656,0,0,0,0
"10",9,3.04495185543347,0,0,2.55511193010803,0,0,0,0
"11",10,0.634755763789403,0,0,0.692919873634685,0,0,0,0
"12",11,0.474633573368137,0,0,0.262665459752522,0,0,0,0
"13",12,0.126868830060845,0,0,0.0830441697111417,0,0,0,0
"14",14,1.73695963093883,0,0,1.1213233071281,0,0,0,0
"15",15,2.68484835480011,0,0,0.614377971808166,0,0,0,0
"16",16,17.9100431025166,0,0,12.9835564817738,0,0,0,0
"17",17,5.77782353917834,0,0,1.9804077108613,0,0,0,0
"18",18,0.231089389000378,0,0,0.288504683550542,0,0,0,0
"19",19,0.841091870323866,0,0,0.898253064447449,0,0,0,0
"20",20,0.41056747627144,0,0,0.484887025284384,0,0,0,0
"21",21,13.6444363430236,0,0,11.1680937293804,0,0,0,0
"22",22,0.44913415958979,0,0,0.537052902448206,0,0,0,0
"23",23,0.306421769308569,0,0,0.341619856753,0,0,0,0
"24",24,4.86601862563806,0,0,1.31711436162542,0,0,0,0
"25",25,1.87010812469742,0,0,1.21082815524791,0,0,0,0
"26",27,6.70975355402942,0,0,4.01513433435565,0,0,0,0
"27",28,4.72415919741695,0,0,4.42938583844511,0,0,0,0
"28",29,1.32004665585747,0,0,0.57892981910269,0,0,0,0
"29",30,10.5626237932699,0,0,8.47000374808067,0,0,0,0
"30",31,6.30840226673956,0,0,5.19146041663417,0,0,0,0
"31",32,4.20743357064252,0,0,3.48215384934444,0,0,0,0
"32",33,5.97770905478124,0,0,4.48174438913185,0,0,0,0
"33",34,0.795644646355,0,0,1.00707235768395,0,0,0,0
"34",36,2.55435909004471,0,0,0.794351346870824,0,0,0,0
"35",38,0.489531004671852,0,0,0.68580076498053,0,0,0,0
"36",39,2.86833228689423,0,0,1.80743998892956,0,0,0,0
"37",40,4.15133149359571,0,0,2.03183258820358,0,0,0,0
"38",41,0.456432357861445,0,0,0.242805734964874,0,0,0,0
"39",42,3.18825189320242,0,0,3.88909511533518,0,0,0,0
"40",43,6.40100568745428,0,0,6.96132097049634,0,0,0,0
"41",44,5.0216361441242,0,0,4.30545730722962,0,0,0,0
"42",45,0.289267056592649,0,0,0.403777185241958,0,0,0,0
"43",46,5.26748539401389,0,0,3.113204682191,0,0,0,0
"44",47,1.80692389769544,0,0,1.87355282570887,0,0,0,0
"45",49,7.79881182570604,0,0,3.01872969920048,0,0,0,0
"46",51,0.191451223358675,0,0,0.388580454654044,0,0,0,0
"47",52,0.476405941167335,0,0,0.490462398201848,0,0,0,0
"48",53,11.3286862730884,0,0,9.48121439094582,0,0,0,0
"49",54,2.09938141079728,0,0,1.92964759518295,0,0,0,0
"50",55,0.450890426338917,0,0,0.591577785827071,0,0,0,0
"51",56,2.17471394817198,0,0,1.56725300548767,0,0,0,0
"52",57,1.37485419165368,0,0,1.083644569046,0,0,0,0
"53",58,11.8573658712406,0,0,12.5575273693966,0,0,0,0
"54",59,0.392917229284025,0,0,0.448368940752931,0,0,0,0
"55",60,3.15513589581289,0,0,2.93372607497859,0,0,0,0
"56",61,0.670664166801412,0,0,0.716007074560552,0,0,0,0
"57",62,2.77631084372001,0,0,3.24691746249276,0,0,0,0
"58",63,10.0813540509196,0,0,7.34799237323151,0,0,0,0
"59",64,0.459691883210754,0,0,0.325863617105345,0,0,0,0
"60",65,17.9382139794833,0,0,11.9518459888939,0,0,0,0
"61",66,5.43657155537221,0,0,4.19693422492531,0,0,0,0
"62",67,5.56648363994959,0,0,2.87784547998087,0,0,0,0
"63",68,4.85665595928533,0,0,1.64220730274575,0,0,0,0
"64",69,3.33553969464184,0,0,1.11607744004482,0,0,0,0
"65",70,8.59791187901731,0,0,7.25668387457145,0,0,0,0
"66",71,0.010761905766011,0,0,0.194662905020404,0,0,0,0
"67",72,2.00775227263829,0,0,2.06928093930405,0,0,0,0
"68",73,4.59348319692209,0,0,3.69757170344221,0,0,0,0
"69",74,16.8957705329603,0,0,18.1417243988293,0,0,0,0
"70",75,2.33048743571343,0,0,0.934122099576957,0,0,0,0
"71",76,0.936944757382824,0,0,0.342643138140497,0,0,0,0
"72",77,3.24688820162698,0,0,2.099276176637,0,0,0,0
"73",78,0.333709463207773,0,0,0.24185233826761,0,0,0,0
"74",79,0.998395907886723,0,0,1.00422879283277,0,0,0,0
"75",80,7.92233610334448,0,0,5.14376749745088,0,0,0,0
"76",81,0.106471179472143,0,0,0.277564136837237,0,0,0,0
"77",82,7.41209525277171,0,0,4.9405517917394,0,0,0,0
"78",83,0.362371517585441,0,0,0.361965144633942,0,0,0,0
"79",84,5.46291674392886,0,0,4.00159395173093,0,0,0,0
"80",85,3.02208539317876,0,0,2.22551795003298,0,0,0,0
"81",87,0.0223030627097475,0,0,0.176061355815324,0,0,0,0
"82",88,5.18841468778443,0,0,2.21992793654602,0,0,0,0
"83",89,1.57112082698123,0,0,1.6028590865202,0,0,0,0
"84",90,0.922942075242292,0,0,1.08722757498532,0,0,0,0
"85",91,1.73827542073359,0,0,2.06460403841447,0,0,0,0
"86",92,8.30288976717506,0,0,4.87547141047426,0,0,0,0
"87",93,0.639857945532613,0,0,0.661075336860621,0,0,0,0
"88",95,2.50528092412363,0,0,1.96696230854515,0,0,0,0
"89",97,1.78099851308992,0,0,2.05880828827463,0,0,0,0
"90",98,1.34325997369924,0,0,1.40527028620576,0,0,0,0
"91",99,5.25957283246965,0,0,3.32474813057855,0,0,0,0
"92",100,1.92049071246532,0,0,0.702080842951115,0,0,0,0
"93",101,1.40194881417995,0,0,0.343769081140492,0,0,0,0
"94",102,0.373629189214247,0,0,0.355739732879933,0,0,0,0
"95",103,4.65713309300242,0,0,4.5995344690323,0,0,0,0
"96",104,0.230052739124099,0,0,0.488735742794387,0,0,0,0
"97",105,8.42607445036893,0,0,4.52835064108687,0,0,0,0
"98",107,0.32445505373859,0,0,0.474344610140489,0,0,0,0
"99",108,0.203543219688238,0,0,0.200823495797731,0,0,0,0
"100",111,17.3821267839377,0,0,15.9270982336536,0,0,0,0
"101",112,0.709966269917857,0,0,0.830769050176306,0,0,0,0
"102",113,0.452661803182823,0,0,0.403084170647523,0,0,0,0
"103",114,1.92628015462734,0,0,1.98387202502876,0,0,0,0
"104",115,13.4225725147407,0,0,8.89441680364826,0,0,0,0
"105",116,0.948342682753237,0,0,0.481658754990122,0,0,0,0
"106",117,0.507639910956961,0,0,0.815412091768929,0,0,0,0
"107",118,7.44617558227704,0,0,7.90348990115264,0,0,0,0
"108",119,0.0727933706620432,0,0,0.152622109183172,0,0,0,0
"109",120,2.60342837679043,0,0,2.66471096491679,0,0,0,0
"110",121,7.67505771314564,0,0,6.10231056415969,0,0,0,0
"111",122,0.273407416686489,0,0,0.483893949319207,0,0,0,0
"112",123,9.89194762820409,0,0,2.71380219453493,0,0,0,0
"113",124,12.5141454076297,0,0,6.33399524315681,0,0,0,0
"114",125,3.95877590463964,0,0,3.98382681400824,0,0,0,0
"115",126,0.464286289328224,0,0,0.54323055725559,0,0,0,0
"116",127,5.8014584523261,0,0,3.97394699558607,0,0,0,0
"117",128,3.74635268453272,0,0,2.46867001384204,0,0,0,0
"118",129,12.6966236027101,0,0,10.2297235116689,0,0,0,0
"119",130,0.483572347879385,0,0,0.743662664940756,0,0,0,0
"120",131,6.89920766471018,0,0,4.57325669752746,0,0,0,0
"121",132,12.9458144249595,0,0,11.1934031215207,0,0,0,0
"122",133,0.408024163883473,0,0,0.635304484180161,0,0,0,0
"123",134,0.845711570978064,0,0,0.588701849115984,0,0,0,0
