"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.0234445816504103,11129.4622808974,0.0197306874082372,20806.5071447675,0.0233476997590495,13083.8547722834,0.0197306874082372,20806.5071447675,0.0197306874082372,20806.5071447675,0.0213893648041257,19347.4683432564,0.0235426000898509,2634.10061019232,0.0197306874082372,20806.5071447675,0,5.72530077456126,0.0214639936074944,10597.5031673917,0.0197306874082372,20806.5071447675,0.0197306874082372,20806.5071447675,0.0197306874082372,20806.5071447675,0.0285489816634146,24269.5705467452,0.0285489816634146,24269.5705467452
"2",0.25512304123653,2834.90109532184,0.226070465947559,2105.04386866067,0.206317377975749,2191.64633220295,0.237478823276226,1906.13789610842,0.193400287993748,49081.8813403306,0.180750708368775,5136.13204226151,0.179869650943038,2497.53249664477,0.181393335356497,4265.2214482964,0.25512304123653,2834.90109532184,0.25512304123653,2834.90109532184,0.193400287993748,49081.8813403306,0.179869650943038,2497.53249664477,0.193400287993748,49081.8813403306,0.179869650943038,2497.53249664477,0.179869650943038,2497.53249664477
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.0023669458776582,0.107687859400692,0.00217311489230505,0.115077746089918,0.0023669458776582,0.107687859400692,0.00252389771519331,0.0995514008831172,0.0023669458776582,0.107687859400692,0.0023669458776582,0.107687859400692,0.00217626611033368,0.103561773984917,0.002833570375356,0.130168809941972,0.00161246389769777,0.108480577636631,0.00255244165764992,0.117141206833425,0.00255244165764992,0.117141206833425,0.002833570375356,0.130168809941972,0.00257459617797796,0.118061723508972,0.00262690242804903,0.101753669613517,0.00148431697755378,0.0566563360156096
"5",0.105167364377918,4.2858289597743e-05,0.105066652575801,5.2837046575615e-05,0.105228880846485,0.000580619100822888,0.105313855595591,0.00190541154779113,0.0962630378220633,0,0.169806606933327,0,0.105167364377918,4.2858289597743e-05,0.071840514991153,0,0.105526797402736,0.000148542075233455,0.105231913772242,0.000306751706341568,0.105167364377918,4.2858289597743e-05,0.0962630378220633,0,0.105313855595591,0.00190541154779113,0.169806606933327,0,0.100018617164552,1.45991081154519e-05
"6",0.409014930860991,0.388920847692999,0.404321733324784,0.0911475009206329,0.409014930860991,0.388920847692999,0.355393037883105,0.295938306890821,0.467563777822134,0.476075927472684,0.430514825972225,0.0831370573553899,0.409014930860991,0.388920847692999,0.430514825972225,0.0831370573553899,0.409014930860991,0.388920847692999,0.405268562717719,0.937115523143092,0.375229043740093,2.67796349610343,0.467563777822134,0.476075927472684,0.404321733324784,0.0911475009206329,0.355393037883105,0.295938306890821,0.409014930860991,0.388920847692999
"7",1.71911141976858,0.00215773820573373,1.85113989658611,0,1.71914658368336,0.00212397358998089,1.74454907033616,0.0022666861177455,1.79372687892337,0.00239376896364661,1.71899205731785,0.00236829027873646,1.71914658368336,0.00212397358998089,1.71914658368336,0.00212397358998089,1.71911141976858,0.00215773820573373,1.71911141976858,0.00215773820573373,1.71689975889468,0.00610698436365295,1.71878161844219,0.00270931663714836,1.71914658368336,0.00212397358998089,1.71689975889468,0.00610698436365295,1.40627998022814,0.00136078556901609
"8",0.178071402817681,0.0854272157750948,0.200398739671331,0.116877136677619,0.269387614020543,0.0825673137129298,0.270621430798808,0.103512418935982,0.186577906527391,0.0874201860804972,0.268746179389647,0.134611279426249,0.268600443006065,0.143410415912526,0.269052468818661,0.151391784341835,0.26389000552955,0.220008678191078,0.269052468818661,0.151391784341835,0.432536703672249,0.195496634708123,0.26389000552955,0.220008678191078,0.330382701324014,0.169956795382424,0.268600443006065,0.143410415912526,0.368099764517711,0.179687247780866
"9",0.195218177369261,0.0087598884649403,0.22266493787598,0.00914842135358963,0.220816065249758,0.00387446220798458,0.222416598909092,0.00617451037706706,0.236561085574338,0.00380380687733285,0.191068954963642,5.58672404196501e-05,0.227150119195891,0.00437117988618841,0.222248742995569,0.00424090412593303,0.230094318380834,0.00412472798475486,0.214900010216403,0.00317370820223547,0.273593220909292,0,0.273593220909292,0,0.222236090717066,0.00409346705826023,0.273593220909292,0,0.222248742995569,0.00424090412593303
"10",0.0676543410308865,3827.10454907748,0.0486064042870298,1.57870910095735,0.0733143586291878,10.4319380993028,0.0697264425224041,6.78465905082246,0.0735815339054763,10.8538749944168,0.0775332751382396,1.65177039156791,0.0697264425224041,6.78465905082246,0.0735815339054763,10.8538749944168,0.0830033067709409,2817.80525821336,0.0848699139154218,5776.65443366282,0.0775332751382396,1.65177039156791,0.0695658288599793,13596.764703833,0.0735815339054763,10.8538749944168,0.0873595015753513,106.847902294636,0.0657694644937254,3.42128519145713
