"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.944438956310127,1,0.94999435456548,1,0.937495064357652,1,0.94999435456548,1,0.94999435456548,1,0.944439167556976,1,0.949995250939867,1,0.94999435456548,1,1,1,0.949993874716231,1,0.94999435456548,1,0.94999435456548,1,0.94999435456548,1,0.91666380146433,1,0.91666380146433,1
"2",0.840430892540181,0.642565203576953,0.860055799478405,0.642565148837822,0.881841856470464,0.642565202808025,0.852213295198389,0.642565990891276,0.869599228224835,0.550803017530508,0.882282268482754,0.64144191965558,0.895615362620575,0.642565223143281,0.8695989713937,0.689569966836112,0.840430892540181,0.642565203576953,0.840430892540181,0.642565203576953,0.869599228224835,0.550803017530508,0.895615362620575,0.642565223143281,0.869599228224835,0.550803017530508,0.895615362620575,0.642565223143281,0.895615362620575,0.642565223143281
"3",0.826085457377819,0.666666444260186,0.7439432458082,0.66666616323173,0.775949934789425,0.666666630011833,0.834373422382458,0.666667051154286,0.815370841114571,0.666668348422342,0.789129276392689,0.333334424526679,0.7439432458082,0.66666616323173,0.800844155886759,1,0.815370841114571,0.666668348422342,0.800844012903031,0.666666914952747,0.7439432458082,0.66666616323173,0.818540796881914,0.666666549554027,0.826085457377819,0.666666444260186,0.7439432458082,0.66666616323173,0.800844012903031,0.666666914952747
"4",0.98489888553661,0.944658326953215,0.984898993720203,0.956514902809938,0.98489888553661,0.944658326953215,0.981886683642006,0.944658369092648,0.98489888553661,0.944658326953215,0.98489888553661,0.944658326953215,0.995234943695714,0.944574527492902,0.981886683642006,0.944658369092648,0.987851637640269,0.969686318065199,0.981886683642006,0.944658369092649,0.981886683642006,0.944658369092649,0.981886683642006,0.944658369092648,0.984902978653538,0.926213207157458,0.983529863512252,0.926214550542119,0.981886683642006,0.944658369092647
"5",0.636940437692415,0.456790234851314,0.658008183272697,0.456790232554085,0.658008183272697,0.456790232554085,0.686736998438682,0.456789962544864,0.593905715165005,0.456790469401368,0.592074336869481,0.45679025366266,0.636940437692415,0.456790234851314,0.636940794533368,0.333334298106029,0.636940137398489,0.518518673643682,0.646721897192973,0.518518558925276,0.636940437692415,0.456790234851314,0.593905715165005,0.456790469401368,0.686736998438682,0.456789962544864,0.592074336869481,0.45679025366266,0.630036258829853,0.45679024128137
"6",0.722221523215731,0.500000038198516,0.714285047130913,0.500000016815301,0.722221523215731,0.500000038198516,0.714285047130913,0.500000016815301,0.722221537035802,0.333334422588494,0.699999376013358,0.499999997696824,0.722221523215731,0.500000038198516,0.699999376013358,0.499999997696824,0.722221523215731,0.500000038198516,0.722221491390844,0.555555412715364,0.749999922467029,0.555556320307601,0.722221537035802,0.333334422588494,0.714285047130913,0.500000016815301,0.714285047130913,0.500000016815301,0.722221523215731,0.500000038198516
"7",0.546039762148104,0.357143271975181,0.53136484528255,0.357143273019282,0.535415205532187,0.357143323908667,0.527564037257636,0.357143275345947,0.53136484528255,0.357143273019282,0.538366452199771,0.365079739178254,0.535415205532187,0.357143323908667,0.535415205532187,0.357143323908667,0.546039762148104,0.357143271975181,0.546039762148104,0.357143271975181,0.54185432466833,0.380952315256161,0.538366468771754,0.357143271961124,0.535415205532187,0.357143323908667,0.54185432466833,0.380952315256161,0.530033157983577,0.333333784349309
"8",0.610514775231298,0.59523806707892,0.617894670270946,0.595237887910372,0.60400482487636,0.59999972275827,0.584907908821941,0.638888491708298,0.587878588384161,0.595237790461788,0.604004824031589,0.595237830120522,0.617894670270943,0.595237887910377,0.636066449487548,0.595237832076326,0.617894885522985,0.69999942046284,0.636066449487548,0.595237832076326,0.584907861461502,0.527777692274875,0.617894885522985,0.69999942046284,0.584507236861471,0.595237791320286,0.617894670270943,0.595237887910377,0.604004698622077,0.527777431083591
"9",0.705171116042732,0.499826077542433,0.703397997968379,0.541449164509273,0.679155389620302,0.499825770690043,0.690685639924555,0.61082094208952,0.667980325295244,0.499826083276627,0.710783003008074,0.499826097226153,0.690685637240923,0.434782787045139,0.717926408044781,0.499826097333385,0.692926517164047,0.499826088113756,0.68006477153671,0.440000135949642,0.657034568894591,0.499825962491012,0.657034568894591,0.499825962491012,0.690685614605623,0.499826018061037,0.657034568894591,0.499825962491012,0.717926408044781,0.499826097333385
"10",0.927091923523363,0.835901001964578,0.927090601929729,0.864784418670518,0.934170934787379,0.813248033429901,0.938015948104361,0.813245470963747,0.927091469419201,0.813249888037649,0.914940359830976,0.758332606678748,0.938015948104361,0.813245470963747,0.927091469419201,0.813249888037649,0.92600772303459,0.775896523347985,0.919569477433154,0.813247791492018,0.914940359830976,0.758332606678748,0.940581334506521,0.813250406537174,0.927091469419201,0.813249888037649,0.914940725715251,0.813245321683318,0.928476566597893,0.820343113612183
"11",0.903710754334992,0.734361598043176,0.903710735037697,0.669129215230561,0.887706261328838,0.734361815240831,0.89609856666776,0.734361413643907,0.899637876031841,0.713062030357137,0.887706261328838,0.734361815240831,0.903711206051031,0.78091451430663,0.926757236797113,0.746900769112238,0.887706261328838,0.734361815240831,0.915136887658136,0.752884121252573,0.903710754334992,0.734361598043176,0.926757236797113,0.746900769112238,0.903710735037697,0.669129215230561,0.903710735037697,0.669129215230561,0.894336808292101,0.734362833142847
"12",0.705127525238441,0.472222409121835,0.68055500048202,0.472222292892748,0.705127525238441,0.472222409121835,0.681817593257419,0.472222444215196,0.705127525238441,0.472222409121835,0.712120523242933,0.500000004341156,0.712120585646986,0.472222220962802,0.681817593257419,0.472222444215196,0.712120585646986,0.472222220962802,0.712120585646986,0.472222220962802,0.708332658910078,0.466666750844739,0.712120523242933,0.500000004341156,0.705127546064239,0.466666744622429,0.705127546064224,0.466666744622393,0.722221483605653,0.466666755880581
"13",0.975596487878958,1,0.975596487878958,1,1,1,0.961531099285212,1,0.973671889246871,0.333333333333333,0.961531099285212,1,0.975596487878958,1,0.961531099285212,1,0.961531099285212,1,0.971423497350735,1,0.973673641561644,1,0.961531099285212,1,0.973673641561644,1,1,1,0.975596487878958,1
"14",0.859640545640848,0.587045062760134,0.842356842035796,0.610737591412342,0.862152322876309,0.610737667574015,0.848290395463116,0.610738940388159,0.832527519087723,0.610737601077645,0.844489514660907,0.610737340820899,0.848290395463116,0.610738940388159,0.852209185378313,0.61073698046558,0.860875094002668,0.586246814854184,0.852209280548974,0.683013804943403,0.862152322876309,0.610737667574015,0.852209185378313,0.61073698046558,0.832527519087723,0.610737601077645,0.832527519087723,0.610737601077645,0.864931195351803,0.610737063598653
"15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
