workerid,language,enjoyment,gender,age,comments,assess,education
0,English,1,Male,41,,Yes,1
1,english,2,Female,54,Very interesting experiment/game!,Yes,2
2,English,1,Female,27,"I thought this was interesting, it just took a little longer than I thought it would...I went slower in order to ensure I&quotechard read/understood the directions, though.",Yes,2
3,English,2,Male,40,,Yes,3
4,English,2,Female,59,I think one of the frames advanced before I could make a selection. Definitely a brain teaser!,Yes,3
5,English,1,Male,34,Thanks,Yes,3
6,English,1,Male,36,,Confused,3
7,romanian,2,Male,65,Very interesting study !,Yes,3
8,english,1,Male,29,,Confused,3
