date,workerid,amount
Thu Dec 20 09:17:59 PST 2018,A1KRTG6IWJ2JVC,0.5
Thu Dec 20 09:26:09 PST 2018,A214HWAW1PYWO8,0.5
Thu Dec 20 09:26:28 PST 2018,A2GE0QTOZHNX1G,0.5
Thu Dec 20 09:30:28 PST 2018,ABLOHOJH95YT9,0.5
Thu Dec 20 09:35:06 PST 2018,A2MFKDELMC13DR,0.5
Thu Dec 20 09:35:59 PST 2018,A1IUY8XKI9HJLS,0.5
Thu Dec 20 09:58:04 PST 2018,A2148LZC82UBIX,0.5
Thu Dec 20 10:05:48 PST 2018,A1LFBXCTRXVWEV,0.5
Thu Dec 20 11:11:50 PST 2018,A1E77HZO63E334,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
