date,workerid,amount
Tue Jan 15 16:08:26 PST 2019,A2TGUA422ML23P,0.75
Tue Jan 15 16:10:55 PST 2019,A2USG66RL7MM4E,0.75
Tue Jan 15 16:12:30 PST 2019,A26M997VYVK0E6,0.75
Tue Jan 15 16:12:35 PST 2019,AQIR9592C90NV,0.75
Tue Jan 15 16:15:23 PST 2019,A2A6FH0F7LD9ND,0.75
Tue Jan 15 16:19:11 PST 2019,A3A8CWEW9J1DP7,0.75
Tue Jan 15 16:21:07 PST 2019,A3DB8QTQS5J8MM,0.75
Tue Jan 15 16:23:21 PST 2019,AQ9Y6WD8O72ZC,0.75
Tue Jan 15 16:48:23 PST 2019,A120PN22KW0VPY,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
