"","workerData","model","softness","obedience","type","cross_validated","Nr"
"2616",0.31034,0.16447,"1","0","iterative","no",3
"2617",0.74074,0.44444,"1","0","iterative","no",3
"2618",0.28571,0.46429,"1","0","iterative","no",3
"2619",0.3,0.31034,"1","0","iterative","no",3
"2620",0,0.10976,"1","0","iterative","no",3
"2621",0.05,0.33333,"1","0","iterative","no",3
"2622",0.11111,0.33333,"1","0","iterative","no",3
"2623",0.32,0.33333,"1","0","iterative","no",3
"2624",0.35088,0.33333,"1","0","iterative","no",3
"2625",0.94444,0.72464,"1","0","iterative","no",3
"2626",0.04545,0.33333,"1","0","iterative","no",3
"2627",0.4,0.44444,"1","0","iterative","no",3
"2628",0.33333,0.31034,"1","0","iterative","no",3
"2629",0,0.11688,"1","0","iterative","no",3
"2630",0.04348,0.25,"1","0","iterative","no",3
"2631",0.08696,0.1525,"1","0","iterative","no",3
"2632",0.09091,0.28916,"1","0","iterative","no",3
"2633",0,0.0989,"1","0","iterative","no",3
"2634",0.59375,0.66417,"1","0","iterative","no",3
"2635",0.33333,0.19048,"1","0","iterative","no",3
"2636",0.16667,0.11392,"1","0","iterative","no",3
"2637",0,0.23333,"1","0","iterative","no",3
"2638",0.11111,0.10227,"1","0","iterative","no",3
"2639",0.34483,0.32143,"1","0","iterative","no",3
"2640",0.09524,0.45714,"1","0","iterative","no",3
"2641",0.2,0.23599,"1","0","iterative","no",3
"2642",0,0.12,"1","0","iterative","no",3
"2643",0,0.15723,"1","0","iterative","no",3
"2644",0.33333,0.21429,"1","0","iterative","no",3
"2645",0.33333,0.17483,"1","0","iterative","no",3
"2646",0.33333,0.25,"1","0","iterative","no",3
"2647",0.2766,0.33333,"1","0","iterative","no",3
"2648",0.35897,0.5,"1","0","iterative","no",3
"2649",0.12,0.17687,"1","0","iterative","no",3
"2650",0.25,0.25,"1","0","iterative","no",3
"2651",0.30233,0.31746,"1","0","iterative","no",3
"2652",0.42553,0.13793,"1","0","iterative","no",3
"2653",0,0.17284,"1","0","iterative","no",3
"2654",0.66667,0.51731,"1","0","iterative","no",3
"2655",0.68966,0.70101,"1","0","iterative","no",3
"2656",0.25,0.19276,"1","0","iterative","no",3
"2657",0.10526,0.07862,"1","0","iterative","no",3
"2658",0.32143,0.22876,"1","0","iterative","no",3
"2659",0.64516,0.74805,"1","0","iterative","no",3
"2660",0.33333,0.34738,"1","0","iterative","no",3
"2661",0.26923,0.33333,"1","0","iterative","no",3
"2662",0.24,0.13008,"1","0","iterative","no",3
"2663",0.75,0.45714,"1","0","iterative","no",3
"2664",0.1,0.16667,"1","0","iterative","no",3
"2665",0.66667,0.32099,"1","0","iterative","no",3
"2666",0,0.06818,"1","0","iterative","no",3
"2667",0,0.15385,"1","0","iterative","no",3
"2668",0.2,0.16667,"1","0","iterative","no",3
"2669",0,0.09624,"1","0","iterative","no",3
"2670",0.06452,0.12087,"1","0","iterative","no",3
"2671",0,0.13841,"1","0","iterative","no",3
"2672",0.5,0.49704,"1","0","iterative","no",3
"2673",0,0.1059,"1","0","iterative","no",3
"2674",0.86957,0.70435,"1","0","iterative","no",3
"2675",0.10526,0.10145,"1","0","iterative","no",3
"2676",0,0.12162,"1","0","iterative","no",3
"2677",0.25926,0.28399,"1","0","iterative","no",3
"2678",0.06061,0.09436,"1","0","iterative","no",3
"2679",0.55556,0.69887,"1","0","iterative","no",3
"2680",0.11111,0.16292,"1","0","iterative","no",3
"2681",0.53125,0.58182,"1","0","iterative","no",3
"2682",0.13333,0.07595,"1","0","iterative","no",3
"2683",0.15152,0.07453,"1","0","iterative","no",3
"2684",0.70833,0.68571,"1","0","iterative","no",3
"2685",0.22727,0.28571,"1","0","iterative","no",3
"2686",0.2,0.5,"1","0","iterative","no",3
"2687",0.54839,0.18868,"1","0","iterative","no",3
"2688",0.06667,0.2924,"1","0","iterative","no",3
"2689",0.04545,0.31579,"1","0","iterative","no",3
"2690",0,0.13636,"1","0","iterative","no",3
"2691",0,0.31034,"1","0","iterative","no",3
"2692",0,0.18653,"1","0","iterative","no",3
"2693",0,0.16667,"1","0","iterative","no",3
"2694",0.25,0.33511,"1","0","iterative","no",3
"2695",0.66667,0.55172,"1","0","iterative","no",3
"2696",0,0.06207,"1","0","iterative","no",3
"2697",0,0.22989,"1","0","iterative","no",3
"2698",0.5,0.69767,"1","0","iterative","no",3
"2699",0.5,0.34859,"1","0","iterative","no",3
"2700",0,0.14988,"1","0","iterative","no",3
"2701",0.04,0.25,"1","0","iterative","no",3
"2702",0,0.17308,"1","0","iterative","no",3
"2703",0,0.1,"1","0","iterative","no",3
"2704",0,0.10714,"1","0","iterative","no",3
"2705",0.26667,0.45714,"1","0","iterative","no",3
"2706",0.34783,0.25,"1","0","iterative","no",3
"2707",0.13158,0.24324,"1","0","iterative","no",3
"2708",0.46154,0.54054,"1","0","iterative","no",3
"2709",0,0.33333,"1","0","iterative","no",3
"2710",0.33333,0.42857,"1","0","iterative","no",3
"2711",0,0.33333,"1","0","iterative","no",3
"2712",0,0.5,"1","0","iterative","no",3
"2713",0.35484,0.09524,"1","0","iterative","no",3
"2714",0.4,0.53202,"1","0","iterative","no",3
"2715",0,0.15789,"1","0","iterative","no",3
"2716",0.58824,0.75,"1","0","iterative","no",3
"2717",0.475,0.53342,"1","0","iterative","no",3
"2718",0.64286,0.61592,"1","0","iterative","no",3
"2719",0.26316,0.10386,"1","0","iterative","no",3
"2720",0.55556,0.7035,"1","0","iterative","no",3
"2721",0.16667,0.17647,"1","0","iterative","no",3
"2722",0.19231,0.42857,"1","0","iterative","no",3
"2723",0.52,0.5,"1","0","iterative","no",3
"2724",0.44444,0.25,"1","0","iterative","no",3
"2725",0.36842,0.61538,"1","0","iterative","no",3
"2726",0,0.16168,"1","0","iterative","no",3
"2727",0.68966,0.58849,"1","0","iterative","no",3
"2728",0.09091,0.23346,"1","0","iterative","no",3
"2729",0.31034,0.22727,"1","0","iterative","no",3
"2730",0,0.21842,"1","0","iterative","no",3
"2731",0.22857,0.20243,"1","0","iterative","no",3
"2732",0.3913,0.49956,"1","0","iterative","no",3
"2733",0,0.15517,"1","0","iterative","no",3
"2734",0,0.23529,"1","0","iterative","no",3
"2735",0,0.16667,"1","0","iterative","no",3
"2736",0,0.33333,"1","0","iterative","no",3
"2737",0.8,0.33333,"1","0","iterative","no",3
"2738",0.22581,0.25,"1","0","iterative","no",3
"2739",0.6,0.25974,"1","0","iterative","no",3
"2740",0.33333,0.27273,"1","0","iterative","no",3
"2741",0.30303,0.33333,"1","0","iterative","no",3
"2742",0.0625,0.0625,"1","0","iterative","no",3
"2743",0.51351,0.75676,"1","0","iterative","no",3
"2744",0.53125,0.70175,"1","0","iterative","no",3
"2745",0,0.11889,"1","0","iterative","no",3
"2746",0,0.25961,"1","0","iterative","no",3
"2747",0.82609,0.3871,"1","0","iterative","no",3
"2748",0.76923,0.70483,"1","0","iterative","no",3
"2749",0.05,0.11111,"1","0","iterative","no",3
"2750",0.02857,0.33333,"1","0","iterative","no",3
"2751",0.05556,0.0968,"1","0","iterative","no",3
"2752",0,0.23077,"1","0","iterative","no",3
"2753",0,0.33333,"1","0","iterative","no",3
"2754",0.04762,0.21429,"1","0","iterative","no",3
"2755",0,0.23077,"1","0","iterative","no",3
"2756",0.38235,0.15385,"1","0","iterative","no",3
"2757",0.19231,0.51282,"1","0","iterative","no",3
"2758",0,0.16304,"1","0","iterative","no",3
"2759",0.47619,0.7563,"1","0","iterative","no",3
"2760",0.08333,0.57143,"1","0","iterative","no",3
"2761",0.30435,0.44444,"1","0","iterative","no",3
"2762",0.1875,0.05556,"1","0","iterative","no",3
"2763",0.02632,0.06522,"1","0","iterative","no",3
"2764",0.20833,0.3,"1","0","iterative","no",3
"2765",1,0.67681,"1","0","iterative","no",3
"2766",0.5,0.57273,"1","0","iterative","no",3
"2767",0,0.17195,"1","0","iterative","no",3
"2768",1,0.78818,"1","0","iterative","no",3
"2769",0.08696,0.33333,"1","0","iterative","no",3
"2770",0.76923,0.33333,"1","0","iterative","no",3
"2771",0,0.25,"1","0","iterative","no",3
"2772",0.2619,0.33333,"1","0","iterative","no",3
"2773",1,0.54128,"1","0","iterative","no",3
"2774",0,0.08646,"1","0","iterative","no",3
"2775",1,0.54902,"1","0","iterative","no",3
"2776",0,0.20881,"1","0","iterative","no",3
"2777",0.22222,0.09375,"1","0","iterative","no",3
"2778",0,0.09524,"1","0","iterative","no",3
"2779",0.33333,0.29412,"1","0","iterative","no",3
"2780",0,0.07276,"1","0","iterative","no",3
"2781",0.17391,0.33333,"1","0","iterative","no",3
"2782",0.37143,0.42857,"1","0","iterative","no",3
"2783",1,0.66667,"1","0","iterative","no",3
"2784",0.76,0.63325,"1","0","iterative","no",3
"2785",0.95238,0.40733,"1","0","iterative","no",3
"2786",0.4878,0.41667,"1","0","iterative","no",3
"2787",0.10256,0.33333,"1","0","iterative","no",3
"2788",0.11111,0.33333,"1","0","iterative","no",3
"2789",0.43478,0.23077,"1","0","iterative","no",3
"2790",0,0.75,"1","0","iterative","no",3
"2791",0.24242,0.66667,"1","0","iterative","no",3
"2792",0.41667,0.3125,"1","0","iterative","no",3
"2793",0.32258,0.31579,"1","0","iterative","no",3
"2794",0.36111,0.21053,"1","0","iterative","no",3
"2795",0.40541,0.67445,"1","0","iterative","no",3
"2796",0.25,0.09589,"1","0","iterative","no",3
"2797",1,0.6414,"1","0","iterative","no",3
"2798",0.6,0.5,"1","0","iterative","no",3
"2799",0,0.33333,"1","0","iterative","no",3
"2800",0.54054,0.14286,"1","0","iterative","no",3
"2801",0.34483,0.10417,"1","0","iterative","no",3
"2802",0.55556,0.77419,"1","0","iterative","no",3
"2803",0.47059,0.62769,"1","0","iterative","no",3
"2804",0.44444,0.07078,"1","0","iterative","no",3
"2805",0,0.33333,"1","0","iterative","no",3
"2806",0,0.42857,"1","0","iterative","no",3
"2807",1,0.67925,"1","0","iterative","no",3
"2808",0,0.33333,"1","0","iterative","no",3
"2809",0.17647,0.26611,"1","0","iterative","no",3
"2810",0.41935,0.58696,"1","0","iterative","no",3
"2811",0,0.33333,"1","0","iterative","no",3
"2812",0.27586,0.25926,"1","0","iterative","no",3
"2813",0.34091,0.2381,"1","0","iterative","no",3
"2814",0.33333,0.25,"1","0","iterative","no",3
"2815",0.30952,0.25,"1","0","iterative","no",3
"2816",0.31818,0.15909,"1","0","iterative","no",3
"2817",0,0.29138,"1","0","iterative","no",3
"2818",0,0.11111,"1","0","iterative","no",3
"2819",0.33333,0.16304,"1","0","iterative","no",3
"2820",0.66667,0.77419,"1","0","iterative","no",3
"2821",0.04762,0.27027,"1","0","iterative","no",3
"2822",0.07692,0.08931,"1","0","iterative","no",3
"2823",0.08571,0.17442,"1","0","iterative","no",3
"2824",0.0303,0.11159,"1","0","iterative","no",3
"2825",0.64516,0.76393,"1","0","iterative","no",3
"2826",0.46512,0.66816,"1","0","iterative","no",3
"2827",0.23529,0.10169,"1","0","iterative","no",3
"2828",0.38889,0.39474,"1","0","iterative","no",3
"2829",0.71429,0.72727,"1","0","iterative","no",3
"2830",0.08824,0.14431,"1","0","iterative","no",3
"2831",0.2093,0.24242,"1","0","iterative","no",3
"2832",0.13158,0.22876,"1","0","iterative","no",3
"2833",0.32203,0.5,"1","0","iterative","no",3
"2834",0.42308,0.5,"1","0","iterative","no",3
"2835",0.33333,0.33333,"1","0","iterative","no",3
"2836",0.33333,0.58696,"1","0","iterative","no",3
"2837",0.4359,0.33333,"1","0","iterative","no",3
"2838",0.17857,0.25,"1","0","iterative","no",3
"2839",0.31579,0.22222,"1","0","iterative","no",3
"2840",0.52632,0.38993,"1","0","iterative","no",3
"2841",0,0.1495,"1","0","iterative","no",3
"2842",0,0.11111,"1","0","iterative","no",3
"2843",0,0.10102,"1","0","iterative","no",3
"2844",0.66667,0.7619,"1","0","iterative","no",3
"2845",0,0.10395,"1","0","iterative","no",3
"2846",0.2,0.15015,"1","0","iterative","no",3
"2847",0.4,0.33493,"1","0","iterative","no",3
"2848",0.58065,0.7619,"1","0","iterative","no",3
"2849",0.17857,0.17308,"1","0","iterative","no",3
"2850",0.44118,0.33333,"1","0","iterative","no",3
"2851",0.44737,0.51923,"1","0","iterative","no",3
"2852",0.15625,0.11538,"1","0","iterative","no",3
"2853",0.66667,0.62578,"1","0","iterative","no",3
"2854",0,0.11404,"1","0","iterative","no",3
"2855",0.625,0.63912,"1","0","iterative","no",3
"2856",0.21739,0.1907,"1","0","iterative","no",3
"2857",0,0.10374,"1","0","iterative","no",3
"2858",0,0.05384,"1","0","iterative","no",3
"2859",0.71429,0.70796,"1","0","iterative","no",3
"2860",0.53333,0.71057,"1","0","iterative","no",3
"2861",0.28571,0.24138,"1","0","iterative","no",3
"2862",0.18605,0.18033,"1","0","iterative","no",3
"2863",0.84211,0.61669,"1","0","iterative","no",3
"2864",0.17143,0.11434,"1","0","iterative","no",3
"2865",0.8,0.7619,"1","0","iterative","no",3
"2866",0.11538,0.10074,"1","0","iterative","no",3
"2867",0.16667,0.15023,"1","0","iterative","no",3
"2868",0,0.1,"1","0","iterative","no",3
"2869",0.37931,0.34471,"1","0","iterative","no",3
"2870",0.45455,0.32452,"1","0","iterative","no",3
"2871",0,0.10944,"1","0","iterative","no",3
"2872",0.38235,0.27293,"1","0","iterative","no",3
"2873",0,0.25,"1","0","iterative","no",3
"2874",0.15909,0.23077,"1","0","iterative","no",3
"2875",0.31818,0.10588,"1","0","iterative","no",3
"2876",0.28571,0.44262,"1","0","iterative","no",3
"2877",0.44444,0.2381,"1","0","iterative","no",3
"2878",0.48276,0.42857,"1","0","iterative","no",3
"2879",0.12903,0.09895,"1","0","iterative","no",3
"2880",0.375,0.28571,"1","0","iterative","no",3
"2881",0.25806,0.22727,"1","0","iterative","no",3
"2882",0.15385,0.11916,"1","0","iterative","no",3
"2883",0.37143,0.30435,"1","0","iterative","no",3
"2884",0.48387,0.4466,"1","0","iterative","no",3
"2885",0.66667,0.41772,"1","0","iterative","no",3
"2886",0.66667,0.63366,"1","0","iterative","no",3
"2887",0.33333,0.3741,"1","0","iterative","no",3
"2888",0.66667,0.7619,"1","0","iterative","no",3
"2889",0,0.10958,"1","0","iterative","no",3
"2890",0.60606,0.80734,"1","0","iterative","no",3
"2891",0.5,0.76413,"1","0","iterative","no",3
"2892",0.18421,0.23077,"1","0","iterative","no",3
"2893",0.13043,0.08811,"1","0","iterative","no",3
"2894",0.09091,0.11789,"1","0","iterative","no",3
"2895",0.64516,0.55172,"1","0","iterative","no",3
"2896",0.10811,0.07004,"1","0","iterative","no",3
"2897",0.45714,0.41667,"1","0","iterative","no",3
"2898",0.08333,0.07239,"1","0","iterative","no",3
"2899",0.05128,0.06667,"1","0","iterative","no",3
"2900",0.08333,0.12877,"1","0","iterative","no",3
"2901",0,0.12121,"1","0","iterative","no",3
"2902",1,0.1039,"1","0","iterative","no",3
"2903",0,0.57692,"1","0","iterative","no",3
"2904",0,0.2381,"1","0","iterative","no",3
"2905",0,0.46753,"1","0","iterative","no",3
"2906",0.44737,0.16667,"1","0","iterative","no",3
"2907",0.29412,0.25,"1","0","iterative","no",3
"2908",0.24,0.6,"1","0","iterative","no",3
"2909",0,0.26667,"1","0","iterative","no",3
"2910",0,0.5,"1","0","iterative","no",3
"2911",0,0.31034,"1","0","iterative","no",3
"2912",0,0.33333,"1","0","iterative","no",3
"2913",0.34483,0.54902,"1","0","iterative","no",3
"2914",0.90909,0.61538,"1","0","iterative","no",3
"2915",0.58065,0.61538,"1","0","iterative","no",3
"2916",0.33333,0.32143,"1","0","iterative","no",3
"2917",1,0.61364,"1","0","iterative","no",3
"2918",0.95238,0.75241,"1","0","iterative","no",3
"2919",0.32143,0.21346,"1","0","iterative","no",3
"2920",0.72727,0.81941,"1","0","iterative","no",3
"2921",0.66667,0.68966,"1","0","iterative","no",3
"2922",0.71429,0.8,"1","0","iterative","no",3
"2923",0.68966,0.69565,"1","0","iterative","no",3
"2924",0.16667,0.11614,"1","0","iterative","no",3
"2925",0.07143,0.1619,"1","0","iterative","no",3
"2926",0.51429,0.60504,"1","0","iterative","no",3
"2927",0.39535,0.4382,"1","0","iterative","no",3
"2928",0.42105,0.4657,"1","0","iterative","no",3
"2929",0,0.2381,"1","0","iterative","no",3
"2930",0,0.125,"1","0","iterative","no",3
"2931",0,0.26667,"1","0","iterative","no",3
"2932",1,0.25,"1","0","iterative","no",3
"2933",0.05,0.16667,"1","0","iterative","no",3
"2934",0.55556,0.55981,"1","0","iterative","no",3
"2935",0.43333,0.52387,"1","0","iterative","no",3
"2936",0.32258,0.23301,"1","0","iterative","no",3
"2937",0.16667,0.5,"1","0","iterative","no",3
"2938",0.17391,0.15015,"1","0","iterative","no",3
"2939",0.65217,0.75326,"1","0","iterative","no",3
"2940",0.16667,0.10976,"1","0","iterative","no",3
"2941",0.46429,0.22222,"1","0","iterative","no",3
"2942",0.29412,0.33333,"1","0","iterative","no",3
"2943",0.25,0.25,"1","0","iterative","no",3
"2944",0.46875,0.42857,"1","0","iterative","no",3
"2945",0,0.20937,"1","0","iterative","no",3
"2946",0.5,0.25,"1","0","iterative","no",3
"2947",0.41379,0.275,"1","0","iterative","no",3
"2948",0.37143,0.5,"1","0","iterative","no",3
"2949",0,0.5,"1","0","iterative","no",3
"2950",0,0.11842,"1","0","iterative","no",3
"2951",1,0.47368,"1","0","iterative","no",3
"2952",0,0.14984,"1","0","iterative","no",3
"2953",0.22222,0.08421,"1","0","iterative","no",3
"2954",0.34146,0.50625,"1","0","iterative","no",3
"2955",0.25,0.18388,"1","0","iterative","no",3
"2956",0.38095,0.4257,"1","0","iterative","no",3
"2957",0.45161,0.64865,"1","0","iterative","no",3
"2958",0.16129,0.14035,"1","0","iterative","no",3
"2959",0.3871,0.4477,"1","0","iterative","no",3
"2960",0.6,0.79208,"1","0","iterative","no",3
"2961",0,0.17647,"1","0","iterative","no",3
"2962",0,0.22222,"1","0","iterative","no",3
"2963",1,0.5,"1","0","iterative","no",3
"2964",0.375,0.33333,"1","0","iterative","no",3
"2965",0.09091,0.13636,"1","0","iterative","no",3
"2966",0.74074,0.59829,"1","0","iterative","no",3
"2967",0.57143,0.57813,"1","0","iterative","no",3
"2968",0.14286,0.07173,"1","0","iterative","no",3
"2969",0.76,0.5933,"1","0","iterative","no",3
"2970",0.36667,0.2093,"1","0","iterative","no",3
"2971",0.33333,0.14037,"1","0","iterative","no",3
"2972",0.3871,0.42105,"1","0","iterative","no",3
"2973",0.58621,0.38462,"1","0","iterative","no",3
"2974",0,0.17647,"1","0","iterative","no",3
"2975",0.125,0.0625,"1","0","iterative","no",3
"2976",0,0.17105,"1","0","iterative","no",3
"2977",0.15385,0.15294,"1","0","iterative","no",3
"2978",0.6,0.66176,"1","0","iterative","no",3
"2979",0.33333,0.29189,"1","0","iterative","no",3
"2980",0.2069,0.07186,"1","0","iterative","no",3
"2981",0.18519,0.14286,"1","0","iterative","no",3
"2982",0.53571,0.34286,"1","0","iterative","no",3
"2983",0.38462,0.2381,"1","0","iterative","no",3
"2984",0.23684,0.24823,"1","0","iterative","no",3
"2985",0,0.11219,"1","0","iterative","no",3
"2986",0.25,0.10144,"1","0","iterative","no",3
"2987",0,0.09032,"1","0","iterative","no",3
"2988",0.66667,0.72727,"1","0","iterative","no",3
"2989",0.36667,0.62921,"1","0","iterative","no",3
"2990",0,0.11379,"1","0","iterative","no",3
"2991",0.03448,0.13793,"1","0","iterative","no",3
"2992",0.39394,0.26033,"1","0","iterative","no",3
"2993",0,0.08584,"1","0","iterative","no",3
"2994",0,0.10943,"1","0","iterative","no",3
"2995",0.68966,0.59312,"1","0","iterative","no",3
"2996",0.68966,0.73684,"1","0","iterative","no",3
"2997",0,0.33333,"1","0","iterative","no",3
"2998",0.14286,0.21429,"1","0","iterative","no",3
"2999",0.03333,0.13793,"1","0","iterative","no",3
"3000",0.33333,0.15854,"1","0","iterative","no",3
"3001",0.9,0.33333,"1","0","iterative","no",3
"3002",0.44444,0.33333,"1","0","iterative","no",3
"3003",0.36,0.22222,"1","0","iterative","no",3
"3004",0.35088,0.33333,"1","0","iterative","no",3
"3005",0.05556,0.1087,"1","0","iterative","no",3
"3006",0.09091,0.15385,"1","0","iterative","no",3
"3007",0.32,0.40541,"1","0","iterative","no",3
"3008",0.16667,0.55172,"1","0","iterative","no",3
"3009",1,0.83117,"1","0","iterative","no",3
"3010",0.08696,0.08333,"1","0","iterative","no",3
"3011",0.86957,0.72619,"1","0","iterative","no",3
"3012",0.09091,0.06024,"1","0","iterative","no",3
"3013",0.59375,0.57143,"1","0","iterative","no",3
"3014",0.40625,0.23333,"1","0","iterative","no",3
"3015",0.09091,0.2381,"1","0","iterative","no",3
"3016",0.83333,0.81013,"1","0","iterative","no",3
"3017",1,0.6,"1","0","iterative","no",3
"3018",0.25926,0.17045,"1","0","iterative","no",3
"3019",0.03448,0.15323,"1","0","iterative","no",3
"3020",0.09524,0.25714,"1","0","iterative","no",3
"3021",0.8,0.64158,"1","0","iterative","no",3
"3022",0,0.05714,"1","0","iterative","no",3
"3023",0,0.33333,"1","0","iterative","no",3
"3024",0.66667,0.66667,"1","0","iterative","no",3
"3025",0.28571,0.14012,"1","0","iterative","no",3
"3026",0.25641,0.11441,"1","0","iterative","no",3
"3027",0.3617,0.33333,"1","0","iterative","no",3
"3028",0.30769,0.25,"1","0","iterative","no",3
"3029",0.12,0.25714,"1","0","iterative","no",3
"3030",0.27778,0.25,"1","0","iterative","no",3
"3031",0.46512,0.2381,"1","0","iterative","no",3
"3032",0.31915,0.31034,"1","0","iterative","no",3
"3033",0,0.1654,"1","0","iterative","no",3
"3034",0,0.12307,"1","0","iterative","no",3
"3035",0.31034,0.23979,"1","0","iterative","no",3
"3036",0.5,0.7241,"1","0","iterative","no",3
"3037",0,0.66667,"1","0","iterative","no",3
"3038",0.67857,0.58824,"1","0","iterative","no",3
"3039",0.03226,0.05195,"1","0","iterative","no",3
"3040",0.63333,0.60555,"1","0","iterative","no",3
"3041",0.53846,0.33333,"1","0","iterative","no",3
"3042",0.16,0.21951,"1","0","iterative","no",3
"3043",0.1,0.28571,"1","0","iterative","no",3
"3044",0.85,0.66667,"1","0","iterative","no",3
"3045",0.33333,0.55556,"1","0","iterative","no",3
"3046",0.5,0.59091,"1","0","iterative","no",3
"3047",0.33333,0.15068,"1","0","iterative","no",3
"3048",0.4,0.60811,"1","0","iterative","no",3
"3049",0,0.05869,"1","0","iterative","no",3
"3050",0.64516,0.67688,"1","0","iterative","no",3
"3051",0.39394,0.20321,"1","0","iterative","no",3
"3052",0.5,0.44379,"1","0","iterative","no",3
"3053",0.58824,0.51622,"1","0","iterative","no",3
"3054",0.08696,0.19565,"1","0","iterative","no",3
"3055",0.44737,0.56039,"1","0","iterative","no",3
"3056",0.58824,0.6666,"1","0","iterative","no",3
"3057",0.74074,0.61962,"1","0","iterative","no",3
"3058",0.33333,0.20629,"1","0","iterative","no",3
"3059",0.44444,0.19193,"1","0","iterative","no",3
"3060",0.33333,0.19608,"1","0","iterative","no",3
"3061",0.09375,0.09091,"1","0","iterative","no",3
"3062",0.23333,0.11392,"1","0","iterative","no",3
"3063",0.36364,0.19377,"1","0","iterative","no",3
"3064",0.20833,0.13205,"1","0","iterative","no",3
"3065",0.72727,0.51948,"1","0","iterative","no",3
"3066",0.53333,0.13514,"1","0","iterative","no",3
"3067",0.41935,0.67925,"1","0","iterative","no",3
"3068",0.36667,0.58327,"1","0","iterative","no",3
"3069",0.86364,0.52632,"1","0","iterative","no",3
"3070",0,0.13636,"1","0","iterative","no",3
"3071",0.51282,0.13793,"1","0","iterative","no",3
"3072",0,0.23316,"1","0","iterative","no",3
"3073",0.68966,0.5,"1","0","iterative","no",3
"3074",0.25,0.24823,"1","0","iterative","no",3
"3075",0,0.13793,"1","0","iterative","no",3
"3076",0.64516,0.62069,"1","0","iterative","no",3
"3077",0,0.2381,"1","0","iterative","no",3
"3078",0.5,0.17404,"1","0","iterative","no",3
"3079",0.5,0.57692,"1","0","iterative","no",3
"3080",0.66667,0.66614,"1","0","iterative","no",3
"3081",0.28,0.25,"1","0","iterative","no",3
"3082",0.31034,0.25,"1","0","iterative","no",3
"3083",0.35484,0.31304,"1","0","iterative","no",3
"3084",0.33333,0.25,"1","0","iterative","no",3
"3085",0.35556,0.25714,"1","0","iterative","no",3
"3086",0.23913,0.25,"1","0","iterative","no",3
"3087",0.34211,0.25,"1","0","iterative","no",3
"3088",0.20513,0.21622,"1","0","iterative","no",3
"3089",0.5,0.33333,"1","0","iterative","no",3
"3090",0.33333,0.2381,"1","0","iterative","no",3
"3091",0.5,0.33333,"1","0","iterative","no",3
"3092",0.55,0.25,"1","0","iterative","no",3
"3093",0.64516,0.7619,"1","0","iterative","no",3
"3094",0.4,0.31561,"1","0","iterative","no",3
"3095",0,0.07656,"1","0","iterative","no",3
"3096",0.41176,0.13587,"1","0","iterative","no",3
"3097",0.2,0.22951,"1","0","iterative","no",3
"3098",0.03571,0.11776,"1","0","iterative","no",3
"3099",0.26316,0.09628,"1","0","iterative","no",3
"3100",0.19444,0.09047,"1","0","iterative","no",3
"3101",0.30556,0.23529,"1","0","iterative","no",3
"3102",0.61538,0.32143,"1","0","iterative","no",3
"3103",0.28,0.16667,"1","0","iterative","no",3
"3104",0.25926,0.25,"1","0","iterative","no",3
"3105",0,0.18219,"1","0","iterative","no",3
"3106",0,0.07186,"1","0","iterative","no",3
"3107",0,0.09808,"1","0","iterative","no",3
"3108",0.90909,0.59417,"1","0","iterative","no",3
"3109",0.10345,0.15909,"1","0","iterative","no",3
"3110",0,0.09808,"1","0","iterative","no",3
"3111",0.2,0.18219,"1","0","iterative","no",3
"3112",0.28261,0.16534,"1","0","iterative","no",3
"3113",1,0.60345,"1","0","iterative","no",3
"3114",0.74074,0.65546,"1","0","iterative","no",3
"3115",1,0.66667,"1","0","iterative","no",3
"3116",0,0.33333,"1","0","iterative","no",3
"3117",0,0.33333,"1","0","iterative","no",3
"3118",0.32258,0.33333,"1","0","iterative","no",3
"3119",0.33333,0.62338,"1","0","iterative","no",3
"3120",0.1,0.08081,"1","0","iterative","no",3
"3121",0.21212,0.11111,"1","0","iterative","no",3
"3122",0.5625,0.5625,"1","0","iterative","no",3
"3123",0.32432,0.11824,"1","0","iterative","no",3
"3124",0.15625,0.09859,"1","0","iterative","no",3
"3125",0.34615,0.18343,"1","0","iterative","no",3
"3126",1,0.61203,"1","0","iterative","no",3
"3127",0.17391,0.48387,"1","0","iterative","no",3
"3128",0.23077,0.13593,"1","0","iterative","no",3
"3129",0.1,0.14815,"1","0","iterative","no",3
"3130",0.48571,0.33333,"1","0","iterative","no",3
"3131",0.05556,0.53731,"1","0","iterative","no",3
"3132",0.09091,0.13986,"1","0","iterative","no",3
"3133",0.71429,0.44444,"1","0","iterative","no",3
"3134",0.95238,0.57143,"1","0","iterative","no",3
"3135",1,0.51923,"1","0","iterative","no",3
"3136",0.58824,0.51282,"1","0","iterative","no",3
"3137",0.57692,0.33333,"1","0","iterative","no",3
"3138",0.09524,0.16015,"1","0","iterative","no",3
"3139",0.47619,0.14006,"1","0","iterative","no",3
"3140",0.83333,0.28571,"1","0","iterative","no",3
"3141",0.30435,0.33333,"1","0","iterative","no",3
"3142",0.625,0.88889,"1","0","iterative","no",3
"3143",0.44737,0.43478,"1","0","iterative","no",3
"3144",0.75,0.64068,"1","0","iterative","no",3
"3145",0,0.16304,"1","0","iterative","no",3
"3146",0.5,0.34058,"1","0","iterative","no",3
"3147",0.5,0.61086,"1","0","iterative","no",3
"3148",0,0.133,"1","0","iterative","no",3
"3149",0.82609,0.41667,"1","0","iterative","no",3
"3150",0.11538,0.33333,"1","0","iterative","no",3
"3151",0.68966,0.25,"1","0","iterative","no",3
