date,workerid,amount
Fri Apr 19 09:56:06 PDT 2019,A2BZB5DH7Y9JVG,1.0
Fri Apr 19 09:58:20 PDT 2019,A1KXYURHCYHKOL,1.0
Fri Apr 19 10:05:40 PDT 2019,A3BO2ARA8BYSR,1.0
Fri Apr 19 10:07:56 PDT 2019,A36Z98LFRR041Q,1.0
Fri Apr 19 10:08:19 PDT 2019,A25VE425L75JHI,1.0
Fri Apr 19 10:14:09 PDT 2019,A23A1WMFNPETYQ,1.0
Fri Apr 19 10:19:34 PDT 2019,A3F9EAWVEE35HU,1.0
Fri Apr 19 10:49:17 PDT 2019,A1QUQ0TV9KVD4C,1.0
Fri Apr 19 11:02:48 PDT 2019,A38F8U7SZ7CE1Y,1.0
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
