workerid,language,enjoyment,gender,age,comments,assess,education
0,English,2,Male,69,Very Engaging,Yes,3
1,native american,1,Male,30,very good,Yes,4
2,english,1,Female,61,,Yes,2
3,English,2,Male,59,Thank you.,Yes,3
4,English,1,Female,31,,Yes,3
5,English,2,Female,28,,Yes,1
6,English,1,Female,29,,No,3
7,English,1,Female,25,,Yes,2
8,english,1,Female,29,,Yes,2
