date,workerid,amount
Tue Jan 15 16:10:37 PST 2019,A3NMFDS33GP5KE,0.75
Tue Jan 15 16:11:25 PST 2019,A5B73N9C2HVEG,0.75
Tue Jan 15 16:11:42 PST 2019,A1BIENE9M8DX6H,0.75
Tue Jan 15 16:11:59 PST 2019,A1QHW44JNS5DZH,0.75
Tue Jan 15 16:18:56 PST 2019,A3BJ0H1UZ7YQL0,0.75
Tue Jan 15 16:26:35 PST 2019,A3A8P4UR9A0DWQ,0.75
Tue Jan 15 16:26:47 PST 2019,AYYEQBUPC7IM5,0.75
Tue Jan 15 16:34:46 PST 2019,ALV4DAF8DIJ37,0.75
Tue Jan 15 17:38:41 PST 2019,A1WL3NZ50YEOWP,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
