"","workerid","utterance","response","feedback","orig_obj1","orig_obj2","orig_obj3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3","uttFeat","targetFeat","obj1OC27","obj2OC27","obj3OC27","targetObject","object2","object3"
"164",9,"blue",3,"Good",211,323,311,"circle","plain","blue","square","striped","green","square","plain","blue","shape","circle","cloud","square",3,1,2,24,3,3,2,24
"165",9,"plain",3,"Good",221,213,313,"circle","striped","blue","circle","plain","green","square","plain","green","shape","circle","cloud","square",1,1,5,20,21,21,5,20
"166",9,"dotted",2,"Good",323,332,232,"square","striped","green","square","dotted","red","circle","dotted","red","shape","circle","cloud","square",1,1,24,18,17,18,24,17
"167",9,"green",3,"VeryGood",321,313,113,"square","striped","blue","square","plain","green","cloud","plain","green","shape","circle","cloud","square",3,1,6,21,19,19,6,21
"168",9,"red",1,"Good",312,321,212,"square","plain","red","square","striped","blue","circle","plain","red","shape","circle","cloud","square",3,1,12,6,11,12,6,11
"169",9,"dotted",1,"Good",133,111,233,"cloud","dotted","green","cloud","plain","blue","circle","dotted","green","shape","circle","cloud","square",1,1,25,1,26,25,1,26
"170",9,"striped",2,"VeryGood",321,121,212,"square","striped","blue","cloud","striped","blue","circle","plain","red","shape","circle","cloud","square",2,1,6,4,11,4,6,11
"171",9,"plain",3,"VeryGood",231,312,112,"circle","dotted","blue","square","plain","red","cloud","plain","red","shape","circle","cloud","square",1,1,8,12,10,10,8,12
"172",9,"blue",2,"Good",222,111,211,"circle","striped","red","cloud","plain","blue","circle","plain","blue","shape","circle","cloud","square",3,1,14,1,2,1,14,2
"173",9,"plain",2,"Good",231,113,213,"circle","dotted","blue","cloud","plain","green","circle","plain","green","shape","circle","cloud","square",1,1,8,19,20,19,8,20
"174",9,"green",2,"Good",331,313,213,"square","dotted","blue","square","plain","green","circle","plain","green","shape","circle","cloud","square",3,1,9,21,20,21,9,20
"175",9,"blue",3,"Good",113,231,331,"cloud","plain","green","circle","dotted","blue","square","dotted","blue","shape","circle","cloud","square",3,1,19,8,9,9,19,8
"176",9,"dotted",2,"VeryGood",333,133,112,"square","dotted","green","cloud","dotted","green","cloud","plain","red","shape","circle","cloud","square",1,1,27,25,10,25,27,10
"177",9,"striped",1,"Good",323,112,223,"square","striped","green","cloud","plain","red","circle","striped","green","shape","circle","cloud","square",2,1,24,10,23,24,10,23
"178",9,"dotted",2,"Good",212,331,231,"circle","plain","red","square","dotted","blue","circle","dotted","blue","shape","circle","cloud","square",1,1,11,9,8,9,11,8
"179",9,"striped",3,"Good",131,223,123,"cloud","dotted","blue","circle","striped","green","cloud","striped","green","shape","circle","cloud","square",2,1,7,23,22,22,7,23
"180",9,"blue",1,"Good",331,313,231,"square","dotted","blue","square","plain","green","circle","dotted","blue","shape","circle","cloud","square",3,1,9,21,8,9,21,8
"181",10,"plain",1,"Good",311,111,222,"square","plain","blue","cloud","plain","blue","circle","striped","red","shape","cloud","square","circle",1,1,3,1,14,3,1,14
"182",10,"green",3,"Good",221,113,213,"circle","striped","blue","cloud","plain","green","circle","plain","green","shape","cloud","square","circle",3,1,5,19,20,20,5,19
"183",10,"plain",1,"Good",313,131,113,"square","plain","green","cloud","dotted","blue","cloud","plain","green","shape","cloud","square","circle",1,1,21,7,19,21,7,19
"184",10,"dotted",3,"VeryGood",331,312,131,"square","dotted","blue","square","plain","red","cloud","dotted","blue","shape","cloud","square","circle",1,1,9,12,7,7,9,12
"185",10,"dotted",2,"VeryGood",112,133,233,"cloud","plain","red","cloud","dotted","green","circle","dotted","green","shape","cloud","square","circle",1,1,10,25,26,25,10,26
"186",10,"red",3,"VeryGood",123,232,132,"cloud","striped","green","circle","dotted","red","cloud","dotted","red","shape","cloud","square","circle",3,1,22,17,16,16,22,17
"187",10,"green",3,"Good",211,323,223,"circle","plain","blue","square","striped","green","circle","striped","green","shape","cloud","square","circle",3,1,2,24,23,23,2,24
"188",10,"dotted",3,"VeryGood",231,213,331,"circle","dotted","blue","circle","plain","green","square","dotted","blue","shape","cloud","square","circle",1,1,8,20,9,9,8,20
"189",10,"blue",3,"VeryGood",133,221,121,"cloud","dotted","green","circle","striped","blue","cloud","striped","blue","shape","cloud","square","circle",3,1,25,5,4,4,25,5
"190",10,"dotted",1,"VeryGood",131,213,231,"cloud","dotted","blue","circle","plain","green","circle","dotted","blue","shape","cloud","square","circle",1,1,7,20,8,7,20,8
"191",10,"red",1,"VeryGood",122,111,322,"cloud","striped","red","cloud","plain","blue","square","striped","red","shape","cloud","square","circle",3,1,13,1,15,13,1,15
"192",10,"plain",2,"Good",132,213,313,"cloud","dotted","red","circle","plain","green","square","plain","green","shape","cloud","square","circle",1,1,16,20,21,20,16,21
"193",10,"dotted",3,"VeryGood",231,322,331,"circle","dotted","blue","square","striped","red","square","dotted","blue","shape","cloud","square","circle",1,1,8,15,9,9,8,15
"194",10,"red",3,"VeryGood",232,213,132,"circle","dotted","red","circle","plain","green","cloud","dotted","red","shape","cloud","square","circle",3,1,17,20,16,16,17,20
"195",10,"green",1,"VeryGood",123,131,223,"cloud","striped","green","cloud","dotted","blue","circle","striped","green","shape","cloud","square","circle",3,1,22,7,23,22,7,23
"196",10,"green",3,"VeryGood",111,223,123,"cloud","plain","blue","circle","striped","green","cloud","striped","green","shape","cloud","square","circle",3,1,1,23,22,22,1,23
"197",10,"plain",2,"Good",311,211,223,"square","plain","blue","circle","plain","blue","circle","striped","green","shape","cloud","square","circle",1,1,3,2,23,2,3,23
"198",10,"striped",1,"VeryGood",122,211,322,"cloud","striped","red","circle","plain","blue","square","striped","red","shape","cloud","square","circle",2,1,13,2,15,13,2,15
"199",10,"plain",3,"VeryGood",211,122,311,"circle","plain","blue","cloud","striped","red","square","plain","blue","shape","cloud","square","circle",1,1,2,13,3,3,2,13
"200",10,"red",1,"Good",212,312,331,"circle","plain","red","square","plain","red","square","dotted","blue","shape","cloud","square","circle",3,1,11,12,9,11,12,9
"201",11,"plain",2,"Good",333,213,211,"square","dotted","green","circle","plain","green","circle","plain","blue","color","blue","red","green",1,3,27,20,2,20,27,2
"202",11,"striped",2,"Good",322,323,111,"square","striped","red","square","striped","green","cloud","plain","blue","color","blue","red","green",2,3,15,24,1,24,15,1
"203",11,"cloud",1,"Good",132,323,131,"cloud","dotted","red","square","striped","green","cloud","dotted","blue","color","blue","red","green",1,3,16,24,7,16,24,7
"204",11,"dotted",1,"Good",333,121,332,"square","dotted","green","cloud","striped","blue","square","dotted","red","color","blue","red","green",1,3,27,4,18,27,4,18
"205",11,"cloud",3,"Good",111,322,113,"cloud","plain","blue","square","striped","red","cloud","plain","green","color","blue","red","green",1,3,1,15,19,19,1,15
"206",11,"square",2,"Good",123,332,331,"cloud","striped","green","square","dotted","red","square","dotted","blue","color","blue","red","green",1,3,22,18,9,18,22,9
"207",11,"square",1,"VeryGood",322,211,323,"square","striped","red","circle","plain","blue","square","striped","green","color","blue","red","green",1,3,15,2,24,15,2,24
"208",11,"dotted",2,"Good",313,132,131,"square","plain","green","cloud","dotted","red","cloud","dotted","blue","color","blue","red","green",1,3,21,16,7,16,21,7
"209",11,"striped",2,"VeryGood",222,221,112,"circle","striped","red","circle","striped","blue","cloud","plain","red","color","blue","red","green",2,3,14,5,10,5,14,10
"210",11,"striped",3,"VeryGood",123,313,121,"cloud","striped","green","square","plain","green","cloud","striped","blue","color","blue","red","green",2,3,22,21,4,4,22,21
"211",11,"dotted",1,"VeryGood",132,133,213,"cloud","dotted","red","cloud","dotted","green","circle","plain","green","color","blue","red","green",1,3,16,25,20,16,25,20
"212",11,"circle",2,"VeryGood",133,211,213,"cloud","dotted","green","circle","plain","blue","circle","plain","green","color","blue","red","green",1,3,25,2,20,2,25,20
"213",11,"cloud",3,"Good",122,312,123,"cloud","striped","red","square","plain","red","cloud","striped","green","color","blue","red","green",1,3,13,12,22,22,13,12
"214",11,"circle",1,"VeryGood",232,233,113,"circle","dotted","red","circle","dotted","green","cloud","plain","green","color","blue","red","green",1,3,17,26,19,17,26,19
"215",11,"dotted",2,"VeryGood",132,131,321,"cloud","dotted","red","cloud","dotted","blue","square","striped","blue","color","blue","red","green",1,3,16,7,6,7,16,6
"216",11,"circle",2,"VeryGood",113,221,222,"cloud","plain","green","circle","striped","blue","circle","striped","red","color","blue","red","green",1,3,19,5,14,5,19,14
"217",11,"striped",2,"Good",311,223,222,"square","plain","blue","circle","striped","green","circle","striped","red","color","blue","red","green",2,3,3,23,14,23,3,14
"218",11,"square",2,"VeryGood",312,311,123,"square","plain","red","square","plain","blue","cloud","striped","green","color","blue","red","green",1,3,12,3,22,3,12,22
"219",11,"circle",3,"Good",212,323,213,"circle","plain","red","square","striped","green","circle","plain","green","color","blue","red","green",1,3,11,24,20,20,11,24
"220",11,"striped",1,"VeryGood",221,222,111,"circle","striped","blue","circle","striped","red","cloud","plain","blue","color","blue","red","green",2,3,5,14,1,5,14,1
"221",12,"cloud",1,"Good",111,231,112,"cloud","plain","blue","circle","dotted","blue","cloud","plain","red","color","red","green","blue",1,3,1,8,10,1,8,10
"222",12,"plain",2,"Bad",112,332,113,"cloud","plain","red","square","dotted","red","cloud","plain","green","color","red","green","blue",1,3,10,18,19,18,10,19
"223",12,"dotted",3,"VeryGood",131,323,132,"cloud","dotted","blue","square","striped","green","cloud","dotted","red","color","red","green","blue",1,3,7,24,16,16,7,24
"224",12,"plain",2,"Good",221,313,312,"circle","striped","blue","square","plain","green","square","plain","red","color","red","green","blue",1,3,5,21,12,21,5,12
"225",12,"dotted",2,"VeryGood",331,333,213,"square","dotted","blue","square","dotted","green","circle","plain","green","color","red","green","blue",1,3,9,27,20,27,9,20
"226",12,"plain",3,"Good",313,221,311,"square","plain","green","circle","striped","blue","square","plain","blue","color","red","green","blue",1,3,21,5,3,3,21,5
"227",12,"circle",2,"Good",311,223,222,"square","plain","blue","circle","striped","green","circle","striped","red","color","red","green","blue",1,3,3,23,14,23,3,14
"228",12,"circle",1,"Good",231,321,233,"circle","dotted","blue","square","striped","blue","circle","dotted","green","color","red","green","blue",1,3,8,6,26,8,6,26
"229",12,"circle",3,"VeryGood",213,322,212,"circle","plain","green","square","striped","red","circle","plain","red","color","red","green","blue",1,3,20,15,11,11,20,15
"230",12,"dotted",1,"Good",331,212,332,"square","dotted","blue","circle","plain","red","square","dotted","red","color","red","green","blue",1,3,9,11,18,9,11,18
"231",12,"striped",2,"VeryGood",112,322,321,"cloud","plain","red","square","striped","red","square","striped","blue","color","red","green","blue",2,3,10,15,6,15,10,6
"232",12,"circle",1,"Good",231,123,232,"circle","dotted","blue","cloud","striped","green","circle","dotted","red","color","red","green","blue",1,3,8,22,17,8,22,17
"233",12,"cloud",1,"VeryGood",112,233,111,"cloud","plain","red","circle","dotted","green","cloud","plain","blue","color","red","green","blue",1,3,10,26,1,10,26,1
"234",12,"square",2,"VeryGood",123,312,311,"cloud","striped","green","square","plain","red","square","plain","blue","color","red","green","blue",1,3,22,12,3,12,22,3
"235",12,"plain",2,"Bad",112,321,113,"cloud","plain","red","square","striped","blue","cloud","plain","green","color","red","green","blue",1,3,10,6,19,6,10,19
"236",12,"plain",2,"VeryGood",211,213,321,"circle","plain","blue","circle","plain","green","square","striped","blue","color","red","green","blue",1,3,2,20,6,20,2,6
"237",12,"square",2,"VeryGood",331,332,213,"square","dotted","blue","square","dotted","red","circle","plain","green","color","red","green","blue",1,3,9,18,20,18,9,20
"238",12,"cloud",3,"Good",123,231,121,"cloud","striped","green","circle","dotted","blue","cloud","striped","blue","color","red","green","blue",1,3,22,8,4,4,22,8
"239",12,"striped",2,"VeryGood",213,322,321,"circle","plain","green","square","striped","red","square","striped","blue","color","red","green","blue",2,3,20,15,6,15,20,6
"240",12,"square",2,"VeryGood",331,333,121,"square","dotted","blue","square","dotted","green","cloud","striped","blue","color","red","green","blue",1,3,9,27,4,27,9,4
"241",13,"plain",2,"VeryGood",332,311,111,"square","dotted","red","square","plain","blue","cloud","plain","blue","shape","square","cloud","circle",1,1,18,3,1,3,18,1
"242",13,"blue",2,"Good",133,221,321,"cloud","dotted","green","circle","striped","blue","square","striped","blue","shape","square","cloud","circle",3,1,25,5,6,5,25,6
"243",13,"red",3,"VeryGood",311,132,332,"square","plain","blue","cloud","dotted","red","square","dotted","red","shape","square","cloud","circle",3,1,3,16,18,18,3,16
"244",13,"plain",3,"Good",113,121,213,"cloud","plain","green","cloud","striped","blue","circle","plain","green","shape","square","cloud","circle",1,1,19,4,20,20,19,4
"245",13,"striped",3,"VeryGood",212,123,323,"circle","plain","red","cloud","striped","green","square","striped","green","shape","square","cloud","circle",2,1,11,22,24,24,11,22
"246",13,"green",1,"Good",213,113,332,"circle","plain","green","cloud","plain","green","square","dotted","red","shape","square","cloud","circle",3,1,20,19,18,20,19,18
"247",13,"plain",3,"Good",111,233,211,"cloud","plain","blue","circle","dotted","green","circle","plain","blue","shape","square","cloud","circle",1,1,1,26,2,2,1,26
"248",13,"striped",1,"VeryGood",323,123,211,"square","striped","green","cloud","striped","green","circle","plain","blue","shape","square","cloud","circle",2,1,24,22,2,24,22,2
"249",13,"dotted",3,"VeryGood",121,233,333,"cloud","striped","blue","circle","dotted","green","square","dotted","green","shape","square","cloud","circle",1,1,4,26,27,27,4,26
"250",13,"red",1,"VeryGood",132,221,232,"cloud","dotted","red","circle","striped","blue","circle","dotted","red","shape","square","cloud","circle",3,1,16,5,17,16,5,17
"251",13,"plain",3,"VeryGood",212,321,112,"circle","plain","red","square","striped","blue","cloud","plain","red","shape","square","cloud","circle",1,1,11,6,10,10,11,6
"252",13,"striped",1,"VeryGood",321,232,121,"square","striped","blue","circle","dotted","red","cloud","striped","blue","shape","square","cloud","circle",2,1,6,17,4,6,17,4
"253",13,"striped",1,"VeryGood",121,221,333,"cloud","striped","blue","circle","striped","blue","square","dotted","green","shape","square","cloud","circle",2,1,4,5,27,4,5,27
"254",13,"green",1,"VeryGood",133,233,112,"cloud","dotted","green","circle","dotted","green","cloud","plain","red","shape","square","cloud","circle",3,1,25,26,10,25,26,10
"255",13,"striped",2,"VeryGood",332,323,123,"square","dotted","red","square","striped","green","cloud","striped","green","shape","square","cloud","circle",2,1,18,24,22,24,18,22
"256",13,"dotted",3,"VeryGood",123,231,131,"cloud","striped","green","circle","dotted","blue","cloud","dotted","blue","shape","square","cloud","circle",1,1,22,8,7,7,22,8
"257",13,"green",1,"VeryGood",113,213,221,"cloud","plain","green","circle","plain","green","circle","striped","blue","shape","square","cloud","circle",3,1,19,20,5,19,20,5
"258",13,"red",3,"VeryGood",212,221,312,"circle","plain","red","circle","striped","blue","square","plain","red","shape","square","cloud","circle",3,1,11,5,12,12,11,5
"259",13,"striped",2,"VeryGood",221,321,312,"circle","striped","blue","square","striped","blue","square","plain","red","shape","square","cloud","circle",2,1,5,6,12,6,5,12
"260",13,"striped",1,"VeryGood",321,112,221,"square","striped","blue","cloud","plain","red","circle","striped","blue","shape","square","cloud","circle",2,1,6,10,5,6,10,5
"261",14,"square",1,"VeryGood",313,312,122,"square","plain","green","square","plain","red","cloud","striped","red","color","green","red","blue",1,3,21,12,13,21,12,13
"262",14,"striped",3,"Good",322,132,321,"square","striped","red","cloud","dotted","red","square","striped","blue","color","green","red","blue",2,3,15,16,6,6,15,16
"263",14,"striped",1,"Good",322,111,323,"square","striped","red","cloud","plain","blue","square","striped","green","color","green","red","blue",2,3,15,1,24,15,1,24
"264",14,"striped",2,"Good",122,121,232,"cloud","striped","red","cloud","striped","blue","circle","dotted","red","color","green","red","blue",2,3,13,4,17,4,13,17
"265",14,"plain",3,"Good",323,213,211,"square","striped","green","circle","plain","green","circle","plain","blue","color","green","red","blue",1,3,24,20,2,2,24,20
"266",14,"dotted",2,"VeryGood",111,333,332,"cloud","plain","blue","square","dotted","green","square","dotted","red","color","green","red","blue",1,3,1,27,18,27,1,18
"267",14,"plain",1,"Good",211,212,123,"circle","plain","blue","circle","plain","red","cloud","striped","green","color","green","red","blue",1,3,2,11,22,2,11,22
"268",14,"dotted",3,"Good",333,122,332,"square","dotted","green","cloud","striped","red","square","dotted","red","color","green","red","blue",1,3,27,13,18,18,27,13
"269",14,"circle",2,"Good",312,231,232,"square","plain","red","circle","dotted","blue","circle","dotted","red","color","green","red","blue",1,3,12,8,17,8,12,17
"270",14,"dotted",3,"Good",221,133,131,"circle","striped","blue","cloud","dotted","green","cloud","dotted","blue","color","green","red","blue",1,3,5,25,7,7,5,25
"271",14,"square",2,"Good",313,311,221,"square","plain","green","square","plain","blue","circle","striped","blue","color","green","red","blue",1,3,21,3,5,3,21,5
"272",14,"striped",2,"VeryGood",113,322,321,"cloud","plain","green","square","striped","red","square","striped","blue","color","green","red","blue",2,3,19,15,6,15,19,6
"273",14,"dotted",1,"Good",131,132,313,"cloud","dotted","blue","cloud","dotted","red","square","plain","green","color","green","red","blue",1,3,7,16,21,7,16,21
"274",14,"square",2,"VeryGood",122,312,311,"cloud","striped","red","square","plain","red","square","plain","blue","color","green","red","blue",1,3,13,12,3,12,13,3
"275",14,"cloud",1,"Good",131,133,211,"cloud","dotted","blue","cloud","dotted","green","circle","plain","blue","color","green","red","blue",1,3,7,25,2,7,25,2
"276",14,"square",3,"VeryGood",133,311,313,"cloud","dotted","green","square","plain","blue","square","plain","green","color","green","red","blue",1,3,25,3,21,21,25,3
"277",14,"cloud",3,"Good",133,312,131,"cloud","dotted","green","square","plain","red","cloud","dotted","blue","color","green","red","blue",1,3,25,12,7,7,25,12
"278",14,"circle",1,"Good",232,122,233,"circle","dotted","red","cloud","striped","red","circle","dotted","green","color","green","red","blue",1,3,17,13,26,17,13,26
"279",14,"square",1,"VeryGood",332,112,331,"square","dotted","red","cloud","plain","red","square","dotted","blue","color","green","red","blue",1,3,18,10,9,18,10,9
"280",14,"dotted",2,"Good",133,132,222,"cloud","dotted","green","cloud","dotted","red","circle","striped","red","color","green","red","blue",1,3,25,16,14,16,25,14
"281",15,"blue",2,"VeryGood",233,111,311,"circle","dotted","green","cloud","plain","blue","square","plain","blue","shape","cloud","circle","square",3,1,26,1,3,1,26,3
"282",15,"plain",1,"Good",212,112,121,"circle","plain","red","cloud","plain","red","cloud","striped","blue","shape","cloud","circle","square",1,1,11,10,4,11,10,4
"283",15,"red",3,"Good",212,333,312,"circle","plain","red","square","dotted","green","square","plain","red","shape","cloud","circle","square",3,1,11,27,12,12,11,27
"284",15,"dotted",3,"Good",231,123,331,"circle","dotted","blue","cloud","striped","green","square","dotted","blue","shape","cloud","circle","square",1,1,8,22,9,9,8,22
"285",15,"green",1,"Good",323,331,223,"square","striped","green","square","dotted","blue","circle","striped","green","shape","cloud","circle","square",3,1,24,9,23,24,9,23
"286",15,"green",2,"Good",321,233,133,"square","striped","blue","circle","dotted","green","cloud","dotted","green","shape","cloud","circle","square",3,1,6,26,25,26,6,25
"287",15,"dotted",2,"VeryGood",312,131,331,"square","plain","red","cloud","dotted","blue","square","dotted","blue","shape","cloud","circle","square",1,1,12,7,9,7,12,9
"288",15,"green",1,"Good",333,311,133,"square","dotted","green","square","plain","blue","cloud","dotted","green","shape","cloud","circle","square",3,1,27,3,25,27,3,25
"289",15,"red",3,"Good",122,331,322,"cloud","striped","red","square","dotted","blue","square","striped","red","shape","cloud","circle","square",3,1,13,9,15,15,13,9
"290",15,"green",3,"Good",231,113,213,"circle","dotted","blue","cloud","plain","green","circle","plain","green","shape","cloud","circle","square",3,1,8,19,20,20,8,19
"291",15,"dotted",1,"VeryGood",233,333,221,"circle","dotted","green","square","dotted","green","circle","striped","blue","shape","cloud","circle","square",1,1,26,27,5,26,27,5
"292",15,"red",3,"Good",122,231,222,"cloud","striped","red","circle","dotted","blue","circle","striped","red","shape","cloud","circle","square",3,1,13,8,14,14,13,8
"293",15,"green",2,"VeryGood",323,223,312,"square","striped","green","circle","striped","green","square","plain","red","shape","cloud","circle","square",3,1,24,23,12,23,24,12
"294",15,"striped",2,"Good",132,323,123,"cloud","dotted","red","square","striped","green","cloud","striped","green","shape","cloud","circle","square",2,1,16,24,22,24,16,22
"295",15,"green",1,"VeryGood",123,223,311,"cloud","striped","green","circle","striped","green","square","plain","blue","shape","cloud","circle","square",3,1,22,23,3,22,23,3
"296",15,"green",3,"VeryGood",333,122,233,"square","dotted","green","cloud","striped","red","circle","dotted","green","shape","cloud","circle","square",3,1,27,13,26,26,27,13
"297",15,"plain",3,"VeryGood",322,311,211,"square","striped","red","square","plain","blue","circle","plain","blue","shape","cloud","circle","square",1,1,15,3,2,2,15,3
"298",15,"blue",1,"VeryGood",131,112,231,"cloud","dotted","blue","cloud","plain","red","circle","dotted","blue","shape","cloud","circle","square",3,1,7,10,8,7,10,8
"299",15,"striped",2,"VeryGood",222,122,313,"circle","striped","red","cloud","striped","red","square","plain","green","shape","cloud","circle","square",2,1,14,13,21,13,14,21
"300",15,"green",3,"VeryGood",312,323,123,"square","plain","red","square","striped","green","cloud","striped","green","shape","cloud","circle","square",3,1,12,24,22,22,12,24
"301",16,"plain",3,"Good",313,232,312,"square","plain","green","circle","dotted","red","square","plain","red","color","green","red","blue",1,3,21,17,12,12,21,17
"302",16,"square",2,"Good",113,322,323,"cloud","plain","green","square","striped","red","square","striped","green","color","green","red","blue",1,3,19,15,24,15,19,24
"303",16,"dotted",2,"Good",333,331,212,"square","dotted","green","square","dotted","blue","circle","plain","red","color","green","red","blue",1,3,27,9,11,9,27,11
"304",16,"striped",1,"Good",222,132,223,"circle","striped","red","cloud","dotted","red","circle","striped","green","color","green","red","blue",2,3,14,16,23,14,16,23
"305",16,"striped",3,"VeryGood",233,322,323,"circle","dotted","green","square","striped","red","square","striped","green","color","green","red","blue",2,3,26,15,24,24,26,15
"306",16,"plain",2,"Good",332,211,212,"square","dotted","red","circle","plain","blue","circle","plain","red","color","green","red","blue",1,3,18,2,11,2,18,11
"307",16,"plain",2,"VeryGood",133,213,212,"cloud","dotted","green","circle","plain","green","circle","plain","red","color","green","red","blue",1,3,25,20,11,20,25,11
"308",16,"circle",2,"Good",232,231,113,"circle","dotted","red","circle","dotted","blue","cloud","plain","green","color","green","red","blue",1,3,17,8,19,8,17,19
"309",16,"circle",1,"Good",211,121,213,"circle","plain","blue","cloud","striped","blue","circle","plain","green","color","green","red","blue",1,3,2,4,20,2,4,20
"310",16,"dotted",2,"VeryGood",131,133,223,"cloud","dotted","blue","cloud","dotted","green","circle","striped","green","color","green","red","blue",1,3,7,25,23,25,7,23
"311",16,"dotted",2,"Good",333,332,121,"square","dotted","green","square","dotted","red","cloud","striped","blue","color","green","red","blue",1,3,27,18,4,18,27,4
"312",16,"dotted",2,"VeryGood",111,232,231,"cloud","plain","blue","circle","dotted","red","circle","dotted","blue","color","green","red","blue",1,3,1,17,8,17,1,8
"313",16,"plain",2,"VeryGood",211,213,123,"circle","plain","blue","circle","plain","green","cloud","striped","green","color","green","red","blue",1,3,2,20,22,20,2,22
"314",16,"striped",2,"Good",223,222,131,"circle","striped","green","circle","striped","red","cloud","dotted","blue","color","green","red","blue",2,3,23,14,7,14,23,7
"315",16,"cloud",3,"VeryGood",121,213,123,"cloud","striped","blue","circle","plain","green","cloud","striped","green","color","green","red","blue",1,3,4,20,22,22,4,20
"316",16,"striped",3,"Good",123,313,122,"cloud","striped","green","square","plain","green","cloud","striped","red","color","green","red","blue",2,3,22,21,13,13,22,21
"317",16,"circle",2,"Good",232,231,123,"circle","dotted","red","circle","dotted","blue","cloud","striped","green","color","green","red","blue",1,3,17,8,22,8,17,22
"318",16,"dotted",3,"Good",333,222,332,"square","dotted","green","circle","striped","red","square","dotted","red","color","green","red","blue",1,3,27,14,18,18,27,14
"319",16,"square",2,"Good",213,331,333,"circle","plain","green","square","dotted","blue","square","dotted","green","color","green","red","blue",1,3,20,9,27,9,20,27
"320",16,"plain",3,"VeryGood",212,123,213,"circle","plain","red","cloud","striped","green","circle","plain","green","color","green","red","blue",1,3,11,22,20,20,11,22
"321",17,"cloud",2,"Good",312,131,121,"square","plain","red","cloud","dotted","blue","cloud","striped","blue","pattern","plain","striped","dotted",1,2,12,7,4,7,12,4
"322",17,"circle",3,"VeryGood",233,112,213,"circle","dotted","green","cloud","plain","red","circle","plain","green","pattern","plain","striped","dotted",1,2,26,10,20,20,26,10
"323",17,"cloud",1,"VeryGood",123,133,211,"cloud","striped","green","cloud","dotted","green","circle","plain","blue","pattern","plain","striped","dotted",1,2,22,25,2,22,25,2
"324",17,"blue",3,"VeryGood",122,321,311,"cloud","striped","red","square","striped","blue","square","plain","blue","pattern","plain","striped","dotted",3,2,13,6,3,3,13,6
"325",17,"cloud",2,"Good",313,132,122,"square","plain","green","cloud","dotted","red","cloud","striped","red","pattern","plain","striped","dotted",1,2,21,16,13,16,21,13
"326",17,"circle",1,"VeryGood",213,131,223,"circle","plain","green","cloud","dotted","blue","circle","striped","green","pattern","plain","striped","dotted",1,2,20,7,23,20,7,23
"327",17,"red",1,"VeryGood",212,331,232,"circle","plain","red","square","dotted","blue","circle","dotted","red","pattern","plain","striped","dotted",3,2,11,9,17,11,9,17
"328",17,"green",1,"VeryGood",313,222,333,"square","plain","green","circle","striped","red","square","dotted","green","pattern","plain","striped","dotted",3,2,21,14,27,21,14,27
"329",17,"green",3,"VeryGood",123,231,113,"cloud","striped","green","circle","dotted","blue","cloud","plain","green","pattern","plain","striped","dotted",3,2,22,8,19,19,22,8
"330",17,"green",3,"VeryGood",133,231,113,"cloud","dotted","green","circle","dotted","blue","cloud","plain","green","pattern","plain","striped","dotted",3,2,25,8,19,19,25,8
"331",17,"green",2,"VeryGood",121,323,333,"cloud","striped","blue","square","striped","green","square","dotted","green","pattern","plain","striped","dotted",3,2,4,24,27,24,4,27
"332",17,"circle",1,"VeryGood",212,131,232,"circle","plain","red","cloud","dotted","blue","circle","dotted","red","pattern","plain","striped","dotted",1,2,11,7,17,11,7,17
"333",17,"red",1,"VeryGood",212,311,222,"circle","plain","red","square","plain","blue","circle","striped","red","pattern","plain","striped","dotted",3,2,11,3,14,11,3,14
"334",17,"red",2,"VeryGood",321,212,232,"square","striped","blue","circle","plain","red","circle","dotted","red","pattern","plain","striped","dotted",3,2,6,11,17,11,6,17
"335",17,"cloud",2,"VeryGood",331,112,132,"square","dotted","blue","cloud","plain","red","cloud","dotted","red","pattern","plain","striped","dotted",1,2,9,10,16,10,9,16
"336",17,"cloud",1,"Good",131,333,121,"cloud","dotted","blue","square","dotted","green","cloud","striped","blue","pattern","plain","striped","dotted",1,2,7,27,4,7,27,4
"337",17,"red",2,"VeryGood",132,122,331,"cloud","dotted","red","cloud","striped","red","square","dotted","blue","pattern","plain","striped","dotted",3,2,16,13,9,13,16,9
"338",17,"circle",1,"VeryGood",222,133,232,"circle","striped","red","cloud","dotted","green","circle","dotted","red","pattern","plain","striped","dotted",1,2,14,25,17,14,25,17
"339",17,"square",3,"VeryGood",131,332,312,"cloud","dotted","blue","square","dotted","red","square","plain","red","pattern","plain","striped","dotted",1,2,7,18,12,12,7,18
"340",17,"circle",1,"VeryGood",213,233,331,"circle","plain","green","circle","dotted","green","square","dotted","blue","pattern","plain","striped","dotted",1,2,20,26,9,20,26,9
"341",18,"red",2,"Good",233,222,322,"circle","dotted","green","circle","striped","red","square","striped","red","shape","cloud","square","circle",3,1,26,14,15,14,26,15
"342",18,"striped",3,"Bad",223,123,131,"circle","striped","green","cloud","striped","green","cloud","dotted","blue","shape","cloud","square","circle",2,1,23,22,7,7,23,22
"343",18,"blue",1,"Bad",213,231,131,"circle","plain","green","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle",3,1,20,8,7,20,8,7
"344",18,"plain",3,"Bad",111,211,133,"cloud","plain","blue","circle","plain","blue","cloud","dotted","green","shape","cloud","square","circle",1,1,1,2,25,25,1,2
