"","workerid","utterance","response","feedback","orig_obj1","orig_obj2","orig_obj3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3","uttFeat","targetFeat","obj1OC27","obj2OC27","obj3OC27","targetObject","object2","object3"
"345",18,"plain",1,"Good",212,312,223,"circle","plain","red","square","plain","red","circle","striped","green","shape","cloud","square","circle",1,1,11,12,23,11,12,23
"346",18,"plain",1,"Good",213,132,113,"circle","plain","green","cloud","dotted","red","cloud","plain","green","shape","cloud","square","circle",1,1,20,16,19,20,16,19
"347",18,"red",3,"Bad",132,332,323,"cloud","dotted","red","square","dotted","red","square","striped","green","shape","cloud","square","circle",3,1,16,18,24,24,16,18
"348",18,"dotted",2,"VeryGood",232,132,211,"circle","dotted","red","cloud","dotted","red","circle","plain","blue","shape","cloud","square","circle",1,1,17,16,2,16,17,2
"349",18,"dotted",2,"Bad",332,213,232,"square","dotted","red","circle","plain","green","circle","dotted","red","shape","cloud","square","circle",1,1,18,20,17,20,18,17
"350",18,"green",3,"Good",132,113,313,"cloud","dotted","red","cloud","plain","green","square","plain","green","shape","cloud","square","circle",3,1,16,19,21,21,16,19
"351",18,"blue",3,"Good",121,113,321,"cloud","striped","blue","cloud","plain","green","square","striped","blue","shape","cloud","square","circle",3,1,4,19,6,6,4,19
"352",18,"plain",3,"Bad",211,111,222,"circle","plain","blue","cloud","plain","blue","circle","striped","red","shape","cloud","square","circle",1,1,2,1,14,14,2,1
"353",18,"blue",3,"VeryGood",331,213,131,"square","dotted","blue","circle","plain","green","cloud","dotted","blue","shape","cloud","square","circle",3,1,9,20,7,7,9,20
"354",18,"striped",3,"Good",112,123,323,"cloud","plain","red","cloud","striped","green","square","striped","green","shape","cloud","square","circle",2,1,10,22,24,24,10,22
"355",18,"blue",2,"Good",233,321,121,"circle","dotted","green","square","striped","blue","cloud","striped","blue","shape","cloud","square","circle",3,1,26,6,4,6,26,4
"356",18,"red",3,"VeryGood",231,212,312,"circle","dotted","blue","circle","plain","red","square","plain","red","shape","cloud","square","circle",3,1,8,11,12,12,8,11
"357",18,"plain",3,"Bad",213,313,121,"circle","plain","green","square","plain","green","cloud","striped","blue","shape","cloud","square","circle",1,1,20,21,4,4,20,21
"358",18,"red",2,"Good",332,232,313,"square","dotted","red","circle","dotted","red","square","plain","green","shape","cloud","square","circle",3,1,18,17,21,17,18,21
"359",18,"dotted",3,"Bad",233,333,311,"circle","dotted","green","square","dotted","green","square","plain","blue","shape","cloud","square","circle",1,1,26,27,3,3,26,27
"360",18,"blue",3,"Good",212,131,331,"circle","plain","red","cloud","dotted","blue","square","dotted","blue","shape","cloud","square","circle",3,1,11,7,9,9,11,7
"361",19,"circle",3,"Good",211,323,212,"circle","plain","blue","square","striped","green","circle","plain","red","color","green","blue","red",1,3,2,24,11,11,2,24
"362",19,"plain",3,"Good",222,313,311,"circle","striped","red","square","plain","green","square","plain","blue","color","green","blue","red",1,3,14,21,3,3,14,21
"363",19,"striped",3,"Good",123,313,122,"cloud","striped","green","square","plain","green","cloud","striped","red","color","green","blue","red",2,3,22,21,13,13,22,21
"364",19,"plain",1,"Good",312,131,311,"square","plain","red","cloud","dotted","blue","square","plain","blue","color","green","blue","red",1,3,12,7,3,12,7,3
"365",19,"cloud",2,"Good",311,131,133,"square","plain","blue","cloud","dotted","blue","cloud","dotted","green","color","green","blue","red",1,3,3,7,25,7,3,25
"366",19,"plain",1,"VeryGood",313,223,312,"square","plain","green","circle","striped","green","square","plain","red","color","green","blue","red",1,3,21,23,12,21,23,12
"367",19,"square",2,"VeryGood",312,313,233,"square","plain","red","square","plain","green","circle","dotted","green","color","green","blue","red",1,3,12,21,26,21,12,26
"368",19,"striped",1,"VeryGood",321,322,211,"square","striped","blue","square","striped","red","circle","plain","blue","color","green","blue","red",2,3,6,15,2,6,15,2
"369",19,"dotted",3,"VeryGood",232,121,231,"circle","dotted","red","cloud","striped","blue","circle","dotted","blue","color","green","blue","red",1,3,17,4,8,8,17,4
"370",19,"circle",2,"VeryGood",123,233,232,"cloud","striped","green","circle","dotted","green","circle","dotted","red","color","green","blue","red",1,3,22,26,17,26,22,17
"371",19,"striped",2,"VeryGood",322,321,231,"square","striped","red","square","striped","blue","circle","dotted","blue","color","green","blue","red",2,3,15,6,8,6,15,8
"372",19,"square",2,"VeryGood",131,321,322,"cloud","dotted","blue","square","striped","blue","square","striped","red","color","green","blue","red",1,3,7,6,15,6,7,15
"373",19,"square",3,"Good",323,132,321,"square","striped","green","cloud","dotted","red","square","striped","blue","color","green","blue","red",1,3,24,16,6,6,24,16
"374",19,"striped",1,"VeryGood",321,233,322,"square","striped","blue","circle","dotted","green","square","striped","red","color","green","blue","red",2,3,6,26,15,6,26,15
"375",19,"dotted",3,"VeryGood",232,323,233,"circle","dotted","red","square","striped","green","circle","dotted","green","color","green","blue","red",1,3,17,24,26,26,17,24
"376",19,"dotted",1,"Good",332,122,331,"square","dotted","red","cloud","striped","red","square","dotted","blue","color","green","blue","red",1,3,18,13,9,18,13,9
"377",19,"cloud",1,"VeryGood",113,112,323,"cloud","plain","green","cloud","plain","red","square","striped","green","color","green","blue","red",1,3,19,10,24,19,10,24
"378",19,"circle",1,"VeryGood",233,121,232,"circle","dotted","green","cloud","striped","blue","circle","dotted","red","color","green","blue","red",1,3,26,4,17,26,4,17
"379",19,"plain",2,"VeryGood",212,213,322,"circle","plain","red","circle","plain","green","square","striped","red","color","green","blue","red",1,3,11,20,15,20,11,15
"380",19,"striped",1,"VeryGood",223,221,132,"circle","striped","green","circle","striped","blue","cloud","dotted","red","color","green","blue","red",2,3,23,5,16,23,5,16
"381",20,"red",2,"Good",313,322,122,"square","plain","green","square","striped","red","cloud","striped","red","shape","circle","cloud","square",3,1,21,15,13,15,21,13
"382",20,"dotted",3,"VeryGood",112,133,233,"cloud","plain","red","cloud","dotted","green","circle","dotted","green","shape","circle","cloud","square",1,1,10,25,26,26,10,25
"383",20,"plain",3,"Good",123,211,311,"cloud","striped","green","circle","plain","blue","square","plain","blue","shape","circle","cloud","square",1,1,22,2,3,3,22,2
"384",20,"red",3,"VeryGood",113,322,222,"cloud","plain","green","square","striped","red","circle","striped","red","shape","circle","cloud","square",3,1,19,15,14,14,19,15
"385",20,"blue",2,"VeryGood",132,221,121,"cloud","dotted","red","circle","striped","blue","cloud","striped","blue","shape","circle","cloud","square",3,1,16,5,4,5,16,4
"386",20,"striped",3,"Good",121,212,321,"cloud","striped","blue","circle","plain","red","square","striped","blue","shape","circle","cloud","square",2,1,4,11,6,6,4,11
"387",20,"blue",1,"VeryGood",131,331,212,"cloud","dotted","blue","square","dotted","blue","circle","plain","red","shape","circle","cloud","square",3,1,7,9,11,7,9,11
"388",20,"plain",2,"VeryGood",111,211,122,"cloud","plain","blue","circle","plain","blue","cloud","striped","red","shape","circle","cloud","square",1,1,1,2,13,2,1,13
"389",20,"striped",2,"VeryGood",123,223,131,"cloud","striped","green","circle","striped","green","cloud","dotted","blue","shape","circle","cloud","square",2,1,22,23,7,23,22,7
"390",20,"blue",1,"Good",321,121,213,"square","striped","blue","cloud","striped","blue","circle","plain","green","shape","circle","cloud","square",3,1,6,4,20,6,4,20
"391",20,"plain",3,"VeryGood",112,323,212,"cloud","plain","red","square","striped","green","circle","plain","red","shape","circle","cloud","square",1,1,10,24,11,11,10,24
"392",20,"blue",2,"VeryGood",331,131,223,"square","dotted","blue","cloud","dotted","blue","circle","striped","green","shape","circle","cloud","square",3,1,9,7,23,7,9,23
"393",20,"plain",2,"VeryGood",133,211,311,"cloud","dotted","green","circle","plain","blue","square","plain","blue","shape","circle","cloud","square",1,1,25,2,3,2,25,3
"394",20,"red",3,"VeryGood",322,331,222,"square","striped","red","square","dotted","blue","circle","striped","red","shape","circle","cloud","square",3,1,15,9,14,14,15,9
"395",20,"dotted",1,"VeryGood",233,111,133,"circle","dotted","green","cloud","plain","blue","cloud","dotted","green","shape","circle","cloud","square",1,1,26,1,25,26,1,25
"396",20,"plain",2,"VeryGood",331,213,313,"square","dotted","blue","circle","plain","green","square","plain","green","shape","circle","cloud","square",1,1,9,20,21,20,9,21
"397",20,"striped",3,"Good",333,221,321,"square","dotted","green","circle","striped","blue","square","striped","blue","shape","circle","cloud","square",2,1,27,5,6,6,27,5
"398",20,"blue",3,"VeryGood",113,321,221,"cloud","plain","green","square","striped","blue","circle","striped","blue","shape","circle","cloud","square",3,1,19,6,5,5,19,6
"399",20,"blue",2,"VeryGood",331,231,222,"square","dotted","blue","circle","dotted","blue","circle","striped","red","shape","circle","cloud","square",3,1,9,8,14,8,9,14
"400",20,"blue",3,"VeryGood",331,212,231,"square","dotted","blue","circle","plain","red","circle","dotted","blue","shape","circle","cloud","square",3,1,9,11,8,8,9,11
"401",21,"blue",2,"Good",123,231,131,"cloud","striped","green","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle",3,1,22,8,7,8,22,7
"402",21,"red",1,"Bad",211,132,232,"circle","plain","blue","cloud","dotted","red","circle","dotted","red","shape","cloud","square","circle",3,1,2,16,17,2,16,17
"403",21,"striped",2,"VeryGood",221,321,113,"circle","striped","blue","square","striped","blue","cloud","plain","green","shape","cloud","square","circle",2,1,5,6,19,6,5,19
"404",21,"striped",2,"Good",111,223,323,"cloud","plain","blue","circle","striped","green","square","striped","green","shape","cloud","square","circle",2,1,1,23,24,23,1,24
"405",21,"green",3,"Good",333,211,233,"square","dotted","green","circle","plain","blue","circle","dotted","green","shape","cloud","square","circle",3,1,27,2,26,26,27,2
"406",21,"striped",2,"VeryGood",223,323,231,"circle","striped","green","square","striped","green","circle","dotted","blue","shape","cloud","square","circle",2,1,23,24,8,24,23,8
"407",21,"striped",2,"VeryGood",233,122,222,"circle","dotted","green","cloud","striped","red","circle","striped","red","shape","cloud","square","circle",2,1,26,13,14,13,26,14
"408",21,"red",3,"VeryGood",312,221,112,"square","plain","red","circle","striped","blue","cloud","plain","red","shape","cloud","square","circle",3,1,12,5,10,10,12,5
"409",21,"dotted",2,"Good",132,232,321,"cloud","dotted","red","circle","dotted","red","square","striped","blue","shape","cloud","square","circle",1,1,16,17,6,17,16,6
"410",21,"red",3,"Good",131,122,322,"cloud","dotted","blue","cloud","striped","red","square","striped","red","shape","cloud","square","circle",3,1,7,13,15,15,7,13
"411",21,"blue",2,"VeryGood",212,331,231,"circle","plain","red","square","dotted","blue","circle","dotted","blue","shape","cloud","square","circle",3,1,11,9,8,9,11,8
"412",21,"dotted",3,"Good",133,122,233,"cloud","dotted","green","cloud","striped","red","circle","dotted","green","shape","cloud","square","circle",1,1,25,13,26,26,25,13
"413",21,"green",1,"Bad",311,233,333,"square","plain","blue","circle","dotted","green","square","dotted","green","shape","cloud","square","circle",3,1,3,26,27,3,26,27
"414",21,"striped",3,"VeryGood",322,133,122,"square","striped","red","cloud","dotted","green","cloud","striped","red","shape","cloud","square","circle",2,1,15,25,13,13,15,25
"415",21,"green",2,"VeryGood",333,133,112,"square","dotted","green","cloud","dotted","green","cloud","plain","red","shape","cloud","square","circle",3,1,27,25,10,25,27,10
"416",21,"blue",2,"VeryGood",231,131,312,"circle","dotted","blue","cloud","dotted","blue","square","plain","red","shape","cloud","square","circle",3,1,8,7,12,7,8,12
"417",21,"red",2,"VeryGood",231,112,212,"circle","dotted","blue","cloud","plain","red","circle","plain","red","shape","cloud","square","circle",3,1,8,10,11,10,8,11
"418",21,"green",2,"VeryGood",122,313,213,"cloud","striped","red","square","plain","green","circle","plain","green","shape","cloud","square","circle",3,1,13,21,20,21,13,20
"419",21,"striped",2,"VeryGood",221,121,112,"circle","striped","blue","cloud","striped","blue","cloud","plain","red","shape","cloud","square","circle",2,1,5,4,10,4,5,10
"420",21,"blue",1,"Good",211,111,133,"circle","plain","blue","cloud","plain","blue","cloud","dotted","green","shape","cloud","square","circle",3,1,2,1,25,2,1,25
"421",22,"dotted",3,"Good",131,312,331,"cloud","dotted","blue","square","plain","red","square","dotted","blue","shape","cloud","square","circle",1,1,7,12,9,9,7,12
"422",22,"green",1,"VeryGood",323,312,223,"square","striped","green","square","plain","red","circle","striped","green","shape","cloud","square","circle",3,1,24,12,23,24,12,23
"423",22,"plain",3,"VeryGood",211,123,311,"circle","plain","blue","cloud","striped","green","square","plain","blue","shape","cloud","square","circle",1,1,2,22,3,3,2,22
"424",22,"dotted",3,"VeryGood",323,231,331,"square","striped","green","circle","dotted","blue","square","dotted","blue","shape","cloud","square","circle",1,1,24,8,9,9,24,8
"425",22,"red",3,"Good",122,213,322,"cloud","striped","red","circle","plain","green","square","striped","red","shape","cloud","square","circle",3,1,13,20,15,15,13,20
"426",22,"green",2,"Good",133,233,111,"cloud","dotted","green","circle","dotted","green","cloud","plain","blue","shape","cloud","square","circle",3,1,25,26,1,26,25,1
"427",22,"plain",1,"Good",212,112,131,"circle","plain","red","cloud","plain","red","cloud","dotted","blue","shape","cloud","square","circle",1,1,11,10,7,11,10,7
"428",22,"green",3,"VeryGood",213,132,113,"circle","plain","green","cloud","dotted","red","cloud","plain","green","shape","cloud","square","circle",3,1,20,16,19,19,20,16
"429",22,"blue",3,"VeryGood",331,222,131,"square","dotted","blue","circle","striped","red","cloud","dotted","blue","shape","cloud","square","circle",3,1,9,14,7,7,9,14
"430",22,"green",2,"VeryGood",112,323,223,"cloud","plain","red","square","striped","green","circle","striped","green","shape","cloud","square","circle",3,1,10,24,23,24,10,23
"431",22,"striped",1,"VeryGood",323,311,223,"square","striped","green","square","plain","blue","circle","striped","green","shape","cloud","square","circle",2,1,24,3,23,24,3,23
"432",22,"red",2,"VeryGood",232,332,123,"circle","dotted","red","square","dotted","red","cloud","striped","green","shape","cloud","square","circle",3,1,17,18,22,18,17,22
"433",22,"green",2,"VeryGood",233,133,311,"circle","dotted","green","cloud","dotted","green","square","plain","blue","shape","cloud","square","circle",3,1,26,25,3,25,26,3
"434",22,"dotted",1,"Good",231,331,223,"circle","dotted","blue","square","dotted","blue","circle","striped","green","shape","cloud","square","circle",1,1,8,9,23,8,9,23
"435",22,"plain",2,"VeryGood",212,312,233,"circle","plain","red","square","plain","red","circle","dotted","green","shape","cloud","square","circle",1,1,11,12,26,12,11,26
"436",22,"blue",2,"VeryGood",231,131,213,"circle","dotted","blue","cloud","dotted","blue","circle","plain","green","shape","cloud","square","circle",3,1,8,7,20,7,8,20
"437",22,"green",3,"Good",122,333,233,"cloud","striped","red","square","dotted","green","circle","dotted","green","shape","cloud","square","circle",3,1,13,27,26,26,13,27
"438",22,"red",2,"VeryGood",222,322,231,"circle","striped","red","square","striped","red","circle","dotted","blue","shape","cloud","square","circle",3,1,14,15,8,15,14,8
"439",22,"plain",2,"VeryGood",222,111,311,"circle","striped","red","cloud","plain","blue","square","plain","blue","shape","cloud","square","circle",1,1,14,1,3,1,14,3
"440",22,"green",2,"Good",323,223,131,"square","striped","green","circle","striped","green","cloud","dotted","blue","shape","cloud","square","circle",3,1,24,23,7,23,24,7
"441",24,"green",2,"Good",131,323,123,"cloud","dotted","blue","square","striped","green","cloud","striped","green","shape","cloud","square","circle",3,1,7,24,22,24,7,22
"442",24,"dotted",2,"Good",132,232,121,"cloud","dotted","red","circle","dotted","red","cloud","striped","blue","shape","cloud","square","circle",1,1,16,17,4,17,16,4
"443",24,"red",2,"Good",132,332,211,"cloud","dotted","red","square","dotted","red","circle","plain","blue","shape","cloud","square","circle",3,1,16,18,2,18,16,2
"444",24,"dotted",1,"VeryGood",131,122,331,"cloud","dotted","blue","cloud","striped","red","square","dotted","blue","shape","cloud","square","circle",1,1,7,13,9,7,13,9
"445",24,"blue",3,"VeryGood",333,221,121,"square","dotted","green","circle","striped","blue","cloud","striped","blue","shape","cloud","square","circle",3,1,27,5,4,4,27,5
"446",24,"blue",2,"Good",212,231,131,"circle","plain","red","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle",3,1,11,8,7,8,11,7
"447",24,"striped",1,"VeryGood",122,111,222,"cloud","striped","red","cloud","plain","blue","circle","striped","red","shape","cloud","square","circle",2,1,13,1,14,13,1,14
"448",24,"dotted",1,"VeryGood",132,332,121,"cloud","dotted","red","square","dotted","red","cloud","striped","blue","shape","cloud","square","circle",1,1,16,18,4,16,18,4
"449",24,"blue",3,"VeryGood",112,221,321,"cloud","plain","red","circle","striped","blue","square","striped","blue","shape","cloud","square","circle",3,1,10,5,6,6,10,5
"450",24,"dotted",1,"VeryGood",133,322,333,"cloud","dotted","green","square","striped","red","square","dotted","green","shape","cloud","square","circle",1,1,25,15,27,25,15,27
"451",24,"green",1,"Good",233,333,211,"circle","dotted","green","square","dotted","green","circle","plain","blue","shape","cloud","square","circle",3,1,26,27,2,26,27,2
"452",24,"blue",1,"Good",331,131,312,"square","dotted","blue","cloud","dotted","blue","square","plain","red","shape","cloud","square","circle",3,1,9,7,12,9,7,12
"453",24,"dotted",3,"VeryGood",232,323,332,"circle","dotted","red","square","striped","green","square","dotted","red","shape","cloud","square","circle",1,1,17,24,18,18,17,24
"454",24,"dotted",2,"VeryGood",121,133,333,"cloud","striped","blue","cloud","dotted","green","square","dotted","green","shape","cloud","square","circle",1,1,4,25,27,25,4,27
"455",24,"blue",1,"VeryGood",321,221,132,"square","striped","blue","circle","striped","blue","cloud","dotted","red","shape","cloud","square","circle",3,1,6,5,16,6,5,16
"456",24,"dotted",3,"VeryGood",322,231,331,"square","striped","red","circle","dotted","blue","square","dotted","blue","shape","cloud","square","circle",1,1,15,8,9,9,15,8
"457",24,"red",2,"VeryGood",231,122,322,"circle","dotted","blue","cloud","striped","red","square","striped","red","shape","cloud","square","circle",3,1,8,13,15,13,8,15
"458",24,"dotted",3,"VeryGood",232,311,332,"circle","dotted","red","square","plain","blue","square","dotted","red","shape","cloud","square","circle",1,1,17,3,18,18,17,3
"459",24,"blue",3,"VeryGood",331,113,131,"square","dotted","blue","cloud","plain","green","cloud","dotted","blue","shape","cloud","square","circle",3,1,9,19,7,7,9,19
"460",24,"plain",1,"VeryGood",313,331,213,"square","plain","green","square","dotted","blue","circle","plain","green","shape","cloud","square","circle",1,1,21,9,20,21,9,20
"461",25,"dotted",3,"VeryGood",112,231,232,"cloud","plain","red","circle","dotted","blue","circle","dotted","red","color","red","green","blue",1,3,10,8,17,17,10,8
"462",25,"circle",1,"Good",211,322,213,"circle","plain","blue","square","striped","red","circle","plain","green","color","red","green","blue",1,3,2,15,20,2,15,20
"463",25,"plain",1,"Good",111,112,233,"cloud","plain","blue","cloud","plain","red","circle","dotted","green","color","red","green","blue",1,3,1,10,26,1,10,26
"464",25,"circle",1,"Good",231,233,311,"circle","dotted","blue","circle","dotted","green","square","plain","blue","color","red","green","blue",1,3,8,26,3,8,26,3
"465",25,"dotted",2,"VeryGood",112,333,331,"cloud","plain","red","square","dotted","green","square","dotted","blue","color","red","green","blue",1,3,10,27,9,27,10,9
"466",25,"cloud",1,"VeryGood",133,323,131,"cloud","dotted","green","square","striped","green","cloud","dotted","blue","color","red","green","blue",1,3,25,24,7,25,24,7
"467",25,"plain",1,"Good",111,112,221,"cloud","plain","blue","cloud","plain","red","circle","striped","blue","color","red","green","blue",1,3,1,10,5,1,10,5
"468",25,"square",3,"VeryGood",132,313,312,"cloud","dotted","red","square","plain","green","square","plain","red","color","red","green","blue",1,3,16,21,12,12,16,21
"469",25,"cloud",1,"Good",121,312,123,"cloud","striped","blue","square","plain","red","cloud","striped","green","color","red","green","blue",1,3,4,12,22,4,12,22
"470",25,"circle",3,"Good",133,222,223,"cloud","dotted","green","circle","striped","red","circle","striped","green","color","red","green","blue",1,3,25,14,23,23,25,14
"471",25,"cloud",3,"Good",122,331,121,"cloud","striped","red","square","dotted","blue","cloud","striped","blue","color","red","green","blue",1,3,13,9,4,4,13,9
"472",25,"striped",1,"VeryGood",123,121,213,"cloud","striped","green","cloud","striped","blue","circle","plain","green","color","red","green","blue",2,3,22,4,20,22,4,20
"473",25,"square",2,"VeryGood",323,322,212,"square","striped","green","square","striped","red","circle","plain","red","color","red","green","blue",1,3,24,15,11,15,24,11
"474",25,"striped",1,"Good",223,222,131,"circle","striped","green","circle","striped","red","cloud","dotted","blue","color","red","green","blue",2,3,23,14,7,23,14,7
"475",25,"circle",2,"Good",112,231,233,"cloud","plain","red","circle","dotted","blue","circle","dotted","green","color","red","green","blue",1,3,10,8,26,8,10,26
"476",25,"striped",2,"VeryGood",312,222,221,"square","plain","red","circle","striped","red","circle","striped","blue","color","red","green","blue",2,3,12,14,5,14,12,5
"477",25,"striped",1,"VeryGood",122,121,312,"cloud","striped","red","cloud","striped","blue","square","plain","red","color","red","green","blue",2,3,13,4,12,13,4,12
"478",25,"plain",3,"VeryGood",132,213,212,"cloud","dotted","red","circle","plain","green","circle","plain","red","color","red","green","blue",1,3,16,20,11,11,16,20
"479",25,"circle",2,"VeryGood",122,213,211,"cloud","striped","red","circle","plain","green","circle","plain","blue","color","red","green","blue",1,3,13,20,2,20,13,2
"480",25,"square",3,"Good",233,322,323,"circle","dotted","green","square","striped","red","square","striped","green","color","red","green","blue",1,3,26,15,24,24,26,15
"481",26,"striped",1,"VeryGood",222,322,311,"circle","striped","red","square","striped","red","square","plain","blue","shape","cloud","circle","square",2,1,14,15,3,14,15,3
"482",26,"dotted",1,"VeryGood",232,323,332,"circle","dotted","red","square","striped","green","square","dotted","red","shape","cloud","circle","square",1,1,17,24,18,17,24,18
"483",26,"blue",1,"VeryGood",121,112,221,"cloud","striped","blue","cloud","plain","red","circle","striped","blue","shape","cloud","circle","square",3,1,4,10,5,4,10,5
"484",26,"green",3,"VeryGood",333,222,233,"square","dotted","green","circle","striped","red","circle","dotted","green","shape","cloud","circle","square",3,1,27,14,26,26,27,14
"485",26,"dotted",3,"VeryGood",331,322,131,"square","dotted","blue","square","striped","red","cloud","dotted","blue","shape","cloud","circle","square",1,1,9,15,7,7,9,15
"486",26,"dotted",2,"VeryGood",232,132,123,"circle","dotted","red","cloud","dotted","red","cloud","striped","green","shape","cloud","circle","square",1,1,17,16,22,16,17,22
"487",26,"blue",3,"VeryGood",311,232,211,"square","plain","blue","circle","dotted","red","circle","plain","blue","shape","cloud","circle","square",3,1,3,17,2,2,3,17
"488",26,"plain",2,"Good",112,212,333,"cloud","plain","red","circle","plain","red","square","dotted","green","shape","cloud","circle","square",1,1,10,11,27,11,10,27
"489",26,"blue",2,"Good",121,221,333,"cloud","striped","blue","circle","striped","blue","square","dotted","green","shape","cloud","circle","square",3,1,4,5,27,5,4,27
"490",26,"striped",2,"VeryGood",222,122,211,"circle","striped","red","cloud","striped","red","circle","plain","blue","shape","cloud","circle","square",2,1,14,13,2,13,14,2
"491",26,"green",3,"VeryGood",212,223,123,"circle","plain","red","circle","striped","green","cloud","striped","green","shape","cloud","circle","square",3,1,11,23,22,22,11,23
"492",26,"plain",2,"VeryGood",313,213,121,"square","plain","green","circle","plain","green","cloud","striped","blue","shape","cloud","circle","square",1,1,21,20,4,20,21,4
"493",26,"striped",2,"VeryGood",132,121,321,"cloud","dotted","red","cloud","striped","blue","square","striped","blue","shape","cloud","circle","square",2,1,16,4,6,4,16,6
"494",26,"blue",2,"VeryGood",211,111,333,"circle","plain","blue","cloud","plain","blue","square","dotted","green","shape","cloud","circle","square",3,1,2,1,27,1,2,27
"495",26,"blue",1,"VeryGood",131,122,231,"cloud","dotted","blue","cloud","striped","red","circle","dotted","blue","shape","cloud","circle","square",3,1,7,13,8,7,13,8
"496",26,"green",3,"VeryGood",111,333,233,"cloud","plain","blue","square","dotted","green","circle","dotted","green","shape","cloud","circle","square",3,1,1,27,26,26,1,27
"497",26,"dotted",3,"VeryGood",323,331,131,"square","striped","green","square","dotted","blue","cloud","dotted","blue","shape","cloud","circle","square",1,1,24,9,7,7,24,9
"498",26,"plain",2,"VeryGood",323,111,211,"square","striped","green","cloud","plain","blue","circle","plain","blue","shape","cloud","circle","square",1,1,24,1,2,1,24,2
"499",26,"plain",3,"VeryGood",312,231,212,"square","plain","red","circle","dotted","blue","circle","plain","red","shape","cloud","circle","square",1,1,12,8,11,11,12,8
"500",26,"dotted",1,"VeryGood",131,213,231,"cloud","dotted","blue","circle","plain","green","circle","dotted","blue","shape","cloud","circle","square",1,1,7,20,8,7,20,8
"501",27,"striped",3,"VeryGood",123,331,121,"cloud","striped","green","square","dotted","blue","cloud","striped","blue","color","blue","green","red",2,3,22,9,4,4,22,9
"502",27,"circle",2,"VeryGood",212,213,333,"circle","plain","red","circle","plain","green","square","dotted","green","color","blue","green","red",1,3,11,20,27,20,11,27
"503",27,"cloud",1,"VeryGood",133,132,223,"cloud","dotted","green","cloud","dotted","red","circle","striped","green","color","blue","green","red",1,3,25,16,23,25,16,23
"504",27,"dotted",2,"VeryGood",121,331,332,"cloud","striped","blue","square","dotted","blue","square","dotted","red","color","blue","green","red",1,3,4,9,18,9,4,18
"505",27,"dotted",2,"VeryGood",321,231,233,"square","striped","blue","circle","dotted","blue","circle","dotted","green","color","blue","green","red",1,3,6,8,26,8,6,26
"506",27,"plain",2,"VeryGood",132,213,212,"cloud","dotted","red","circle","plain","green","circle","plain","red","color","blue","green","red",1,3,16,20,11,20,16,11
"507",27,"striped",3,"VeryGood",222,313,223,"circle","striped","red","square","plain","green","circle","striped","green","color","blue","green","red",2,3,14,21,23,23,14,21
"508",27,"circle",1,"Good",232,231,321,"circle","dotted","red","circle","dotted","blue","square","striped","blue","color","blue","green","red",1,3,17,8,6,17,8,6
"509",27,"striped",2,"Good",321,322,132,"square","striped","blue","square","striped","red","cloud","dotted","red","color","blue","green","red",2,3,6,15,16,15,6,16
"510",27,"plain",2,"VeryGood",133,213,212,"cloud","dotted","green","circle","plain","green","circle","plain","red","color","blue","green","red",1,3,25,20,11,20,25,11
"511",27,"dotted",3,"VeryGood",232,112,233,"circle","dotted","red","cloud","plain","red","circle","dotted","green","color","blue","green","red",1,3,17,10,26,26,17,10
"512",27,"dotted",1,"VeryGood",131,223,132,"cloud","dotted","blue","circle","striped","green","cloud","dotted","red","color","blue","green","red",1,3,7,23,16,7,23,16
"513",27,"circle",2,"VeryGood",321,233,232,"square","striped","blue","circle","dotted","green","circle","dotted","red","color","blue","green","red",1,3,6,26,17,26,6,17
"514",27,"dotted",2,"VeryGood",332,331,212,"square","dotted","red","square","dotted","blue","circle","plain","red","color","blue","green","red",1,3,18,9,11,9,18,11
"515",27,"cloud",2,"VeryGood",321,131,133,"square","striped","blue","cloud","dotted","blue","cloud","dotted","green","color","blue","green","red",1,3,6,7,25,7,6,25
"516",27,"circle",3,"VeryGood",322,213,211,"square","striped","red","circle","plain","green","circle","plain","blue","color","blue","green","red",1,3,15,20,2,2,15,20
"517",27,"striped",3,"VeryGood",322,211,323,"square","striped","red","circle","plain","blue","square","striped","green","color","blue","green","red",2,3,15,2,24,24,15,2
"518",27,"striped",3,"VeryGood",323,213,321,"square","striped","green","circle","plain","green","square","striped","blue","color","blue","green","red",2,3,24,20,6,6,24,20
"519",27,"circle",1,"VeryGood",211,213,123,"circle","plain","blue","circle","plain","green","cloud","striped","green","color","blue","green","red",1,3,2,20,22,2,20,22
"520",27,"dotted",2,"VeryGood",332,333,113,"square","dotted","red","square","dotted","green","cloud","plain","green","color","blue","green","red",1,3,18,27,19,27,18,19
"521",28,"circle",2,"Good",111,233,231,"cloud","plain","blue","circle","dotted","green","circle","dotted","blue","color","blue","red","green",1,3,1,26,8,26,1,8
"522",28,"square",3,"Good",213,331,333,"circle","plain","green","square","dotted","blue","square","dotted","green","color","blue","red","green",1,3,20,9,27,27,20,9
"523",28,"circle",1,"Good",222,221,313,"circle","striped","red","circle","striped","blue","square","plain","green","color","blue","red","green",1,3,14,5,21,14,5,21
