"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,0.475874199707092,0.0234549207963471,1.33226762955019e-15,0.000714975229625036,-1.26750011509843e-08,0.000919636986025258,3.00909187018444e-06,0,0.0234520192132065,0,0.0224189445688301,0.870233725019434
"2",2,9999663479.24442,9999136840.84063,-0.0686439009218812,2.20137959696326,10,0.412700700801903,10,3751.16120214217,3548.90883084595,3562.21142043582,3452.81409519267,10
"3",3,9999651261.09355,9999669207.58604,-0.101001197381142,1.93396052274521,10,0.273072996728142,10,0.00250395408452677,0,0.273072946194535,0,10
"4",4,9983401505.30961,9996226572.65239,-0.0165899659265111,3.49913889141456,10,1.36243197808345,10,1643.4139976341,2128.96377528513,1667.55288127068,1921.27010901315,-10
"5",6,11.4128475096142,12.4930894908207,-0.00580698251618264,3.17798936317809,5.52159667375301,10.449445361699,1.20597821191519e-07,11.4114633636215,0,10.4486271191754,0,0.000324369473515634
"6",7,0.891584823416188,0.143211414202951,0,0.144653284276576,1.6925418351718e-09,0.125090411110975,7.71874130252182e-10,0.14042448092594,0.601180712464276,0,0.0315501464476159,4.0106027279245
"7",9,0.945248584752147,3.78887885271302,-0.0158447689166918,2.84832910186186,-2.98664674283475e-09,1.3868904962991,10,0.00058623055287738,1.34727926008877,1.38689900519945,0,10
"8",10,1.12962993242845,0.0529439243733769,8.88178419700125e-16,0.000886271687289484,-4.40392915659089e-05,0.000920755208526265,1.23760550738914e-05,0.166810037477164,0.64512494692217,0,0.000875073632810579,-0.00147609574128927
"9",11,0.480454575392706,0.0194505390371946,0,0.000735194567593925,0.0664374573291298,0,8.96276863207673e-17,0,0.0194733121720278,0,0.018806967197535,0.888838795335873
"10",12,9999842677.25094,9998578638.96401,-0.0699391737154066,1.25136968009458,10,597989.624897589,10,3909.0508143988,4178.91177305569,9076.21263710692,12144.3683124258,10
"11",13,0.0237056012273537,5.8811045049607e-05,-0.0485823458885639,0.000675818023128365,0.228557291334929,0.00310092563018455,0.508607025075949,0.0142935170514247,0.00882942885069145,0.00347110440864742,0,0.532603211456748
"12",14,0.592460641966047,0.745588456414994,-0.0117869153801928,0.848604146801826,-1.57147380622936e-06,0.587175877406882,0.973985681354869,0.000643873537207209,0.232614940730972,0.000644465364361838,0.231406629307058,1.04966021942022
"13",15,8.10540743584884,8.77548767645889,8.88178419700125e-16,7.8430275079744,-7.24530362266917e-09,6.2527584152139,-4.45264136344822e-07,0.000775604687685724,7.94614177737147,0,7.84306537300852,4.23354067319067e-08
"14",16,1.95434858864109,10.4763536022184,-0.0144068501117843,9.78751848391654,7.09003503151541e-11,1.45332112456613,10,1.95436799563035,0,1.45332099783198,0,10
"15",17,0.418239318946741,0.0124888652682323,8.88178419700125e-16,0.000823306844418029,0.0447142781127257,0,-1.97926681095393e-18,0,0.0124914782447773,0,0.0112041410781802,0.884104299726668
"16",18,9996234942.0014,9996340754.90851,-0.00276950550430693,257410.036701256,10,564639.032343991,-10,2277.88402340276,2443.70711366172,2192.23218023661,2365.68502064197,10
"17",19,9998602090.21548,9999135922.54101,-0.117551312110288,2.15496448450912,10,0.242833864462502,10,2936.79265576194,2963.81553444857,2283.78407251703,2268.75338721506,-10
"18",20,9999176414.33477,9998918150.25788,-0.0277078713434644,2.98077716414998,10,0.9016496579471,10,1852.0413930472,2131.83420490681,2312.32700398704,2421.08218396585,-10
"19",21,0.638056460375079,0.0253877791337647,4.44089209850063e-16,0.00259633309181344,-3.60537367002359,0,1.22158791047539e-17,0.0333673833900048,0.397952189664873,0,0.0245388170045502,0.932635163853729
"20",23,6.41106410574898,10.0165805302614,-0.00603116239774885,10.6890082344089,0.00038647374610629,6.13614738847822,-8.99651487275113e-07,6.41098897749194,0,6.13044711054255,0,-2.60696829448012e-05
"21",24,0.613612636949814,0.0289628079378275,1.33226762955019e-15,0.000337420616276804,4.56574172895626e-05,0,3.63581315886828e-17,0,0.0289699260238693,0,0.0283020834119905,0.910754786895296
"22",25,0.871210221538134,0.0420913664410306,4.44089209850063e-16,0.000412882521745877,-0.000313000402379098,0.00103313834089892,5.77938470073606e-05,0.0797032105007545,0.674792411725168,0,0.000633902078923399,2.78300244949329e-05
"23",26,0.801105730470588,0.0324322806520141,0,0.000752926446688146,1.29088517648974e-07,0.000687342284396291,-2.59666662771615e-05,0,0.0324372887408811,0,0.0310001894704098,0.915541132926904
"24",27,9999695339.74212,9999136035.33214,-0.0874055040618307,1.39451057911817,10,0.333957450785341,10,4204.73850510454,4261.34875710729,3508.64314559644,3372.15359494767,10
"25",28,9997470335.82729,9997735117.31726,-0.0438760953197964,4.00510223717722,10,0.635799069730109,10,2803.70850492931,3225.51856451241,2094.97269324955,2434.7863773565,-10
"26",29,0.22600222344197,0.00482218057580019,1.33226762955019e-15,0.000503731017729327,1.6934668715262e-07,0,7.09674012978659e-17,0,0.00482211144832101,0,0.00439758380619952,0.9244716050501
"27",30,0.583419183964525,0.0173649627806875,8.88178419700125e-16,0.000765470620335908,0.0794737943904821,0,5.55068285107623e-19,0,0.0173658421936051,0,0.0158735152880808,0.883128847480225
"28",31,9999128288.80683,9999135011.17355,-0.0649992284855572,2.28519331339066,10,1786724.42854794,10,2456.09749899924,2779.4279027682,3088.57209973035,3320.78798670971,10
"29",32,0.0168770239967227,5.8811045049607e-05,-0.0539537541805526,0.000689378609208844,0.264645679121756,0.00289329114451586,0.563441790038954,0.000551107492973851,0.0174795356192926,0.000722448414668201,0.0118530040123377,0.764304251945533
"30",33,9998647333.46645,9999158613.05919,-0.065938790645593,1.07058469995252,10,670949.862428125,10,3723.13354327759,3079.70792253238,3882.63591546904,3852.31925776092,-10
"31",34,9998641307.94298,9998593747.32773,-0.000552361987738461,0.859238704533374,10,3758857.9741662,10,4183.7652622917,3252.60434445095,2954.45249296496,2997.94055891683,-10
