date,workerid,amount
Fri Apr 19 09:56:23 PDT 2019,A17AMTRIYI2Z2D,1.0
Fri Apr 19 09:58:01 PDT 2019,A6ZAKE3FP8YKY,1.0
Fri Apr 19 10:02:36 PDT 2019,A8FLNGDLNJCUU,1.0
Fri Apr 19 10:19:56 PDT 2019,AEN7H01OU26XL,1.0
Fri Apr 19 10:25:01 PDT 2019,A2CJDFJRO6EIBC,1.0
Fri Apr 19 10:28:54 PDT 2019,A1AZLJ3R5FQ9B7,1.0
Fri Apr 19 10:54:46 PDT 2019,A32RHBK1BQB9N0,1.0
Fri Apr 19 11:17:24 PDT 2019,A3QA0Y16Q4273V,1.0
Fri Apr 19 11:33:14 PDT 2019,A3V8QQ1EEO0DF6,1.0
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
