date,workerid,amount
Wed Apr 10 09:11:49 PDT 2019,A2CK0OXMPOR9LE,0.45
Wed Apr 10 09:13:23 PDT 2019,AS0DUKCVN8A6X,0.45
Wed Apr 10 09:20:16 PDT 2019,A3HZFB2JLF3JMY,0.45
Wed Apr 10 09:25:34 PDT 2019,A3GAQECPIDN11P,0.45
Wed Apr 10 09:26:23 PDT 2019,A3TO08PPAAG6YU,0.45
Wed Apr 10 09:27:50 PDT 2019,A1C5198HG77ZIC,0.45
Wed Apr 10 09:28:42 PDT 2019,A3BXT78QXFC6F3,0.45
Wed Apr 10 09:59:13 PDT 2019,A1U369G5MSDPZ2,0.45
Wed Apr 10 10:00:16 PDT 2019,A349KZN1TIW8XQ,0.45
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
