"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"264","0.135","0.135","0.115","0.115","0.135","0.115","0.115","0.135","-1","211","121","133","312","4","25","12"
"265","0.129","0.169","0.118","0.118","0.169","0.129","0.169","-1","-1","22a1","112","132","323","10","16","24"
"266","0.184","0.15","0.184","0.15","0.15","0.184","-1","-1","-1","22b2b","221","213","123","5","20","22"
"267","0.193","0.135","0.135","0.135","0.135","0.135","0.135","-1","-1","311","231","132","333","8","16","27"
"268","0.118","0.143","0.143","0.156","0.143","0.156","0.143","-1","-1","22b1","222","323","133","14","24","25"
"269","0.23","0.23","0.18","0.18","0.18","-1","-1","-1","-1","331","112","122","132","10","13","16"
"270","0.227","0.193","0.193","0.193","0.193","-1","-1","-1","-1","322b","331","332","232","9","18","17"
"271","0.302","0.302","0.132","0.132","0.132","-1","-1","-1","-1","331","212","222","232","11","14","17"
"272","0.346","0.137","0.111","0.111","0.137","0.158","-1","-1","-1","321","222","123","323","14","22","24"
"273","0.254","0.125","0.159","0.152","0.159","0.152","-1","-1","-1","22a2b","232","213","113","17","20","19"
"274","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","222","333","1","14","27"
"275","0.111","0.111","0.159","0.151","0.159","0.151","0.159","-1","-1","22a1","111","222","322","1","14","15"
"276","0.223","0.11","0.223","0.11","0.11","0.223","-1","-1","-1","22b2b","111","212","231","1","11","8"
"277","0.186","0.127","0.108","0.108","0.127","0.108","0.108","0.127","-1","211","121","133","312","4","25","12"
"278","0.1","0.122","0.122","0.206","0.122","0.206","0.122","-1","-1","22b1","112","313","222","10","21","14"
"279","0.311","0.197","0.147","0.197","0.147","-1","-1","-1","-1","322b","111","112","312","1","10","12"
"280","0.364","0.106","0.106","0.106","0.106","0.106","0.106","-1","-1","311","312","222","132","12","14","16"
"281","0.295","0.197","0.155","0.197","0.155","-1","-1","-1","-1","322b","122","123","133","13","22","25"
"282","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","222","333","1","14","27"
"283","0.328","0.112","0.112","0.112","0.112","0.112","0.112","-1","-1","311","312","222","132","12","14","16"
"284","0.158","0.158","0.24","0.13","0.158","0.158","-1","-1","-1","22a2b","111","121","323","1","4","24"
"285","0.289","0.289","0.141","0.141","0.141","-1","-1","-1","-1","331","111","211","311","1","2","3"
"286","0.147","0.161","0.147","0.161","0.112","0.112","0.161","-1","-1","22a1","121","232","233","4","17","26"
"287","0.216","0.117","0.216","0.117","0.117","0.216","-1","-1","-1","22b2b","112","313","322","10","21","15"
"288","0.196","0.126","0.104","0.126","0.126","0.196","0.126","-1","-1","22b1","311","323","233","3","24","26"
"289","0.318","0.117","0.117","0.144","0.159","0.144","-1","-1","-1","321","212","312","113","11","12","19"
"290","0.176","0.129","0.109","0.109","0.129","0.109","0.109","0.129","-1","211","321","132","113","6","16","19"
"291","1","0","0","0","0","0","0","-1","-1","311","231","212","223","8","11","23"
"292","0.384","0.053","0.037","0.037","0.053","0.384","0.053","-1","-1","22a1","211","231","122","2","8","13"
"293","0.499","0.499","0.001","0.001","0.001","-1","-1","-1","-1","331","112","212","312","10","11","12"
"294","0.332","0.002","0.332","0.002","0.002","0.332","-1","-1","-1","22b2b","121","133","331","4","25","9"
"295","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","222","333","1","14","27"
"296","0.921","0.038","0.002","0.038","0.002","-1","-1","-1","-1","322b","122","123","113","13","22","19"
"297","0.004","0.005","0.005","0.488","0.005","0.488","0.005","-1","-1","22b1","322","132","233","15","16","26"
"298","0.014","0.014","0.017","0.894","0.017","0.014","0.014","0.017","-1","211","211","132","333","2","16","27"
"299","0.053","0.005","0.88","0.004","0.053","0.005","-1","-1","-1","22a2b","221","231","123","5","8","22"
"300","0.995","0.004","0","0","0","0","-1","-1","-1","321","231","233","332","8","26","18"
"301","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","312","223","7","12","23"
"302","0.188","0.188","0.208","0.208","0.208","-1","-1","-1","-1","331","211","221","231","2","5","8"
"303","0.125","0.146","0.146","0.146","0.146","0.146","0.146","-1","-1","311","321","312","333","6","12","27"
"304","0.148","0.193","0.157","0.157","0.193","0.15","-1","-1","-1","321","113","323","333","19","24","27"
"305","0.141","0.201","0.151","0.165","0.141","0.201","-1","-1","-1","22a2b","211","231","332","2","8","18"
"306","0.126","0.154","0.154","0.13","0.154","0.13","0.154","-1","-1","22b1","322","123","213","15","22","20"
"307","0.159","0.174","0.159","0.174","0.174","0.159","-1","-1","-1","22b2b","231","223","133","8","23","25"
"308","0.118","0.118","0.139","0.11","0.139","0.118","0.118","0.139","-1","211","121","232","333","4","17","27"
"309","0.117","0.174","0.117","0.174","0.122","0.122","0.174","-1","-1","22a1","121","123","312","4","22","12"
"310","0.185","0.186","0.222","0.186","0.222","-1","-1","-1","-1","322b","123","323","333","22","24","27"
"311","0.546","0.076","0.076","0.076","0.076","0.076","0.076","-1","-1","311","231","212","223","8","11","23"
"312","0.171","0.149","0.105","0.105","0.149","0.171","0.149","-1","-1","22a1","122","213","233","13","20","26"
"313","0.101","0.101","0.119","0.241","0.119","0.101","0.101","0.119","-1","211","111","332","233","1","18","26"
"314","0.39","0.193","0.112","0.193","0.112","-1","-1","-1","-1","322b","322","323","313","15","24","21"
"315","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","122","233","3","13","26"
"316","0.358","0.358","0.095","0.095","0.095","-1","-1","-1","-1","331","331","332","333","9","18","27"
"317","0.252","0.081","0.252","0.081","0.081","0.252","-1","-1","-1","22b2b","221","122","131","5","13","7"
"318","0.32","0.103","0.162","0.126","0.162","0.126","-1","-1","-1","22a2b","222","233","133","14","26","25"
"319","0.486","0.145","0.102","0.083","0.083","0.102","-1","-1","-1","321","111","311","221","1","3","5"
"320","0.252","0.103","0.252","0.103","0.085","0.103","0.103","-1","-1","22b1","131","232","223","7","17","23"
"321","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","222","313","7","14","21"
"322","0.165","0.168","0.165","0.168","0.168","0.165","-1","-1","-1","22b2b","322","123","132","15","22","16"
"323","0.116","0.138","0.117","0.117","0.138","0.117","0.117","0.138","-1","211","231","322","313","8","15","21"
"324","0.161","0.152","0.189","0.154","0.154","0.189","-1","-1","-1","321","111","112","133","1","10","25"
"325","0.143","0.197","0.143","0.197","0.159","0.162","-1","-1","-1","22a2b","332","333","113","18","27","19"
"326","0.197","0.197","0.202","0.202","0.202","-1","-1","-1","-1","331","211","212","213","2","11","20"
"327","0.135","0.151","0.125","0.151","0.151","0.135","0.151","-1","-1","22b1","122","332","313","13","18","21"
"328","0.12","0.173","0.12","0.173","0.121","0.121","0.173","-1","-1","22a1","131","133","222","7","25","14"
"329","0.138","0.144","0.144","0.144","0.144","0.144","0.144","-1","-1","311","231","132","333","8","16","27"
"330","0.194","0.188","0.215","0.188","0.215","-1","-1","-1","-1","322b","112","113","313","10","19","21"
"331","0.13","0.168","0.13","0.168","0.118","0.118","0.168","-1","-1","22a1","331","332","123","9","18","22"
"332","0.158","0.142","0.117","0.142","0.142","0.158","0.142","-1","-1","22b1","212","132","123","11","16","22"
"333","0.15","0.182","0.188","0.149","0.15","0.182","-1","-1","-1","22a2b","212","232","133","11","17","25"
"334","0.233","0.233","0.178","0.178","0.178","-1","-1","-1","-1","331","122","222","322","13","14","15"
"335","0.186","0.148","0.186","0.148","0.148","0.186","-1","-1","-1","22b2b","311","212","231","3","11","8"
"336","0.199","0.133","0.133","0.133","0.133","0.133","0.133","-1","-1","311","131","232","333","7","17","27"
"337","0.137","0.135","0.115","0.115","0.135","0.115","0.115","0.135","-1","211","131","122","213","7","13","20"
"338","0.231","0.193","0.191","0.193","0.191","-1","-1","-1","-1","322b","111","131","211","1","7","2"
"339","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","232","123","3","17","22"
"340","0.214","0.141","0.141","0.173","0.158","0.173","-1","-1","-1","321","111","121","331","1","4","9"
"341","0.827","0.028","0.073","0.028","0.023","0.023","-1","-1","-1","321","313","123","223","21","22","23"
"342","0.043","0.053","0.053","0.373","0.053","0.373","0.053","-1","-1","22b1","321","122","232","6","13","17"
"343","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","332","123","2","18","22"
"344","0.617","0.149","0.043","0.149","0.043","-1","-1","-1","-1","322b","322","323","223","15","24","23"
"345","0.449","0.086","0.073","0.073","0.086","0.073","0.073","0.086","-1","211","231","222","113","8","14","19"
"346","0.456","0.456","0.029","0.029","0.029","-1","-1","-1","-1","331","111","121","131","1","4","7"
"347","0.304","0.029","0.304","0.029","0.029","0.304","-1","-1","-1","22b2b","231","213","133","8","20","25"
"348","0.235","0.121","0.084","0.084","0.121","0.235","0.121","-1","-1","22a1","311","331","122","3","9","13"
"349","0.532","0.051","0.147","0.062","0.147","0.062","-1","-1","-1","22a2b","131","331","312","7","9","12"
"350","0.91","0.015","0.015","0.015","0.015","0.015","0.015","-1","-1","311","111","122","133","1","13","25"
"351","0.205","0.124","0.106","0.106","0.124","0.106","0.106","0.124","-1","211","231","322","313","8","15","21"
"352","0.234","0.099","0.234","0.099","0.099","0.234","-1","-1","-1","22b2b","112","313","322","10","21","15"
"353","0.324","0.324","0.118","0.118","0.118","-1","-1","-1","-1","331","121","122","123","4","13","22"
"354","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","332","213","4","18","20"
"355","0.095","0.115","0.115","0.222","0.115","0.222","0.115","-1","-1","22b1","222","323","133","14","24","25"
"356","0.34","0.196","0.134","0.196","0.134","-1","-1","-1","-1","322b","321","331","333","6","9","27"
"357","0.396","0.101","0.101","0.124","0.155","0.124","-1","-1","-1","321","111","121","331","1","4","9"
"358","0.429","0.095","0.095","0.095","0.095","0.095","0.095","-1","-1","311","231","132","333","8","16","27"
"359","0.161","0.142","0.161","0.142","0.277","0.117","-1","-1","-1","22a2b","221","222","331","5","14","9"
"360","0.109","0.109","0.155","0.158","0.155","0.158","0.155","-1","-1","22a1","211","122","322","2","13","15"
"361","0.059","0.274","0.059","0.274","0.274","0.059","-1","-1","-1","22b2b","332","313","133","18","21","25"
"362","0.021","0.245","0.092","0.245","0.199","0.199","-1","-1","-1","321","221","131","331","5","7","9"
"363","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","222","313","7","14","21"
"364","0.137","0.137","0.195","0.07","0.195","0.07","0.195","-1","-1","22a1","121","321","233","4","6","26"
"365","0.128","0.128","0.15","0.128","0.128","0.15","0.039","0.15","-1","211","111","323","233","1","24","26"
"366","0.011","0.165","0.165","0.165","0.165","0.165","0.165","-1","-1","311","131","232","333","7","17","27"
"367","0.093","0.271","0.048","0.224","0.093","0.271","-1","-1","-1","22a2b","112","132","313","10","16","21"
"368","0.053","0.125","0.348","0.125","0.348","-1","-1","-1","-1","322b","112","113","312","10","19","12"
"369","0.045","0.189","0.155","0.189","0.189","0.045","0.189","-1","-1","22b1","122","113","233","13","19","26"
"370","0.05","0.05","0.3","0.3","0.3","-1","-1","-1","-1","331","311","312","313","3","12","21"
"371","0.153","0.164","0.142","0.199","0.142","0.199","-1","-1","-1","22a2b","221","232","332","5","17","18"
"372","0.152","0.156","0.156","0.192","0.151","0.192","-1","-1","-1","321","212","222","332","11","14","18"
"373","0.161","0.172","0.161","0.172","0.172","0.161","-1","-1","-1","22b2b","112","133","213","10","25","20"
"374","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","232","313","4","17","21"
"375","0.118","0.118","0.139","0.112","0.139","0.118","0.118","0.139","-1","211","231","132","313","8","16","21"
"376","0.118","0.174","0.122","0.122","0.174","0.118","0.174","-1","-1","22a1","221","231","312","5","8","12"
"377","0.19","0.19","0.206","0.206","0.206","-1","-1","-1","-1","331","211","221","231","2","5","8"
"378","0.187","0.187","0.22","0.187","0.22","-1","-1","-1","-1","322b","122","123","133","13","22","25"
"379","0.131","0.153","0.131","0.153","0.126","0.153","0.153","-1","-1","22b1","121","112","223","4","10","23"
"380","0.129","0.145","0.145","0.145","0.145","0.145","0.145","-1","-1","311","331","232","133","9","17","25"
"381","0.948","0.009","0.009","0.009","0.009","0.009","0.009","-1","-1","311","231","332","133","8","18","25"
"382","0.253","0.112","0.078","0.078","0.112","0.253","0.112","-1","-1","22a1","331","213","223","9","20","23"
"383","0.515","0.076","0.064","0.064","0.076","0.064","0.064","0.076","-1","211","231","222","113","8","14","19"
"384","0.881","0.055","0.018","0.014","0.014","0.018","-1","-1","-1","321","231","233","332","8","26","18"
"385","0.672","0.133","0.031","0.133","0.031","-1","-1","-1","-1","322b","113","213","233","19","20","26"
"386","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","312","133","5","12","25"
"387","0.312","0.021","0.312","0.021","0.021","0.312","-1","-1","-1","22b2b","211","113","131","2","19","7"
"388","0.137","0.049","0.137","0.049","0.589","0.04","-1","-1","-1","22a2b","112","113","323","10","19","24"
"389","0.47","0.47","0.02","0.02","0.02","-1","-1","-1","-1","331","313","323","333","21","24","27"
"390","0.035","0.042","0.042","0.399","0.042","0.399","0.042","-1","-1","22b1","211","321","123","2","6","22"
"391","0.07","0.221","0.18","0.18","0.221","0.128","-1","-1","-1","321","212","113","313","11","19","21"
"392","0.049","0.159","0.159","0.159","0.159","0.159","0.159","-1","-1","311","311","212","113","3","11","19"
"393","0.141","0.171","0.171","0.087","0.171","0.087","0.171","-1","-1","22b1","131","332","212","7","18","11"
"394","0.122","0.233","0.122","0.233","0.097","0.192","-1","-1","-1","22a2b","212","213","122","11","20","13"
"395","0.096","0.184","0.096","0.184","0.129","0.129","0.184","-1","-1","22a1","321","212","213","6","11","20"
"396","0.073","0.145","0.123","0.123","0.145","0.123","0.123","0.145","-1","211","131","123","212","7","22","11"
"397","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","132","313","5","16","21"
"398","0.116","0.165","0.277","0.165","0.277","-1","-1","-1","-1","322b","121","122","322","4","13","15"
"399","0.112","0.221","0.112","0.221","0.221","0.112","-1","-1","-1","22b2b","121","132","322","4","16","15"
"400","0.116","0.116","0.256","0.256","0.256","-1","-1","-1","-1","331","131","231","331","7","8","9"
"401","0.191","0.187","0.217","0.187","0.217","-1","-1","-1","-1","322b","121","122","322","4","13","15"
"402","0.194","0.194","0.204","0.204","0.204","-1","-1","-1","-1","331","221","222","223","5","14","23"
"403","0.156","0.163","0.142","0.198","0.142","0.198","-1","-1","-1","22a2b","332","313","113","18","21","19"
"404","0.134","0.144","0.144","0.144","0.144","0.144","0.144","-1","-1","311","231","132","333","8","16","27"
"405","0.118","0.118","0.138","0.118","0.118","0.138","0.114","0.138","-1","211","212","322","133","11","15","25"
"406","0.121","0.121","0.173","0.119","0.173","0.119","0.173","-1","-1","22a1","111","211","333","1","2","27"
"407","0.163","0.17","0.163","0.17","0.17","0.163","-1","-1","-1","22b2b","311","322","212","3","15","11"
"408","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","332","113","5","18","19"
"409","0.133","0.152","0.125","0.152","0.152","0.133","0.152","-1","-1","22b1","222","332","313","14","18","21"
"410","0.156","0.152","0.191","0.155","0.155","0.191","-1","-1","-1","321","213","313","133","20","21","25"
"411","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","212","333","4","11","27"
"412","0.257","0.076","0.257","0.076","0.076","0.257","-1","-1","-1","22b2b","211","113","131","2","19","7"
"413","0.368","0.368","0.088","0.088","0.088","-1","-1","-1","-1","331","311","312","313","3","12","21"
"414","0.517","0.077","0.077","0.094","0.141","0.094","-1","-1","-1","321","111","121","331","1","4","9"
"415","0.335","0.099","0.163","0.12","0.163","0.12","-1","-1","-1","22a2b","221","213","113","5","20","19"
"416","0.103","0.103","0.147","0.176","0.147","0.176","0.147","-1","-1","22a1","121","321","233","4","6","26"
"417","0.254","0.117","0.099","0.099","0.117","0.099","0.099","0.117","-1","211","131","112","223","7","10","23"
"418","0.584","0.069","0.069","0.069","0.069","0.069","0.069","-1","-1","311","311","112","213","3","10","20"
"419","0.261","0.099","0.082","0.099","0.099","0.261","0.099","-1","-1","22b1","211","223","331","2","23","9"
"420","0.407","0.191","0.106","0.191","0.106","-1","-1","-1","-1","322b","132","133","332","16","25","18"
"421","0.568","0.072","0.072","0.072","0.072","0.072","0.072","-1","-1","311","131","112","123","7","10","22"
"422","0.255","0.078","0.255","0.078","0.078","0.255","-1","-1","-1","22b2b","121","112","322","4","10","15"
"423","0.4","0.192","0.109","0.192","0.109","-1","-1","-1","-1","322b","211","213","313","2","20","21"
"424","0.104","0.104","0.148","0.174","0.148","0.174","0.148","-1","-1","22a1","111","232","332","1","17","18"
"425","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","332","213","4","18","20"
"426","0.1","0.1","0.117","0.249","0.117","0.1","0.1","0.117","-1","211","121","223","332","4","23","18"
"427","0.257","0.101","0.257","0.101","0.083","0.101","0.101","-1","-1","22b1","231","222","333","8","14","27"
"428","0.364","0.364","0.091","0.091","0.091","-1","-1","-1","-1","331","231","232","233","8","17","26"
"429","0.503","0.098","0.143","0.098","0.079","0.079","-1","-1","-1","321","211","222","223","2","14","23"
"430","0.329","0.101","0.163","0.123","0.163","0.123","-1","-1","-1","22a2b","111","311","323","1","3","24"
"431","0.24","0.166","0.135","0.135","0.166","0.159","-1","-1","-1","321","311","112","212","3","10","11"
"432","0.248","0.195","0.181","0.195","0.181","-1","-1","-1","-1","322b","121","122","322","4","13","15"
"433","0.23","0.128","0.128","0.128","0.128","0.128","0.128","-1","-1","311","211","112","313","2","10","21"
"434","0.194","0.139","0.194","0.139","0.139","0.194","-1","-1","-1","22b2b","321","332","122","6","18","13"
"435","0.152","0.175","0.201","0.144","0.152","0.175","-1","-1","-1","22a2b","332","233","213","18","26","20"
"436","0.116","0.116","0.166","0.135","0.166","0.135","0.166","-1","-1","22a1","232","123","323","17","22","24"
"437","0.113","0.113","0.133","0.147","0.133","0.113","0.113","0.133","-1","211","211","332","133","2","18","25"
"438","0.113","0.138","0.138","0.168","0.138","0.168","0.138","-1","-1","22b1","212","132","333","11","16","27"
"439","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","122","233","3","13","26"
"440","0.248","0.248","0.168","0.168","0.168","-1","-1","-1","-1","331","132","232","332","16","17","18"
"441","0.941","0.01","0.01","0.01","0.01","0.01","0.01","-1","-1","311","331","322","313","9","15","21"
"442","0.31","0.023","0.31","0.023","0.023","0.31","-1","-1","-1","22b2b","122","113","323","13","19","24"
"443","0.393","0.044","0.036","0.044","0.044","0.393","0.044","-1","-1","22b1","211","232","121","2","17","4"
"444","0.08","0.08","0.114","0.249","0.114","0.249","0.114","-1","-1","22a1","121","213","313","4","20","21"
"445","0.87","0.02","0.016","0.016","0.02","0.059","-1","-1","-1","321","113","223","233","19","23","26"
"446","0.066","0.066","0.078","0.066","0.066","0.078","0.5","0.078","-1","211","131","312","222","7","12","14"
"447","0.139","0.051","0.139","0.051","0.577","0.042","-1","-1","-1","22a2b","112","113","323","10","19","24"
"448","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","212","123","9","11","22"
"449","0.66","0.137","0.033","0.137","0.033","-1","-1","-1","-1","322b","311","331","332","3","9","18"
"450","0.467","0.467","0.022","0.022","0.022","-1","-1","-1","-1","331","331","332","333","9","18","27"
"451","0.201","0.132","0.201","0.132","0.132","0.201","-1","-1","-1","22b2b","121","132","231","4","16","8"
"452","0.259","0.124","0.124","0.124","0.124","0.124","0.124","-1","-1","311","311","121","231","3","4","8"
"453","0.262","0.196","0.173","0.196","0.173","-1","-1","-1","-1","322b","132","133","332","16","25","18"
"454","0.261","0.261","0.159","0.159","0.159","-1","-1","-1","-1","331","313","323","333","21","24","27"
"455","0.213","0.14","0.154","0.17","0.154","0.17","-1","-1","-1","22a2b","221","321","313","5","6","21"
"456","0.156","0.132","0.112","0.112","0.132","0.112","0.112","0.132","-1","211","331","112","123","9","10","22"
"457","0.115","0.115","0.164","0.138","0.164","0.138","0.164","-1","-1","22a1","232","123","323","17","22","24"
"458","0.177","0.134","0.11","0.134","0.134","0.177","0.134","-1","-1","22b1","311","323","233","3","24","26"
"459","0.263","0.159","0.16","0.159","0.129","0.129","-1","-1","-1","321","311","212","213","3","11","20"
"460","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","222","113","9","14","19"
"461","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","222","313","7","14","21"
"462","0.162","0.14","0.116","0.14","0.14","0.162","0.14","-1","-1","22b1","111","132","321","1","16","6"
"463","0.21","0.132","0.132","0.132","0.132","0.132","0.132","-1","-1","311","212","322","132","11","15","16"
"464","0.223","0.139","0.139","0.171","0.158","0.171","-1","-1","-1","321","121","221","323","4","5","24"
"465","0.117","0.117","0.167","0.132","0.167","0.132","0.167","-1","-1","22a1","232","123","323","17","22","24"
"466","0.193","0.148","0.151","0.179","0.151","0.179","-1","-1","-1","22a2b","121","133","233","4","25","26"
"467","0.114","0.114","0.134","0.14","0.134","0.114","0.114","0.134","-1","211","231","132","313","8","16","21"
"468","0.189","0.145","0.189","0.145","0.145","0.189","-1","-1","-1","22b2b","112","123","313","10","22","21"
"469","0.237","0.194","0.188","0.194","0.188","-1","-1","-1","-1","322b","211","221","222","2","5","14"
"470","0.239","0.239","0.174","0.174","0.174","-1","-1","-1","-1","331","211","221","231","2","5","8"
"471","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","212","333","4","11","27"
"472","0.108","0.108","0.127","0.108","0.108","0.127","0.184","0.127","-1","211","111","331","222","1","9","14"
"473","0.101","0.123","0.123","0.204","0.123","0.204","0.123","-1","-1","22b1","222","323","133","14","24","25"
"474","0.159","0.153","0.159","0.153","0.251","0.126","-1","-1","-1","22a2b","112","322","323","10","15","24"
"475","0.357","0.107","0.107","0.107","0.107","0.107","0.107","-1","-1","311","111","132","123","1","16","22"
"476","0.308","0.197","0.149","0.197","0.149","-1","-1","-1","-1","322b","121","131","133","4","7","25"
"477","0.3","0.3","0.134","0.134","0.134","-1","-1","-1","-1","331","312","322","332","12","15","18"
"478","0.222","0.112","0.222","0.112","0.112","0.222","-1","-1","-1","22b2b","311","212","231","3","11","8"
"479","0.111","0.111","0.159","0.15","0.159","0.15","0.159","-1","-1","22a1","232","123","323","17","22","24"
"480","0.34","0.112","0.112","0.138","0.158","0.138","-1","-1","-1","321","112","122","133","10","13","25"
"481","0.03","0.03","0.314","0.314","0.314","-1","-1","-1","-1","331","211","212","213","2","11","20"
"482","0.16","0.195","0.195","0.031","0.195","0.031","0.195","-1","-1","22b1","111","313","223","1","21","23"
"483","0.059","0.201","0.059","0.201","0.14","0.14","0.201","-1","-1","22a1","321","322","133","6","15","25"
"484","0.078","0.288","0.032","0.237","0.078","0.288","-1","-1","-1","22a2b","331","133","113","9","25","19"
"485","0.039","0.294","0.039","0.294","0.294","0.039","-1","-1","-1","22b2b","311","212","231","3","11","8"
"486","0.027","0.152","0.129","0.129","0.152","0.129","0.129","0.152","-1","211","231","213","322","8","20","15"
"487","0.033","0.104","0.38","0.104","0.38","-1","-1","-1","-1","322b","122","322","332","13","15","18"
"488","0.011","0.075","0.252","0.205","0.205","0.252","-1","-1","-1","321","131","133","332","7","25","18"
"489","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","312","133","5","12","25"
"490","0.005","0.166","0.166","0.166","0.166","0.166","0.166","-1","-1","311","112","322","232","10","15","17"
"491","0.283","0.09","0.074","0.09","0.09","0.283","0.09","-1","-1","22b1","232","213","323","17","20","24"
"492","0.39","0.39","0.073","0.073","0.073","-1","-1","-1","-1","331","112","122","132","10","13","16"
"493","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","121","212","333","4","11","27"
"494","0.095","0.095","0.112","0.285","0.112","0.095","0.095","0.112","-1","211","231","132","313","8","16","21"
"495","0.269","0.065","0.269","0.065","0.065","0.269","-1","-1","-1","22b2b","221","232","131","5","17","7"
"496","0.37","0.089","0.162","0.108","0.162","0.108","-1","-1","-1","22a2b","111","123","223","1","22","23"
"497","0.446","0.186","0.091","0.186","0.091","-1","-1","-1","-1","322b","222","223","323","14","23","24"
"498","0.585","0.079","0.064","0.064","0.079","0.13","-1","-1","-1","321","212","113","313","11","19","21"
"499","0.668","0.055","0.055","0.055","0.055","0.055","0.055","-1","-1","311","131","332","233","7","18","26"
"500","0.1","0.1","0.143","0.186","0.143","0.186","0.143","-1","-1","22a1","111","222","322","1","14","15"
"501","0.349","0.111","0.111","0.136","0.158","0.136","-1","-1","-1","321","211","231","222","2","8","14"
"502","0.368","0.105","0.105","0.105","0.105","0.105","0.105","-1","-1","311","211","321","131","2","6","7"
"503","0.313","0.197","0.147","0.197","0.147","-1","-1","-1","-1","322b","113","123","213","19","22","20"
"504","0.108","0.108","0.127","0.187","0.127","0.108","0.108","0.127","-1","211","331","222","123","9","14","22"
"505","0.224","0.11","0.224","0.11","0.11","0.224","-1","-1","-1","22b2b","311","323","221","3","24","5"
"506","0.303","0.303","0.131","0.131","0.131","-1","-1","-1","-1","331","111","211","311","1","2","3"
"507","0.151","0.158","0.151","0.158","0.111","0.111","0.158","-1","-1","22a1","231","312","313","8","12","21"
"508","0.159","0.151","0.159","0.151","0.255","0.125","-1","-1","-1","22a2b","321","323","113","6","24","19"
"509","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","312","223","7","12","23"
"510","0.1","0.122","0.122","0.207","0.122","0.207","0.122","-1","-1","22b1","211","113","333","2","19","27"
"511","0.137","0.151","0.124","0.151","0.151","0.137","0.151","-1","-1","22b1","231","223","313","8","23","21"
"512","0.117","0.117","0.138","0.117","0.138","0.117","0.117","0.138","-1","211","131","322","223","7","15","23"
"513","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","132","213","6","16","20"
"514","0.144","0.196","0.161","0.161","0.144","0.196","-1","-1","-1","22a2b","221","323","313","5","24","21"
"515","0.196","0.188","0.213","0.188","0.213","-1","-1","-1","-1","322b","111","131","132","1","7","16"
"516","0.166","0.167","0.166","0.167","0.167","0.166","-1","-1","-1","22b2b","212","233","113","11","26","19"
"517","0.164","0.153","0.153","0.188","0.153","0.188","-1","-1","-1","321","111","121","331","1","4","9"
"518","0.142","0.143","0.143","0.143","0.143","0.143","0.143","-1","-1","311","111","312","213","1","12","20"
"519","0.121","0.121","0.172","0.121","0.172","0.121","0.172","-1","-1","22a1","121","221","312","4","5","12"
"520","0.2","0.2","0.2","0.2","0.2","-1","-1","-1","-1","331","111","112","113","1","10","19"
