date,workerid,amount
Wed Apr 10 09:10:21 PDT 2019,A2EMGX33TN9BFU,0.45
Wed Apr 10 09:13:24 PDT 2019,A2T11H7YI7QPGD,0.45
Wed Apr 10 09:13:38 PDT 2019,AUU3FYNZXKENO,0.45
Wed Apr 10 09:23:06 PDT 2019,AD2VRMBCUHLLE,0.45
Wed Apr 10 09:23:44 PDT 2019,A247NH2O6XIL28,0.45
Wed Apr 10 09:26:52 PDT 2019,ADX8Y4UXA4IDA,0.45
Wed Apr 10 09:33:22 PDT 2019,A24B5UF6RMHYGX,0.45
Wed Apr 10 09:35:54 PDT 2019,A26WHR6NBD9QNZ,0.45
Wed Apr 10 09:55:28 PDT 2019,A18QU0YQB6Q8DF,0.45
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
