workerid,language,enjoyment,gender,age,comments,assess,education
0,English,1,Male,27,,Yes,1
1,English,2,Female,31,It was short and fun,Yes,3
2,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2
3,english,2,Female,32,,Yes,2
4,english,1,Female,38,,Yes,4
5,English ,1,Female,27,,Yes,2
6,English,1,Male,23,I was slightly confused but I figured out the instructions later.,Confused,3
7,english,2,Male,36,,Yes,3
8,English,1,Female,27,,Yes,3
