date,workerid,amount
Tue Jan 15 16:11:08 PST 2019,A1TLNLB9D87H6,0.75
Tue Jan 15 16:16:17 PST 2019,A1ING769NXJIHR,0.75
Tue Jan 15 16:17:52 PST 2019,AEO31LHICQHL4,0.75
Tue Jan 15 16:20:10 PST 2019,AKZ8SFOAI4RZN,0.75
Tue Jan 15 16:26:12 PST 2019,A8VFIXE5FL8C6,0.75
Tue Jan 15 16:42:29 PST 2019,A3EHZ9ZVN4X7NC,0.75
Tue Jan 15 16:48:41 PST 2019,A11C2CUD2MG6JK,0.75
Tue Jan 15 16:50:27 PST 2019,A2S6R7K7UKD7CO,0.75
Tue Jan 15 16:55:10 PST 2019,A1IIFA2HZR0I97,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
