"","V1","V2","V3","V4","V5","V6","V7","V8"
"12",11,0.338515753499593,5.8811045049607e-05,0.284161924878532,0.356490641153287,0.355456559185319,1.09647535979584,0
"13",12,0.055862350606312,5.8811045049607e-05,0.132697403200025,0.0424099505922948,0.0558843913064361,0.0121073947141404,0
"14",13,0.161020076655638,5.8811045049607e-05,0.0963989412171968,9998542227.40431,0.148674366237068,8.55320281569076,0
"15",14,9997701516.2338,5.8811045049607e-05,2.49262091116984,1.814972965652,1.02723246635174,1142.33834105076,0
"16",15,0.224637159469435,5.8811045049607e-05,0.266015254070451,0.011781657269932,0.224704017639937,0.0131268040650353,0
"17",16,0.219261673303423,5.8811045049607e-05,0.295494244606536,5.8811045049607e-05,0.219273082009505,0,0
"18",17,0.154197055005029,5.8811045049607e-05,0.114044138468249,0.77525724879774,0.135856928487861,0.46871938409883,0
"19",18,0.319678471125248,5.8811045049607e-05,0.348131060487963,0.0659446712728002,0.321293451309679,0.104649699577783,0
"20",19,0.428481370731595,5.8811045049607e-05,0.490690711822447,0.00682723250306851,0.428243657939296,0.0108825219026408,0
"21",20,0.322781117350604,5.8811045049607e-05,0.371415682403069,0.00575520969400626,0.322549130511498,0.00574113467247398,0
"22",21,0.437918369993265,5.8811045049607e-05,0.470332995721314,0.0405024232191744,0.435888006184156,0.0785475818967151,0
"23",22,0.0868691240088231,5.8811045049607e-05,0.0713735887952708,3.80481919924019,0.087476390011671,0.431957214641014,0
"24",23,0.107702420376411,5.8811045049607e-05,0.197464682504025,5.8811045049607e-05,0.107725647375039,0,0
"25",24,0.714489405090147,5.8811045049607e-05,0.849853578258075,5.8811045049607e-05,0.714925029017787,0.00346190810178468,0
"26",26,1.61834365238145,5.8811045049607e-05,1.40909580590642,0.0940349537051628,1.51659540247373,1.49359348555901,0
"27",27,0.00864733686881572,5.8811045049607e-05,0.00321879464010343,9999839970.16887,0.00747379556789715,9.88944425787975,0
"28",28,2.4603326150513,5.8811045049607e-05,2.60779308456198,5.8811045049607e-05,2.48324866191893,0.0580125009076425,0
"29",29,2.81921523078203,5.8811045049607e-05,2.24175536144309,0.0758021736957615,2.55850812562147,12.7418424083189,0
"30",30,0.0178274326900056,5.8811045049607e-05,0.0883863736706006,0.000944813355769512,0.0178291851129434,0,0
"31",31,2.55286922469359,5.8811045049607e-05,2.40089383053402,0.047112004766134,2.50758025510313,0.506180792198306,0
"32",32,0.0265022924101469,5.8811045049607e-05,0.079297916227161,0.0108921130131853,0.0265230761671647,0,0
"33",33,0.00437633161767814,9999999849.47846,0.00106279455024018,9999800098.62216,0.00257727390479512,3.32960832143671,0
"34",35,2.19956154864846,5.8811045049607e-05,1.93025094948585,0.069253469673966,2.17820273775976,3302.9940797656,0
"35",36,5.8811045049607e-05,5.8811045049607e-05,5.8811045049607e-05,9999462925.66052,0,6.61466601384532,0
"36",37,1.53747680748258,5.8811045049607e-05,1.31988647072473,0.135496121515463,1.46958353177961,14.8460874692957,0
"37",38,1.95863421889201,5.8811045049607e-05,2.07256207172086,0.00338767779709388,1.98827847179427,0.102443306177464,0
"38",39,0.206526722433189,5.8811045049607e-05,0.293136744612907,5.8811045049607e-05,0.206540117286033,0,0
"39",40,0.224768031492288,5.8811045049607e-05,0.169091931044477,1.02313110400866,0.205646747071572,1.07357221715178,0
"40",41,0.0129810988996569,5.8811045049607e-05,0.00766295330334851,9999528663.65099,0.0164399938135275,10.883949036537,0
"41",43,0.0348154208946118,5.8811045049607e-05,0.00956997818134012,9999873573.10859,0.0220136983194938,6712.58784530037,0
"42",44,0.00867760574208729,5.8811045049607e-05,0.0769601754712812,0.0223562525218162,0.00879182568567233,0.0014032734058829,0
"43",45,0.249349229112587,5.8811045049607e-05,0.132490720080023,9999784597.25628,0.187848801338013,2748.471088221,0
"44",46,1.04006063297286,5.8811045049607e-05,0.939805541419961,0.164490013202306,0.974676200311593,0.985265714751901,0
"45",47,0.487235048869745,5.8811045049607e-05,0.376935638598984,1.39177472985381,0.421303956989164,1390.99744168214,0
"46",48,0.0220231909833702,5.8811045049607e-05,0.0990648092735538,0.0501875893001282,0.0220071590824519,0.00638427215698032,0
"47",49,0.278897156808651,5.8811045049607e-05,0.348978324707514,0.00150689078683838,0.279022357115942,0.00329823646291159,0
"48",51,0.330167573250486,5.8811045049607e-05,0.222020062609823,2.09432576278164,0.303766518676477,2564.92774543347,0
"49",53,0.0955230694022093,5.8811045049607e-05,0.0543617624496104,9997950377.62232,0.0831116565492967,1.25285062913234,0
"50",54,0.524275739733961,5.8811045049607e-05,0.562007163787451,0.00306041415156796,0.535529715970333,0.0820933191193725,0
"51",55,0.144889838177931,5.8811045049607e-05,0.176607780498594,0.0382761976574812,0.145264679631067,0.0269421261139815,0
"52",56,0.00891835207826178,5.8811045049607e-05,0.00284827022713439,9999834560.57476,0.00755827758761142,3.82189773592257,0
"53",57,0.00252914464999903,5.8811045049607e-05,0.0651897323261121,0.107070236283551,0.00307929843082108,0.00155189291711443,0
"54",58,5.8811045049607e-05,5.8811045049607e-05,0.110017765854583,0.003550677564112,0,0,0
"55",59,0.232173865847608,5.8811045049607e-05,0.293747725102957,0.00198253652139247,0.232117448791594,0.00190944551276659,0
"56",60,0.375109736669048,5.8811045049607e-05,0.400287236415902,0.0344140819696699,0.374285102183483,0.0596714709958022,0
"57",62,0.660485770704694,5.8811045049607e-05,0.771222870722179,9.55603610348339e-05,0.660304862511785,0.000622374574872879,0
"58",63,0.189744770325427,5.8811045049607e-05,0.271274666172375,0.00481447957310307,0.189722018863924,0.00462901681036699,0
"59",64,0.160734545698387,5.8811045049607e-05,0.0763200815962349,9999830956.7599,0.139119223750359,3278.20114726009,0
"60",65,0.0785966321942445,5.8811045049607e-05,0.0642883665846158,9995537561.8581,0.0897019129999488,0.558310317280647,0
"61",66,0.0488844681755915,9999999849.47846,0.0130749365718091,9999782017.13102,0.0293124536579174,13851.3275417213,0
"62",67,0.0244527513128413,5.8811045049607e-05,0.00857036059757123,9999797505.13408,0.0203688657360333,10.9187716147554,0
"63",68,0.808865163006726,5.8811045049607e-05,0.820769961163853,0.0255907375794861,0.806985606955567,0.0940509671992225,0
"64",69,0.366510137487875,5.8811045049607e-05,0.265167018661256,0.694316891576543,0.400114816161706,134.454291531508,0
