date,workerid,amount
Thu Dec 20 09:24:49 PST 2018,AMPMTF5IAAMK8,0.5
Thu Dec 20 09:25:36 PST 2018,AHBQFOCA2EQP9,0.5
Thu Dec 20 09:27:19 PST 2018,A1PAMVTKGCXSWQ,0.5
Thu Dec 20 09:40:06 PST 2018,AUFUUD4WG9CVO,0.5
Thu Dec 20 09:54:34 PST 2018,AANFRH2IAY8IW,0.5
Thu Dec 20 09:57:12 PST 2018,A2202M6EJ76RQ6,0.5
Thu Dec 20 10:05:30 PST 2018,AYJDIMKGMGCF9,0.5
Thu Dec 20 10:13:41 PST 2018,A17TJCEPO4BEZ4,0.5
Thu Dec 20 10:15:53 PST 2018,A21HDRSQA69JOH,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
