"","workerid","uniform","default_param_iter","default_param_indep","iterative","independent","iterative_better","v8"
"1",0,22.7856019107233,21.0776024522703,22.3496975300864,20.7254051033447,22.1549465880217,1,0
"2",1,21.6461676275349,20.1836892922933,19.9428555574572,15.4836581652687,13.5740994209794,0,0
"3",2,20.4954393377278,19.8678537136908,18.3943931079037,17.9455957175091,11.2129669511561,0,0
"4",3,21.0708034826314,20.3784647184963,18.6139092904103,13.7640614162958,10.5166144309092,0,0
"5",4,22.0924547301634,19.867572780523,19.6375923489526,11.7382847746104,9.78304003163945,0,0
"6",5,21.5816291063974,19.941269139768,19.0806426222284,11.4182249788961,8.22592243864864,0,0
"7",6,21.0708034826314,19.388170047581,19.4852657196011,15.956437412335,14.9188628522091,0,0
"8",7,21.3584855550832,18.7017619305853,20.8222749926477,18.1942109878032,20.3762756235469,1,0
"9",8,21.2939470339456,20.5514585138059,20.2009854205483,20.1299268270161,18.7971971746504,0,0
"10",9,21.135342003769,20.5514286572193,19.4654641051036,17.8270548972166,14.9485631079085,0,0
"11",10,21.1116254771516,20.3295744590585,19.8386653910148,20.1926363692416,19.3467236635798,0,0
"12",11,22.5387418327918,23.3720052736633,23.0752576779615,23.3450974927397,23.0632960723401,0,0
"13",12,21.1998805249065,21.8614713591359,22.1607843344897,17.2403197827662,17.236541087778,0,0
"14",14,20.1545127507572,19.4272850436321,18.4286661416299,16.7939685746097,14.6557033377015,0,0
"15",15,21.5816291063974,20.0328449510427,19.3421216836784,16.0058080139311,12.5403310521742,0,0
"16",16,21.135342003769,20.2790771235581,21.1669870333616,19.8213605646541,21.133900523682,1,0
"17",17,22.5624583594091,21.1183796431811,20.884190181948,15.2704784557949,13.8149731562693,0,0
"18",18,21.2939470339456,21.5063501503967,19.3868839283944,16.8171069259509,14.6266315780601,0,0
"19",19,20.442194823209,21.3998373688634,20.3320385112048,21.3505865621734,20.3310264781265,0,0
"20",20,21.0062649614938,21.3956076916135,21.471013402626,21.0791264712846,21.4447602345035,1,0
"21",21,21.3993075496034,20.2907701208697,19.274284152674,13.5890735272413,10.0752181044134,0,0
"22",22,20.3776563020714,18.6516294397746,18.6530703565482,13.0083335750971,11.4543209826129,0,0
"23",23,21.7107061486725,20.8898746223819,20.1258133928468,20.8512415209905,19.7128236155983,0,0
"24",24,22.2102377658197,20.6538433117778,22.5376333268221,20.6436229032095,22.482566626156,1,0
"25",25,21.8284891843289,21.7928769985989,19.9820746054696,19.375990862877,17.0184103453974,0,0
"26",26,21.9338496999867,22.2692187698579,19.6519739159919,21.5374084346621,15.3574875863018,0,0
"27",27,20.2722957864136,18.8333325627966,18.3378015878913,14.931327527911,11.893923910373,0,0
"28",28,21.3584855550832,22.7095293333792,23.0122470393789,18.2311831513216,17.8153204104779,0,0
"29",29,22.2102377658197,20.0451444741419,19.6772814723657,11.6544404437179,8.9888324644547,0,0
"30",30,20.6540443679045,18.6207718500564,18.4065760026099,11.9069421560041,8.18518804148947,0,0
"31",32,22.2102377658197,22.42902757355,21.6516625246631,22.3297137018533,21.4805878516295,0,0
"32",33,22.8796684197624,23.1638869773393,23.0974783290115,21.3355630734543,21.2499024883645,0,0
"33",34,20.8476599313172,21.4972194845269,20.2840608678472,20.6161782157713,19.6118687654643,0,0
"34",35,20.3131177809339,18.9749355577191,18.6785816985048,16.6469733591176,15.5687879247119,0,0
"35",36,21.8047726577116,18.9902603851368,20.7313175827827,18.3478424913827,19.9943164227091,1,0
"36",37,21.3584855550832,20.0183318768847,18.413948887338,14.1879249331897,10.0814087033149,0,0
"37",38,21.5816291063974,21.4629960169731,22.3363545152357,19.5695968230162,20.8753645558826,1,0
