date,workerid,amount
Fri Apr 19 09:56:44 PDT 2019,A30UE6DWFNUCWX,1.0
Fri Apr 19 10:05:32 PDT 2019,AKZD89B2WLSX7,1.0
Fri Apr 19 10:06:14 PDT 2019,A1FWP2MESHFZQG,1.0
Fri Apr 19 10:19:18 PDT 2019,A1F9KLZGHE9DTA,1.0
Fri Apr 19 10:19:26 PDT 2019,A1DX0Z20W07YOR,1.0
Fri Apr 19 10:29:51 PDT 2019,A3JGVZEXXELM3C,1.0
Fri Apr 19 10:44:01 PDT 2019,A2VLTSW6CXIUMR,1.0
Fri Apr 19 10:48:47 PDT 2019,A3K3NBUVBZNTH0,1.0
Fri Apr 19 11:14:28 PDT 2019,A3J85WP15JFYW0,1.0
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
