date,workerid,amount
Tue Jan 15 16:09:17 PST 2019,A28JBLYZSQRJ5Y,0.75
Tue Jan 15 16:10:03 PST 2019,A1B2V27QSGPT6W,0.75
Tue Jan 15 16:10:11 PST 2019,A2KGXJCZS211BA,0.75
Tue Jan 15 16:11:24 PST 2019,A1BIN5R8FF4FQR,0.75
Tue Jan 15 16:12:32 PST 2019,A1F2VHKMDWEA2X,0.75
Tue Jan 15 16:16:10 PST 2019,A3QGEH7Q0OU3R0,0.75
Tue Jan 15 16:19:52 PST 2019,A1GL4CFP7ZW55X,0.75
Tue Jan 15 16:28:08 PST 2019,A3VDG4N48AVYGQ,0.75
Tue Jan 15 16:36:41 PST 2019,A1LQLIHRB3SCXN,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
