date,workerid,amount
Wed Apr 10 09:11:28 PDT 2019,AUFUUD4WG9CVO,0.45
Wed Apr 10 09:13:44 PDT 2019,A397QMUM40C4SH,0.45
Wed Apr 10 09:15:43 PDT 2019,A3AS3TZQF4X6ZK,0.45
Wed Apr 10 09:17:10 PDT 2019,A2YAQ5D2N5GNWF,0.45
Wed Apr 10 09:23:08 PDT 2019,AWRTEHHCTYDU3,0.45
Wed Apr 10 09:35:39 PDT 2019,AK3H5QRAROFGP,0.45
Wed Apr 10 09:53:35 PDT 2019,A3HB980XHBF7RA,0.45
Wed Apr 10 10:07:31 PDT 2019,A3UN1F1EOHKKE6,0.45
Wed Apr 10 10:11:22 PDT 2019,A3SYY5R44RAATE,0.45
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
