date,workerid,amount
Fri Apr 19 09:45:14 PDT 2019,A2GG7HIO2OIXUR,1.0
Fri Apr 19 09:55:50 PDT 2019,AYNWXFK66TKOZ,1.0
Fri Apr 19 09:57:32 PDT 2019,A37P8UZ3SAKM7A,1.0
Fri Apr 19 10:09:42 PDT 2019,A39ROW50DWRRKT,1.0
Fri Apr 19 10:14:19 PDT 2019,A1VZSFHTU51JP0,1.0
Fri Apr 19 10:21:54 PDT 2019,A1F1BIPJR11LSR,1.0
Fri Apr 19 10:27:08 PDT 2019,A12DY4HHG6MYF0,1.0
Fri Apr 19 10:28:27 PDT 2019,A1H1TKK54YG94Q,1.0
Fri Apr 19 10:39:08 PDT 2019,A3EHDY67QENKPT,1.0
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
