workerid,language,enjoyment,gender,age,comments,assess,education
0,English,1,Male,36,,Yes,4
1,english,1,Male,23,,Yes,2
2,English,1,Male,40,,Yes,2
3,English,2,Female,28,N/A,Yes,3
4,english,2,Male,30,,Yes,2
5,English,2,Male,26,,Yes,2
6,English,1,Male,28,Thank you!,Yes,2
7,English,2,Male,32,Fun!,Yes,1
8,English,1,Female,55,Was really confused when it said could choose a single utterance.  Was I to choose only one answer?? or a series that fit the one I was thinking about???,Confused,2
