"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,8612194924.06345,0.539526099018025,2.25591674198977,0.497215310193224,1.23883733964289,0.588399665540477,10,0.274497183795649,0.586115318152991,0.926024021080064,0.434402729868744,10
"2",2,6180340533.06852,9996483228.34466,0.985694500557101,0,5.02756402729034,0.44623474941344,1.98058409173815,0.0114026069825252,0,0.392963039403899,0,10
"3",3,9995469148.44958,9998321664.66437,-0.914394716583257,0,7.50870190925802,0.787582505580253,4.1175797280625,0.00302484792354068,0,0.00797758684772275,0,1.30923415736586
"4",4,6164732323.15195,9927006304.54239,-1.04464036200312,0,1.03039222854081,0.712802966449538,3.66614942427406,0.194405655196124,-2.77555756156289e-17,1.27112920942679,0,10
"5",6,1932154823.87556,12.1135129347351,-1.50990331349021e-14,0.302234938259165,-3.76569083880993e-13,0.273495265455852,5.65267834786111e-12,0.64010641494078,2.33756514096385,2.20784181020547,3.18583717424813,10
"6",7,9655987021.34052,1.01900570532236,5.15232301268043e-12,1.01883802008961,0.994428088171497,0.330809295872398,-1.05808780379442e-13,0.328789476460557,0.965304949401551,1.13299781942865,0.829176091808715,10
"7",9,6180340298.2237,0.0193977238952791,-1.95299516739294,0.0366460811181099,1.50541071549299,0.830070669163208,10,0.124281084797519,0.0267429036779502,0.129645454434338,0.0275606760130832,1.03377822584318
"8",10,2360678770.15484,2.53578532985278,-6.62833228493562,0.345998539539087,5.29271348204881e-11,0.268030633615664,-2.25307692931027e-12,0.375284412168386,1.85961862918679,1.2467723401162,1.5470739917482,10
"9",11,9999940541.91255,0.769160836150746,1.99840144432528e-14,0.769230813430419,1.08449643416122,0.254888156099551,-1.1485507368955e-12,0.299464854903134,0.749857774455815,1.01393788466427,0.585806174644101,10
"10",12,9655833812.98709,9994730408.64074,-1.33226762955019e-15,0,5.11775267084971,0.301903195201967,9.18151436336929e-11,0.0116073242674941,0,0.0215469150304042,0,1.26031500929198
"11",13,9999999849.47846,5.8811045049607e-05,-2.08189318287274,0.00208701485012057,8.49146465653829,0.749525122833907,10,0.01119185563307,0.0010831777910611,0.0146173784586434,0.00111728445797669,1.24526814967415
"12",14,8611178440.94345,0.0902122374346747,1.57834305944,0.062453160263822,2.35502938917328,0.748532083395332,10,0.0798237835501212,0.0356661647001449,0.62021548647722,0.0796214316023312,10
"13",15,6094153539.0789,1.41431018501286,-1.19904086659517e-14,0.335181401134208,8.39662171354774e-11,0.207869567756409,-1.58457574430324e-13,0.0949571871135992,0.828572865093939,0.560015465989887,0.389120207932613,10
"14",16,8611178440.94345,0.022939682392349,-2.43780050390161,0.0567452805411103,2.68667141795224,0.400072027616782,4.8818098328167,0.0453216202619053,0.022850592959417,0.0771318175928597,0.0329022780549728,1.46322831973542
"15",17,8572644104.91216,0.486649082707288,-3.63890170899204,0.0177202104270735,10,0.461219705796102,10,0.230708466204786,0.521811165769814,0.152435312335794,0.00918332272683262,10
"16",18,3819660055.58364,9982609144.48818,-4.63124566905845,0.217575560447158,1.11098078320072e-14,0.237958836036253,-1.0472096423835e-13,0.000941006653647606,0.864434448319873,0.000687609660732658,36.1960473411556,10
"17",19,9995469148.44958,9992692808.6654,7.77867764457322,0,8.60801517890897,0.793260682917742,1.51683175969554,0.00168176011718301,0,0.00702260533979253,0,1.45889686139593
"18",20,6180337699.29619,9983074758.85447,1.00026850788391,0,1.91701012472364,0.608942569628561,3.15740450311536,0.0855106742393,0,0.00722596322742228,0,0.334934396237088
"19",21,8611178440.94345,0.646854109936649,-2.70313231940111,0.632201969532941,1.08708241548203,0.197078286903854,-1.71693320629777e-13,0.291793724488748,0.701064746488473,0.993264322443541,0.550666874014516,10
"20",23,2016261106.72885,1.79666446059807,3.73034936274053e-14,1.77167231811281,0.799805982124884,0.260477966316376,-1.89055016360215e-12,0.0546704488558064,0.206775791351466,0.00384134048146089,0.0181981632361548,0.393871716973421
"21",24,9999999849.47846,0.430944613322672,4.02074562723787,0.0146099201449566,10,0.419815944646676,10,0.205656821151588,0.439222368672924,0.15007438036588,0.00631363326264475,10
"22",25,9999999849.47846,1.18583101366675,8.98375062242504,0.383104497685002,8.5102198611882e-11,0.274179879941754,-5.75908991414877e-11,0.17943475882466,1.17230694908548,0.0135841740018514,0.00252216571572994,3.02057375814347
"23",26,9999999849.47846,0.661969396013384,4.34087012386948,0.0140756702402319,10,0.198637618745396,3.25241418018174e-15,0.241076421280416,0.707556653689057,0.205053222238485,0.0153129981968203,10
"24",27,6180339719.69077,9999111119.97868,0.460041121382133,0,6.30618256955515,0.716713023708849,2.15646388244258,0.00524474456330372,0,0.010530604478322,0,1.23191885995775
"25",28,2361011543.29251,9993665932.55605,1.42835749341077,0.00163577135946009,2.9740888531322,0.000520629452529323,0.516376784385185,0.0477469117640165,0,0.0537477508616628,0,1.06748369212394
"26",29,7199240517.5846,0.292968733008641,-2.23596460625656,0.01514281561461,9.25195749101193,0.634845044774126,10,0.194113441063167,0.285379278026365,0.241162489447092,0.0197595974899129,10
"27",30,9999940541.91255,0.619487590536148,3.71545208841773,0.526240529551254,1.39569289231658,0.175862737236739,-1.45554977003804e-13,0.257331131212698,0.667773413728086,0.188759467048771,0.0157611026473274,10
"28",31,8572584392.81613,9994794329.73444,0.407561840422634,0,4.40116154043068,0.526883149099621,1.14618771973223,0.0162877623910712,0,0.023620121378318,0,1.15721126748345
"29",32,9999999849.47846,0.00355122024741462,2.04912988107168,0.00289407620111703,7.80816287394066,0.73495464664236,10,0.0103079750027276,0.00119655164720833,0.0107327887988921,0.00118625677900069,1.09644923907518
"30",33,3819671297.07817,9994945578.27333,7.95316941770299,0,4.89738801309914,0.264547676313567,2.89911151888645e-10,0.0131612270796082,0,0.0171990494994123,0,1.10609428561654
"31",34,3819660055.58364,9974989579.23346,-6.17284001691587e-14,0.221674557215929,-1.62605638479569e-15,0.236065208276001,-2.06658443135396e-14,167.451821357276,104.649578379348,1.02264179867645,0.721428657846255,-5.11239492395623e-14
"32",35,9999999849.47846,0.377274440284036,3.00378487155215,0.0197311181150441,10,0.528968275738468,10,0.194040471871198,0.370490743353778,0.187650623472044,0.0173940279214765,10
"33",36,9999999849.47846,0.450729092831221,4.23151264377686,0.0198389555577572,10,0.423391181857903,10,0.178094349771953,0.421784638338701,0.20249143922786,0.0203718331114592,10
"34",37,3819660055.58364,9996338690.56523,-5.63680538355047,2.16670152246404,-10,0.326454470366176,3.0584121451752e-14,0.261251608309586,0,1.47846991888084,0,10
"35",38,9999975887.8108,9997487039.94784,1.24164233519176,0,10,0.624075129573606,4.35598813448825,0.000640289978334162,0,0.00575770617995481,0,2.04864812740479
"36",39,2360678770.15484,9871261168.82099,0.642541288568088,0.0045540354980717,0.686646413109761,0.177566943417514,0.602255887496752,0.276553599250867,0.00768653821554706,0.00468834394089253,0.00122453755759106,0.165255222536131
"37",40,8611178440.94345,9992254927.95858,-1.64313007644523e-14,0,3.69131858761261,0.567512148440732,0.362275229049978,0.0221080900455403,0,0.00340701642618037,0,0.553847632106569
"38",42,6114572971.9703,0.447296933148934,-2.32873550562348,0.32560207416057,1.62204457873005,0.582780054159292,10,0.239759002098329,0.484016591641333,0.230180247560819,0.0249297181085694,10
"39",43,8991869381.24422,0.29719197749434,-2.85331117685695,0.0110601869459848,10,0.54760795447484,10,0.00244257357248599,0.00109687706937622,0.0077431814002059,0.00120891141179793,1.86374444935781
"40",44,6180340044.38184,9928805099.2204,1.02140518265514e-14,0.277054580735659,5.81545198029284e-13,0.268132823659587,-7.49873019791312e-10,53.2866404567639,43.6904484562261,0.925306813693215,0.786384182246218,-1.45505275375468e-12
"41",45,9655581618.16744,3.01354685944083,-6.86705147756465,0.339134927628839,-8.87181801060012e-15,0.268753361102646,-2.072146883133e-11,0.364006114982408,2.38422019866201,1.22913568175496,2.0217458132378,10
"42",46,9655581618.16744,9987257516.10609,1.57636621699672,0,10,0.750779271533063,6.59283767481715,0,0,0.00107321332299655,0,3.94269280947186
"43",47,6117441433.36383,0.284015616935188,2.50678505367325,0.018643701774325,8.38743056465542,0.585641275205592,10,0.149615751079639,0.213226119066226,0.266935744102572,0.0245854873365423,10
"44",49,9999999849.47846,0.48933459814128,3.92000028097201,0.0142377934699158,10,0.431000221655976,10,0.21530084641655,0.512501386334188,0.180071876867958,0.0104295733058692,10
"45",50,9999999849.47846,1.7335479481067,6.93163420966374,0.361000524020178,1.90048632884942e-14,0.251154634754707,-6.84100112672927e-12,0.2716595531368,1.64434003594302,0.928372578154647,1.25464596181329,10
"46",51,9999999849.47846,9992486237.28482,1.60515648338223,0,9.97977729031759,0.93944746784665,10,0.000975806604663069,0,0.00664260721080896,0,1.70945062629918
"47",52,9655595534.19764,0.153850650257348,1.42997479993167,0.138673205604207,1.55916362085278,0.984749428884432,10,0.201838539304267,0.154756411758292,0.98356933956875,0.197908253706308,10
"48",53,9999999849.47846,9983112153.8891,0.793967497882116,0,10,1.09015431656134,6.18149813315569,0.00061605602142689,0,0.11831045373168,0,10
"49",54,9999999849.47846,0.246497303894372,2.48580665735161,0.010890443686112,9.84798570484971,0.603217487122208,10,0.00286061094305276,0.00152329526193896,0.00423228793357095,0.00121592927157036,1.48733573174209
"50",55,4697634803.96929,0.528986576538457,1.96109118645796,0.487213817071642,1.25090860007571,0.613597375056376,10,0.270798338299424,0.570245596883594,0.877893732262609,0.381730026632456,10
"51",56,9999999849.47846,0.289009934998565,2.73939315340642,0.012915450757727,8.7479357575011,0.555374820811686,10,0.00327044389066077,0.00166674073453538,0.00774099066666312,0.00193421950077988,1.58054890718987
"52",57,9655581618.16744,9997729009.11009,1.16716578322243,0,10,1.19793592264133,10,0.000540300393763929,0,0.0987378014326269,0,10
"53",58,9999999849.47846,0.0612809913924395,2.04024493231597,0.00324425020439857,7.81470870840077,0.719446767675545,10,0.00893925685929442,0.0014600452111985,0.00858676654960621,0.000942846059635909,1.11810607771877
"54",59,9662904924.28134,0.70910515435892,1.15463194561016e-14,0.694958415594074,1.19729917793286,0.287628146914317,2.27569536070789e-13,0.284837778435422,0.713242260413232,0.994015265545201,0.575676907878552,10
"55",60,9999999849.47846,0.0150709229149143,1.918169444248,0.00229796743464248,8.07314948036651,0.760661643010125,10,0.0108239158301295,0.00129402537424159,0.0143704739299411,0.00117016435252344,1.35202684258975
"56",61,8611161175.70185,0.0471700961597866,2.2113749346777,0.00272563738393839,8.047593463347,0.690826459371325,10,0.00971974187540376,0.00141881833462511,0.0105232304199319,0.00150128421545453,1.06958626233212
