"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"2",2,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"3",3,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"4",4,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"5",6,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"6",7,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"7",9,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"8",10,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"9",11,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"10",12,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"11",13,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"12",14,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"13",15,0,0,7.84238951495447,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"14",16,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"15",17,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"16",18,0,2585.4328392157,2609.10649286076,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"17",19,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"18",20,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"19",21,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"20",23,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"21",24,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"22",25,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"23",26,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"24",27,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"25",28,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"26",29,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"27",30,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"28",31,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"29",32,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"30",33,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"31",34,0,2379.58438136017,2329.8643431706,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"32",35,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"33",36,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"34",37,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"35",38,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"36",39,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"37",40,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"38",42,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"39",43,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"40",44,0,463.00837850245,441.030382406283,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"41",45,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"42",46,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"43",47,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"44",49,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"45",50,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"46",51,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"47",52,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"48",53,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"49",54,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"50",55,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"51",56,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"52",57,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"53",58,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"54",59,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"55",60,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"56",61,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"57",62,0,587.347450166493,591.110617318503,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"58",63,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"59",64,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"60",66,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"61",67,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"62",68,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"63",69,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"64",70,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"65",71,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"66",72,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"67",73,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"68",74,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"69",75,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"70",76,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"71",77,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"72",78,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"73",79,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"74",80,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"75",81,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"76",82,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"77",83,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"78",84,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"79",85,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"80",86,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"81",87,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
"82",88,0,0,0,0.120337361739123,2825.3469517191,0,1446.51696504169,10,-10,0
