"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,0.475874199707092,0.0234549207963471,-0.0574332900875499,0.000532328475453344,-10,0,-0.0574523373699186,0,0.0224189445688301,0.870233725019434
"2",2,9999663479.24442,9999136840.84063,0.0686407570992779,2.20137959696326,10,0.412700700801903,10,5586.92962510635,4527.62105443176,-10
"3",3,9999651261.09355,9999669207.58604,0.101016216310863,1.93396052274521,10,0.273072996728142,10,0.273072946194535,0,10
"4",4,9983401505.30961,9996226572.65239,0.0166063259147259,3.49913889141456,10,1.36243197808345,10,0.00081921457892665,44.8298661501345,-10
"5",6,11.4128475096142,12.4930894908207,0.00579428874788526,3.17798936317809,5.52159667375301,5.31641727550144,-10,1.52040708170977,0.219383892511009,-10
"6",7,0.891584823416188,0.143211414202951,-0.0538584486790839,0.00825199220872637,-10,0.172390503999517,-3.79601812469647,0,0.0315501464476159,4.0106027279245
"7",9,0.945248584752147,3.78887885271302,0.0158272002185565,2.82962138036277,-1.94070246923385,1.3868904962991,10,1.38689900519945,0,10
"8",10,1.12962993242845,0.0529439243733769,-0.179820514605953,-1.73472347597681e-18,-10,0.00141861431903579,-1.5403353095332,0,0,-0.179820873372612
"9",11,0.480454575392706,0.0194505390371946,-0.457158759339398,0.000735194567593925,0.0664374573291298,0,-0.457151880415879,0,0.018806967197535,0.888838795335873
"10",12,9999842677.25094,9998578638.96401,0.0699350117029305,1.25136968009458,10,597989.624897589,10,9572.95492493741,16908.768680012,-10
"11",13,0.0237056012273537,5.8811045049607e-05,0.0485698913232223,0.000675818023128365,0.228557291334929,0.00310092563018455,0.508607025075949,0.00347110440864742,0,0.532603211456748
"12",14,0.592460641966047,0.745588456414994,0.0117935097558527,0.943452628885605,-0.592761759405776,0.587175877406882,0.973985681354869,0.000644465364361838,0.231406629307058,1.04966021942022
"13",15,8.10540743584884,8.77548767645889,-0.000851000853369237,5.17716127652173,-10,2.48672392677132,-10,1.35524858251923,0.156194742737614,-10
"14",16,1.95434858864109,10.4763536022184,0.0144190749272733,12.7446745162087,-8.59013353798325,1.45332112456613,10,1.45332099783198,0,10
"15",17,0.418239318946741,0.0124888652682323,-0.215499260967542,0.000823306844418029,0.0447142781127257,0,-0.21549969364701,0,0.0112041410781802,0.884104299726668
"16",18,9996234942.0014,9996340754.90851,0.00276542918255795,257410.036701256,10,507547.058800388,-10,4023.63598183323,4461.85114614895,-10
"17",19,9998602090.21548,9999135922.54101,0.117575345238397,2.15496448450912,10,0.242833864462502,10,2862.79236384949,3017.4450163446,-10
