"","V1","V2","V3","V4","V5","V6","V7"
"1",1,1.96040923328861,1.83760606000784,1.23000037732127,0,0,0
"2",2,1.64982496057066,1.64982496059372,1.47036190983852,0,0,0
"3",3,1.9435705287357,1.94357052875367,1.03576379853831,0,0,0
"4",4,0.444797767031692,0.444797767034259,0.593787374842916,0,0,0
"5",6,0.0569290488674514,0.0566657692710264,0.299651619120357,0,0,0
"6",7,0.715282958719186,0.661790332066491,0.258448741268466,0,0,0
"7",9,2.4811914486792,2.47586749847894,2.56623870760068,0,0,0
"8",10,3.15968851076086,3.10661379971982,1.09860952051328,0,0,0
"9",11,6.98063702740448,6.73672454793395,1.8608219123689,0,0,0
"10",12,1.32142631521827,1.32142631524586,1.45583779830818,0,0,0
"11",13,9.75378480821673,8.87225970418714,8.84452058282487,0,0,0
"12",14,1.38336592333256,1.37396098179772,1.39466969936986,0,0,0
"13",15,0.0884814730400553,0.0880067575051772,0.274551243690428,0,0,0
"14",16,0.500220652706194,0.499306305758777,0.593807695776901,0,0,0
"15",17,6.25160397591562,5.94333431776753,2.51006997856573,0,0,0
"16",18,0.804338970983126,0.804338970988496,1.17480907186049,0,0,0
"17",19,4.52681115056587,4.52681115059507,3.62808033499016,0,0,0
"18",20,1.2022466823704,1.20224668237646,1.33500398402153,0,0,0
"19",21,6.26117215115328,6.10171640538214,3.27491191546429,0,0,0
"20",23,0.0254706409328999,0.0250648221798834,0.149342717615704,0,0,0
"21",24,14.3955170355474,14.2524562259175,11.4732535156684,0,0,0
"22",25,11.6750443144467,11.6313156916596,10.9614585102385,0,0,0
"23",26,3.76424666032966,3.66664774599052,1.49211893500746,0,0,0
"24",27,2.02369913036262,2.02369913038829,1.50177648100997,0,0,0
"25",28,0.701202679519017,0.701202679525642,0.807755845194224,0,0,0
"26",29,6.90592276853562,6.34031521594969,3.98813411214813,0,0,0
"27",30,6.73666708806895,6.54698858174712,1.8140702637307,0,0,0
"28",31,2.10307841243453,2.10307841245177,2.14523736034439,0,0,0
"29",32,7.37765004644327,6.06124847967439,6.03172520549481,0,0,0
"30",33,7.79142078354021,7.79142078359331,8.64364712864358,0,0,0
"31",34,0.956826656462299,0.956826656467643,1.28924463773506,0,0,0
"32",35,26.9535816771119,26.2551562932302,20.1254292299931,0,0,0
"33",36,24.7563570997757,24.33937222254,19.1855341247714,0,0,0
"34",37,1.19980259720921,1.19980259722085,1.6452221532002,0,0,0
"35",38,12.4946337973773,12.4946337974094,8.97435888809158,0,0,0
"36",39,0.549638407849176,0.549638407851687,0.843657515668599,0,0,0
"37",40,0.796809884340737,0.79680988435264,0.836584962071378,0,0,0
"38",42,7.70158002729553,7.34015244061335,3.36240864311881,0,0,0
"39",43,17.4256774742106,16.9109187812358,14.5074821908985,0,0,0
"40",44,3.96072551667358,3.960725516675,4.13179990208984,0,0,0
"41",45,1.87111503754626,1.84762118490709,0.724537886402633,0,0,0
"42",46,14.6644983445061,14.664498344549,3.86438085298363,0,0,0
"43",47,8.15160306878016,7.61296056739014,4.86385798515503,0,0,0
"44",49,5.3777795448625,5.22280035136543,1.81134980638096,0,0,0
"45",50,4.75712086378666,4.73792328913454,2.43431937123721,0,0,0
"46",51,9.6226039644018,9.6226039644119,6.48829546366868,0,0,0
"47",52,1.1733604908448,1.11910396722491,1.19129313207425,0,0,0
"48",53,11.7575499504766,11.7575499505087,7.06024847752168,0,0,0
"49",54,6.03929408449852,5.27559745397412,2.44373979883211,0,0,0
"50",55,5.11073820970768,4.83359182671914,2.07475237464864,0,0,0
"51",56,6.09742255694712,5.69478820139753,3.7212753861741,0,0,0
"52",57,15.0111195696534,15.0111195696905,6.04588304528228,0,0,0
"53",58,8.36721329482357,6.78261411896262,6.70212696668681,0,0,0
"54",59,1.87750883347903,1.75410441270125,0.867092528722187,0,0,0
"55",60,10.0250130050473,8.84659511990144,8.80007961398076,0,0,0
"56",61,9.7691070969115,8.93820519474743,8.86763091054623,0,0,0
"57",62,0.0399399372543288,0.0399399372546494,0.155049362090352,0,0,0
"58",63,0.0301480276642264,0.0301480276649143,0.183765917998591,0,0,0
"59",64,5.84330089502594,5.46631761766919,2.82963598567574,0,0,0
"60",66,3.78383622199938,3.78383622200891,3.47099804535865,0,0,0
"61",67,0.639977621815907,0.632230601455054,0.810477133845409,0,0,0
"62",68,7.69051461823177,7.39019205768603,2.70684838319594,0,0,0
"63",69,0.855014086062857,0.804220483162877,0.54376248482307,0,0,0
"64",70,1.8770498166768,1.87704981669252,2.24898261402123,0,0,0
"65",71,0.83830648012713,0.838306480133895,1.10120130700214,0,0,0
"66",72,2.26144750306697,2.25468187410073,1.71809486669487,0,0,0
"67",73,0.388185251182734,0.388185251193672,0.532904983749039,0,0,0
"68",74,4.03415154737914,3.61632761971741,3.55097328954221,0,0,0
"69",75,10.3414023653689,10.1513766513887,9.88852473381789,0,0,0
"70",76,4.70056017485279,4.20973347017163,2.05735974991492,0,0,0
"71",77,5.86523143762994,5.4581822099017,2.61224988062444,0,0,0
"72",78,8.68727578871468,8.68727578872528,8.66155842892863,0,0,0
"73",79,5.77583158439859,5.77583158444473,6.6377337623447,0,0,0
"74",80,0.532853675854362,0.475249575762031,0.372023490814568,0,0,0
"75",81,2.16909848918293,2.10966013964696,0.724519089354796,0,0,0
"76",82,2.20136326567,2.20136326568403,1.77015974097661,0,0,0
"77",83,1.2530057886899,1.25300578871262,1.34210792623162,0,0,0
"78",84,4.98153586021774,4.88458964721245,0.53608175379219,0,0,0
"79",85,13.8680374143167,13.8680374143328,9.36799015504068,0,0,0
"80",86,3.41713958610729,3.41713958614007,4.14280180440969,0,0,0
"81",87,8.42063982115697,7.46400302219096,7.4290778475143,0,0,0
"82",88,12.0733914659446,12.0733914659816,7.42337600373668,0,0,0
