"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0.480917157632199,-0.0574118012580205,-8.67361737988404e-19,-10,0.002108032028457,-0.552432813178369,0,0.020650898202706,0.837089365758775
"2",2,9998980192.71585,0.0685753275121924,2.01451697892811,10,0.454742157325362,10,3544.08452254564,3566.32294032875,-10
"3",3,9999096805.44641,0.100944865786839,1.68813882983751,10,0.286852861688515,10,0.286852844737036,0,10
"4",4,9996884031.00555,0.0166017361608618,3.28408621010888,10,1.37446300133445,10,0.000852704336342893,44.9814030077154,-10
"5",6,11.4184622414477,0.00578898278005973,3.18614822246771,5.45895292678672,5.34735009080073,-10,1.63467527913375,0.195316129491947,-10
"6",7,0.908088827121479,-0.0538245885630862,0.0118035062734533,-10,0.150442943767274,-3.30623682893991,0.00390846401716804,0.0124345922752727,-0.746856508110874
"7",9,0.901225567698185,0.0158297622292345,2.8269735332166,-1.93244947922909,1.37487318100075,10,1.37487329876681,0,10
"8",10,1.14994059851315,-0.17974743750279,0.000814678880125317,-10,0.00109803199329135,-1.5132805367061,0,0.00045635796764345,-10
"9",11,0.489269202539925,-0.456687053018307,0,-0.456676108562979,0,-0.456676019656179,0,0.0167087953810316,0.851247729870454
"10",12,9999842677.25094,0.0698385041608492,1.05801808142318,10,911776.145536201,10,5334.09094978586,6160.02057086403,-10
"11",13,0.0241623288772212,0.0485546332459487,0.000669975741850299,0.226497771133884,0.00285816230594587,0.49934197581449,-8.67361737988404e-19,0.00781380763421196,0.465112016394787
"12",14,0.570118146669316,0.0117945023075472,0.950629165699736,-0.631504234265644,0.573418502793299,1.01582217826069,0.000627249867123909,0.227407773751711,1.06475718165513
"13",15,8.11974375939485,-0.000848648877647122,5.15252558896273,-10,2.50664252981134,-10,1.39279510385641,0.139516309656589,-10
"14",16,1.91677347422861,0.0144103017977459,12.7418228949824,-8.58738377153284,1.48960256203005,10,1.4896037802105,0,10
"15",17,0.430232103502503,-0.215442660200544,0,-0.215443059345102,0,-0.215443037725947,0,0.00782959196447742,0.832263381601875
"16",18,9996133597.62887,0.00277024504347992,172193.089873451,10,692140.159277166,-10,2264.24626340787,2713.54551148179,10
"17",19,9998602090.21548,0.117441219899342,1.8095815200351,10,0.281799724685293,10,3038.92860716277,3166.61255388308,-10
"18",20,9999176414.33477,0.027700819514176,2.84366707106004,10,0.898320983782371,10,2279.03661039169,2712.83791152186,-10
"19",21,0.6462503270861,-0.203185629149217,0,-0.203186381046675,0,-0.203185523193285,0,0.022571950934645,0.945003257453479
"20",23,6.41273759049081,0.00600097209749816,8.14031054072299,-10,6.34704727435477,-10,0.000608457066818855,1.13769178194269,-0.929926707194126
"21",24,0.631002660413448,-0.20953701018651,0.000729230757640593,-10,0,-0.209554698382105,0.000880893555455877,0.441718368356572,0.362123247439772
"22",25,0.885788412999713,-0.0794340353242489,0.000400267015478526,-10,0.0018522590502359,-0.720974522058259,0,0,-0.0794329727575119
"23",26,0.819108780747786,-0.211557864031091,0.000380463763043943,-10,0.000660317769633596,-1.60136315309467,0,0.000525817402786872,-10
"24",27,9999480998.91801,0.0873423416780173,1.0022429766471,10,0.359393515486901,10,3522.50044550581,3546.02543134616,-10
