"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,0,0,0,0,0,0.0224171157336116,0.0227592062491317,0.870233583053971,0.908712865873355,0
"2",2,0,0,0,3650.1434989357,2262.92115098188,3660.92973591042,4542.96762578172,-10,-10,0
"3",3,0,0,0,0.273072946194646,0.273072845521844,0,0,10,10,0
"4",4,0,0,0,0.000819217679306839,1295.65089631477,44.8298642662369,2236.57764532683,-10,-10,0
"5",6,0,0,0,1.52040708221033,1.5204385865571,0.219383892478214,0.219384138504604,-10,-10,0
"6",7,0,0,0,0,0,0.0315501469297158,0.0315492921611384,4.01060275403823,4.01056422992308,0
"7",9,0,0,0,1.38689900522039,0.000756194993494051,0,0.163692042356474,10,1.77838887883687,0
"8",10,0,0,0,0,0.00149512886438157,0,0.00237812449466626,-0.179820873372612,-1.67175725344164,0
"9",11,0,0,0,0,0,0.018806967197535,0.018161237406694,0.888838795335873,0.8262690152955,0
"10",12,0,0,0,5019.30960467731,7262.68997636278,6970.52886774353,6967.83603652584,10,-10,0
"11",13,0,0,0,0.00347110440864742,0.000883325364967435,0,0.0727389003693681,0.532603211456748,1.06565846431364,0
"12",14,0,0,0,0.000644465364361838,0.000903041224271175,0.231406629307058,0.240586034113676,1.04966021942022,1.07536611599942,0
"13",15,0,0,0,1.35524676510385,0.000526343027776274,0.156193881963275,1.11840876532356,-10,-1.01133767057804,0
"14",16,0,0,0,1.45332099706553,1.45331794679967,0,0,10,10,0
"15",17,0,0,0,0,0,0.0112041410782009,0.0111564167322391,0.884104299726283,0.881749500093298,0
"16",18,0,0,0,2200.76731331436,1957.55079805076,2513.33221875854,2545.13446148428,-10,-10,0
"17",19,0,0,0,2789.81584841401,3181.93247845136,3062.13872742488,2319.83873759614,-10,-10,0
"18",20,0,0,0,2296.42318510747,1760.13661391355,2722.66607276413,2983.45772801215,-10,-10,0
"19",21,0,0,0,0,0,0.0245388170045502,0.0226964594286176,0.932635163853729,0.827919720272251,0
"20",23,0,0,0,0.000886744781244685,0.00101404264818404,1.17022508955127,1.17947353469799,-1.06125261763996,-1.0451981598042,0
"21",24,0,0,0,0,0,0.0283020834119905,0.0287207938840727,0.910754786895296,0.960750355868969,0
"22",25,0,0,0,5.05070574368564e-05,0,3.04483804104927e-05,0.0394622293553226,-0.401767153822251,0.665608598685314,0
"23",26,0,0,0,0,0,0.031000189470179,3.46944695195361e-18,0.915541132928636,0.114128532037251,0
"24",27,0,0,0,5926.99423458223,3471.29871328049,4389.92347658804,4984.79379974108,-10,-10,0
"25",28,0,0,0,1751.48484697695,0.000941089596592641,2819.80621338216,28.0681884980304,-10,-10,0
"26",29,0,0,0,0,0,0.00439758380683642,8.18768203911546e-05,0.92447160505031,0.683200701218817,0
"27",30,0,0,0,0,0,0.0158735152880808,0.00126226300936856,0.883128847480225,-10,0
"28",31,0,0,0,2783.93384865976,0.000601799553468382,2794.50776890633,7.17626178067613,-10,-10,0
"29",32,0,0,0,0.000722448419830243,0.000863409565647992,0.01185300407554,0.0958540528937591,0.764304252608483,1.04923301807632,0
"30",33,0,0,0,3269.43589892603,2916.85314655879,3281.04863568568,3839.1274485799,-10,-10,0
"31",34,0,0,0,3121.00638274734,2653.37723429904,3221.44920871994,3500.62621885497,10,-10,0
"32",35,0,0,0,0,0,0.00429499179389138,0.00445722025900516,0.897831891674032,0.92307410943953,0
"33",36,0,0,0,0,0,0,0.00187572131818879,-10,0.836430121962062,0
"34",37,0,0,0,2708.49793357747,3586.57377951775,3169.02276050584,4606.54960613062,-10,-10,0
"35",38,0,0,0,0.153586687843334,1494.98707314978,0,1764.82653758867,10,-10,0
"36",39,0,0,0,1379.84147941059,1344.22479675116,1582.87788433074,1272.52106401326,-10,-10,0
"37",40,0,0,0,3376.44350680805,0.000515518166739981,4058.27786149515,8.37305732721139,-10,-10,0
"38",42,0,0,0,0,0,0.00884735079383034,0.00167236288184478,0.922064152160058,-5.48263507188214,0
"39",43,0,0,0,0,0.00245962835726211,0.00257800431873178,0,0.917652586141284,-1.91848055552363,0
"40",44,0,0,0,0,0,3.84270211249357,3.84227198461071,-10,-10,0
"41",45,0,0,0,0,0,0.000198756313942694,0,-10,-0.0974879132755353,0
"42",46,0,0,0,0,0,0,0,0.536909115170785,0.536909114831249,0
"43",47,0,0,0,0,0,0.0045214729163324,0.00476556448570037,0.954870317120717,1.03844134366179,0
"44",49,0,0,0,0,0,0.0135900263840952,0,0.912653141608883,-0.418727420324367,0
"45",50,0,0,0,0,0,0.0936805899795263,0.0295109330397178,0.847331001932866,3.32501507473655,0
"46",51,0,0,0,0.0027547204385297,0.000832079606929123,0,0,1.38327354931767,1.04804550329573,0
"47",52,0,0,0,0.410477425022821,0.410478694571163,0,0,0.5716149014654,0.571617746603244,0
