"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",0.000348410546320399,0.000348410546320399,0.000348410546320399,0.000689462055394571,0.000855295896633663,0.000855295896633663,0.000348411763931728,0.000348411763931728,0.000348411763931728,0.000348409179593409,0.000348409179593409,0.000348409179593409,0.000746446218639786,0.000746446218639786,0.000746446218639786,0.000348411763931728,0.000348411763931728,0.000348411763931728,0.000348409179593409,0.000348409179593409,0.000348409179593409,0.000348409179593409,0.000348409179593409,0.000348409179593409,0.000689462055394571,0.000855295896633663,0.000855295896633663,0.000348410298700969,0.000348410298700969,0.000348410298700969,0,0.000441152770240396,0.000441152770240396,0.000689462055394571,0.000855295896633663,0.000855295896633663,0.000348409179593409,0.000348409179593409,0.000348409179593409,0.000746446218639786,0.000746446218639786,0.000746446218639786,0.000348410926271104,0.000348410926271104,0.000348410926271104
"2",3623.19615640493,3709.28499872266,3709.28499872266,3585.8858069782,3617.70143789981,3617.70143789981,7988.23387535525,6159.86399678696,6159.86399678696,9116.35059860817,9649.59582401118,9649.59582401118,3737.28307516386,3738.57451093462,3738.57451093462,2869.45901785075,2891.73823418528,2891.73823418528,6433.51555215549,6259.88800853574,6259.88800853574,4627.05139120935,4715.96184386787,4715.96184386787,4627.05139120935,4715.96184386787,4715.96184386787,3623.19615640493,3709.28499872266,3709.28499872266,2869.45901785075,2891.73823418528,2891.73823418528,7988.23387535525,6159.86399678696,6159.86399678696,7988.23387535525,6159.86399678696,6159.86399678696,3737.28307516386,3738.57451093462,3738.57451093462,3413.0478149675,3834.17351690106,3834.17351690106
"3",3261.65712497104,3293.38278195363,3293.38278195363,3557.84593560647,4058.87473537635,4058.87473537635,3138.80903307212,3193.49271225741,3193.49271225741,3138.80903307212,3193.49271225741,3193.49271225741,3569.60773734826,3850.95084056453,3850.95084056453,3131.41377660304,3411.42574774282,3411.42574774282,3272.99386476293,3688.81430483857,3688.81430483857,3569.60773734826,3850.95084056453,3850.95084056453,3412.01817971823,3567.47637471935,3567.47637471935,3138.80903307212,3193.49271225741,3193.49271225741,3412.01817971823,3567.47637471935,3567.47637471935,3425.62747905903,3325.90094113341,3325.90094113341,3463.13023209978,3528.11008090962,3528.11008090962,3309.03539808346,3479.00414955418,3479.00414955418,3412.01817971823,3567.47637471935,3567.47637471935
"4",1523.57987656516,1597.32173915043,1597.32173915043,1919.41576777588,2055.68078001282,2055.68078001282,1742.87775695562,1834.84905302565,1834.84905302565,1128.70308635937,1242.60651421324,1242.60651421324,1523.57987656516,1597.32173915043,1597.32173915043,1523.57987656516,1597.32173915043,1597.32173915043,1549.37288990603,1760.75043582273,1760.75043582273,1594.38644787363,1651.81930895493,1651.81930895493,1545.46511411868,1685.11185848372,1685.11185848372,1545.46511411868,1685.11185848372,1685.11185848372,1742.87775695562,1834.84905302565,1834.84905302565,1523.57987656516,1597.32173915043,1597.32173915043,1919.41576777588,2055.68078001282,2055.68078001282,1549.37288990603,1760.75043582273,1760.75043582273,1494.30230017397,1635.56855252074,1635.56855252074
"5",8.209383566376,0.000678079481052307,0.000678079481052307,7.69054688304752,0.000631323092807511,0.000631323092807511,8.69327762017586,0.000541456156198864,0.000541456156198864,7.69054688304752,0.000631323092807511,0.000631323092807511,11.874673606337,0.000431219722214407,0.000431219722214407,20.8919800567108,0.000433396268394448,0.000433396268394448,11.9717505783281,0.000514464307225028,0.000514464307225028,8.94274832367513,0.000986374793193225,0.000986374793193225,11.9717505783281,0.000514464307225028,0.000514464307225028,20.8919800567108,0.000433396268394448,0.000433396268394448,9.88557686762269,0.000661414863543099,0.000661414863543099,11.9717505783281,0.000514464307225028,0.000514464307225028,9.8029993171906,0.000612935382413164,0.000612935382413164,9.30223153956838,0.00059698520454789,0.00059698520454789,11.9717505783281,0.000514464307225028,0.000514464307225028
"6",0.144442494287568,0.000521049481867377,0.000521049481867377,0.116791020336283,0.000513051151702704,0.000513051151702704,0.126508261423371,0.000682360340795711,0.000682360340795711,0.0928185553641399,0.000583889916343816,0.000583889916343816,0.144442494287568,0.000521049481867377,0.000521049481867377,0.0928185553641399,0.000583889916343816,0.000583889916343816,0.0928185553641399,0.000583889916343816,0.000583889916343816,0.116791020336283,0.000513051151702704,0.000513051151702704,0.110135183348379,0.000536229618358497,0.000536229618358497,0.11567508838714,0.000518423319794486,0.000518423319794486,0.110135183348379,0.000536229618358497,0.000536229618358497,0.126508277669357,0.000682367156241031,0.000682367156241031,0.0928185553641399,0.000583889916343816,0.000583889916343816,0.112782111338893,0.00050469828324977,0.00050469828324977,0.112782111338893,0.00050469828324977,0.00050469828324977
"7",0,2.07759386009512,2.07759386009512,0,2.84830138433772,2.84830138433772,0,3.40388073158213,3.40388073158213,0,0.927138031146633,0.927138031146633,0,0.927138031146633,0.927138031146633,0,2.84830138316233,2.84830138316233,0,3.40388073158213,3.40388073158213,0,3.44365773550069,3.44365773550069,0,2.84830138300824,2.84830138300824,227.669972122585,240.354166363017,240.354166363017,0,0.927138031146633,0.927138031146633,0,3.65790771380834,3.65790771380834,227.669972122585,240.354166363017,240.354166363017,0,2.84830138337444,2.84830138337444,0,1.25601948748025,1.25601948748025
"8",0.000348414861200881,0.000348414861200881,0.000348414861200881,0.000634935991811735,0.000581421362404248,0.000581421362404248,0.000506684375851745,0.000853139662463662,0.000853139662463662,0.000348414862241672,0.000348414862241672,0.000348414862241672,0.000348415209851134,0.000348415209851134,0.000348415209851134,0.000348414769827457,0.000348414769827457,0.000348414769827457,0.000348415491914771,0.000348415491914771,0.000348415491914771,0.000348415491914771,0.000348415491914771,0.000348415491914771,0.000634935991811735,0.000581421362404248,0.000581421362404248,0.000348414873806083,0.000348414873806083,0.000348414873806083,0.000348415133312052,0.000348415133312052,0.000348415133312052,0.000348414769827457,0.000348414769827457,0.000348414769827457,0.000348415491914771,0.000348415491914771,0.000348415491914771,0.000348415000961146,0.000348415000961146,0.000348415000961146,0.000506684375851745,0.000853139662463662,0.000853139662463662
"9",0.000746321302035534,0.000746321302035534,0.000746321302035534,0.000746249358673706,0.000746249358673706,0.000746249358673706,0.000746350188427985,0.000746350188427985,0.000746350188427985,0.000746295217939352,0.000746295217939352,0.000746295217939352,0.000746423268420805,0.000746423268420805,0.000746423268420805,0.000746423268420805,0.000746423268420805,0.000746423268420805,0.000746350188427985,0.000746350188427985,0.000746350188427985,0.000746321302035534,0.000746321302035534,0.000746321302035534,0.000746350188427985,0.000746350188427985,0.000746350188427985,0.000746270721892056,0.000746270721892056,0.000746270721892056,0.000746314730567098,0.000746314730567098,0.000746314730567098,0.000746270721892056,0.000746270721892056,0.000746270721892056,0.000746249358673706,0.000746249358673706,0.000746249358673706,0.000746249358673706,0.000746249358673706,0.000746249358673706,0.000746321302035534,0.000746321302035534,0.000746321302035534
"10",5929.49419467526,5315.85661004006,5315.85661004006,5326.97018379754,5711.5122158147,5711.5122158147,5326.97018379754,5711.5122158147,5711.5122158147,5780.38613483207,4766.92989223385,4766.92989223385,3721.04212127119,3687.90609622804,3687.90609622804,4732.77435849455,4537.11793829514,4537.11793829514,4660.10438894889,4581.5011059449,4581.5011059449,4660.10438894889,4581.5011059449,4581.5011059449,5929.49419467526,5315.85661004006,5315.85661004006,5780.38613483207,4766.92989223385,4766.92989223385,3721.04212127119,3687.90609622804,3687.90609622804,7202.22342390472,8002.14171841739,8002.14171841739,7374.26807532443,8630.19252360961,8630.19252360961,5780.38613483207,4766.92989223385,4766.92989223385,3721.04212127119,3687.90609622804,3687.90609622804
