"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"290","0.094","0.094","0.11","0.094","0.094","0.11","0.295","0.11","-1","211","311","131","222","3","7","14"
"291","0.035","0.186","0.297","0.186","0.297","-1","-1","-1","-1","322a","212","212","122","11","11","13"
"292","0.051","0.123","0.352","0.123","0.352","-1","-1","-1","-1","322b","331","311","231","9","3","8"
"293","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","232","232","232","17","17","17"
"294","0.035","0.186","0.297","0.186","0.297","-1","-1","-1","-1","322a","312","122","122","12","13","13"
"295","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","213","132","321","20","16","6"
"296","0.119","0.119","0.327","0.436","-1","-1","-1","-1","-1","332","332","332","331","18","18","9"
"297","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"298","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","313","313","313","21","21","21"
"299","0.069","0.196","0.069","0.196","0.137","0.137","0.196","-1","-1","22a1","332","111","113","18","1","19"
"300","0.137","0.137","0.196","0.069","0.196","0.069","0.196","-1","-1","22a1","312","131","231","12","7","8"
"301","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","112","24","24","10"
"302","0.147","0.189","0.147","0.189","0.174","0.155","-1","-1","-1","22a2b","223","113","111","23","19","1"
"303","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","111","111","27","1","1"
"304","0.187","0.156","0.181","0.147","0.147","0.181","-1","-1","-1","321","112","113","121","10","19","4"
"305","0.125","0.17","0.119","0.119","0.17","0.125","0.17","-1","-1","22a1","332","312","221","18","12","5"
"306","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","312","131","223","12","7","23"
"307","0.121","0.146","0.146","0.147","0.146","0.147","0.146","-1","-1","22b1","122","221","331","13","5","9"
"308","0.116","0.116","0.137","0.116","0.116","0.137","0.126","0.137","-1","211","213","132","322","20","16","15"
"309","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","233","233","3","26","26"
"310","0.147","0.189","0.147","0.189","0.174","0.155","-1","-1","-1","22a2b","311","231","233","3","8","26"
"311","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","121","121","27","4","4"
"312","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","113","113","321","19","19","6"
"313","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","133","133","212","25","25","11"
"314","0.158","0.175","0.158","0.175","0.175","0.158","-1","-1","-1","22b2b","221","311","322","5","3","15"
"315","0.122","0.122","0.174","0.117","0.174","0.117","0.174","-1","-1","22a1","322","213","113","15","20","19"
"316","0.122","0.122","0.174","0.117","0.174","0.117","0.174","-1","-1","22a1","311","211","133","3","2","25"
"317","0.118","0.118","0.139","0.11","0.139","0.118","0.118","0.139","-1","211","123","222","331","22","14","9"
"318","0.186","0.186","0.209","0.209","0.209","-1","-1","-1","-1","331","321","121","221","6","4","5"
"319","0.15","0.166","0.141","0.201","0.141","0.201","-1","-1","-1","22a2b","312","333","133","12","27","25"
"320","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","321","213","213","6","20","20"
"321","0.236","0.194","0.188","0.194","0.188","-1","-1","-1","-1","322b","213","313","212","20","21","11"
"322","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","232","232","111","17","17","1"
"323","0.14","0.134","0.114","0.114","0.134","0.114","0.114","0.134","-1","211","121","313","332","4","21","18"
"324","0.192","0.148","0.151","0.179","0.151","0.179","-1","-1","-1","22a2b","131","231","213","7","8","20"
"325","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","313","131","131","21","7","7"
"326","0.222","0.171","0.158","0.171","0.139","0.139","-1","-1","-1","321","113","122","121","19","13","4"
"327","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","223","223","223","23","23","23"
"328","0.222","0.171","0.158","0.171","0.139","0.139","-1","-1","-1","321","331","111","211","9","1","2"
"329","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","122","122","213","13","13","20"
"330","0.236","0.194","0.188","0.194","0.188","-1","-1","-1","-1","322b","122","121","112","13","4","10"
"331","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"332","0","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","311","121","211","331","4","2","9"
"333","0.15","0.15","0.214","0.029","0.214","0.029","0.214","-1","-1","22a1","312","212","121","12","11","4"
"334","0.132","0.132","0.155","0.007","0.155","0.132","0.132","0.155","-1","211","233","321","122","26","6","13"
"335","0.001","0.033","0.266","0.217","0.217","0.266","-1","-1","-1","321","112","113","211","10","19","2"
"336","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","223","223","223","23","23","23"
"337","0.004","0.004","0.331","0.331","0.331","-1","-1","-1","-1","331","311","331","321","3","9","6"
"338","0.005","0.045","0.453","0.045","0.453","-1","-1","-1","-1","322b","121","131","331","4","7","9"
"339","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"340","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","113","231","322","19","8","15"
"341","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","222","222","222","14","14","14"
"342","0.191","0.18","0.146","0.146","0.18","0.156","-1","-1","-1","321","131","233","333","7","26","27"
"343","0.218","0.218","0.188","0.188","0.188","-1","-1","-1","-1","331","122","322","222","13","15","14"
"344","0.212","0.152","0.243","0.152","0.243","-1","-1","-1","-1","322a","232","232","131","17","17","7"
"345","0.173","0.138","0.138","0.138","0.138","0.138","0.138","-1","-1","311","312","213","111","12","20","1"
"346","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","133","211","322","25","2","15"
"347","0.218","0.218","0.188","0.188","0.188","-1","-1","-1","-1","331","112","122","132","10","13","16"
"348","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","123","123","18","22","22"
"349","0.173","0.138","0.138","0.138","0.138","0.138","0.138","-1","-1","311","213","111","312","20","1","12"
"350","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","211","24","24","2"
"351","0.111","0.222","0.111","0.222","0.222","0.111","-1","-1","-1","22b2b","212","132","113","11","16","19"
"352","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","211","22","22","2"
"353","0.123","0.123","0.145","0.072","0.145","0.123","0.123","0.145","-1","211","121","212","313","4","11","21"
"354","0.072","0.145","0.123","0.123","0.145","0.123","0.123","0.145","-1","211","113","131","322","19","7","15"
"355","0.122","0.234","0.097","0.192","0.122","0.234","-1","-1","-1","22a2b","123","221","133","22","5","25"
"356","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","233","3","3","26"
"357","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","111","111","27","1","1"
"358","0.069","0.222","0.18","0.18","0.222","0.128","-1","-1","-1","321","113","233","223","19","26","23"
"359","0.115","0.115","0.257","0.257","0.257","-1","-1","-1","-1","331","232","132","332","17","16","18"
"360","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","123","123","9","22","22"
"361","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","211","123","123","2","22","22"
"362","0.001","0.167","0.167","0.167","0.167","0.167","0.167","-1","-1","311","333","232","131","27","17","7"
"363","0.01","0.062","0.433","0.062","0.433","-1","-1","-1","-1","322b","211","231","311","2","8","3"
"364","0.012","0.154","0.131","0.131","0.154","0.131","0.131","0.154","-1","211","113","232","221","19","17","5"
"365","0.012","0.202","0.167","0.202","0.202","0.012","0.202","-1","-1","22b1","331","322","111","9","15","1"
"366","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","322","213","7","15","20"
"367","0.006","0.191","0.306","0.191","0.306","-1","-1","-1","-1","322a","131","131","122","7","7","13"
"368","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","113","113","231","19","19","8"
"369","0.012","0.202","0.167","0.202","0.202","0.012","0.202","-1","-1","22b1","312","323","233","12","24","26"
"370","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","233","233","233","26","26","26"
"371","0.203","0.123","0.203","0.123","0.101","0.123","0.123","-1","-1","22b1","321","332","133","6","18","25"
"372","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","222","222","222","14","14","14"
"373","0.203","0.123","0.203","0.123","0.101","0.123","0.123","-1","-1","22b1","231","212","333","8","11","27"
"374","0.203","0.123","0.203","0.123","0.101","0.123","0.123","-1","-1","22b1","222","321","313","14","6","21"
"375","0.108","0.108","0.128","0.183","0.128","0.108","0.108","0.128","-1","211","223","322","111","23","15","1"
"376","0.306","0.197","0.15","0.197","0.15","-1","-1","-1","-1","322b","211","111","131","2","1","7"
"377","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","333","211","122","27","2","13"
"378","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","213","213","213","20","20","20"
"379","0.338","0.139","0.159","0.139","0.113","0.113","-1","-1","-1","321","223","232","231","23","17","8"
"380","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","223","331","112","23","9","10"
"381","0.378","0.129","0.156","0.129","0.104","0.104","-1","-1","-1","321","233","113","313","26","19","21"
"382","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","312","22","22","12"
"383","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","322","322","111","15","15","1"
"384","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","111","323","323","1","24","24"
"385","0.106","0.106","0.125","0.106","0.106","0.125","0.199","0.125","-1","211","233","311","121","26","3","4"
"386","0.329","0.197","0.139","0.197","0.139","-1","-1","-1","-1","322b","331","311","231","9","3","8"
"387","0.314","0.314","0.213","0.16","-1","-1","-1","-1","-1","332","313","323","323","21","24","24"
"388","0.16","0.146","0.269","0.12","0.16","0.146","-1","-1","-1","22a2b","231","332","312","8","18","12"
"389","0.106","0.106","0.125","0.199","0.125","0.106","0.106","0.125","-1","211","212","323","121","11","24","4"
"390","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","122","122","122","13","13","13"
"391","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","122","233","311","13","26","3"
"392","0.163","0.121","0.163","0.121","0.332","0.1","-1","-1","-1","22a2b","311","312","221","3","12","5"
"393","0.403","0.191","0.107","0.191","0.107","-1","-1","-1","-1","322b","332","132","322","18","16","15"
"394","0.256","0.077","0.256","0.077","0.077","0.256","-1","-1","-1","22b2b","221","311","323","5","3","24"
"395","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","223","223","112","23","23","10"
"396","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","312","231","12","12","8"
"397","0.485","0.099","0.158","0.099","0.158","-1","-1","-1","-1","322a","211","223","223","2","23","23"
"398","0.485","0.099","0.158","0.099","0.158","-1","-1","-1","-1","322a","322","322","123","15","15","22"
"399","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","332","223","111","18","23","1"
"400","0.175","0.148","0.104","0.104","0.148","0.175","0.148","-1","-1","22a1","222","311","331","14","3","9"
"401","0.447","0.106","0.17","0.106","0.17","-1","-1","-1","-1","322a","313","123","123","21","22","22"
"402","0.519","0.08","0.08","0.08","0.08","0.08","0.08","-1","-1","311","321","222","123","6","14","22"
"403","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","133","311","222","25","3","14"
"404","0.248","0.085","0.248","0.085","0.085","0.248","-1","-1","-1","22b2b","332","323","122","18","24","13"
"405","0.447","0.106","0.17","0.106","0.17","-1","-1","-1","-1","322a","133","133","122","25","25","13"
"406","0.102","0.102","0.12","0.233","0.12","0.102","0.102","0.12","-1","211","333","221","122","27","5","13"
"407","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"408","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","131","131","213","7","7","20"
"409","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","132","132","213","16","16","20"
"410","0.31","0.107","0.162","0.129","0.162","0.129","-1","-1","-1","22a2b","332","313","132","18","21","16"
"411","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","312","22","22","12"
"412","0.186","0.182","0.156","0.182","0.148","0.148","-1","-1","-1","321","322","123","121","15","22","4"
"413","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","123","123","9","22","22"
"414","0.167","0.139","0.139","0.139","0.139","0.139","0.139","-1","-1","311","312","132","222","12","16","14"
"415","0.207","0.153","0.244","0.153","0.244","-1","-1","-1","-1","322a","122","212","212","13","11","11"
"416","0.147","0.189","0.147","0.189","0.173","0.156","-1","-1","-1","22a2b","232","231","321","17","8","6"
"417","0.186","0.182","0.148","0.148","0.182","0.156","-1","-1","-1","321","332","112","122","18","10","13"
"418","0.116","0.116","0.137","0.126","0.137","0.116","0.116","0.137","-1","211","213","311","122","20","3","13"
"419","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","222","331","14","14","9"
"420","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","311","311","14","3","3"
"421","0.091","0.091","0.131","0.213","0.131","0.213","0.131","-1","-1","22a1","333","222","122","27","14","13"
"422","0.156","0.081","0.156","0.081","0.46","0.066","-1","-1","-1","22a2b","233","323","322","26","24","15"
"423","0.395","0.395","0.121","0.09","-1","-1","-1","-1","-1","332","233","223","223","26","23","23"
"424","0.736","0.098","0.046","0.037","0.037","0.046","-1","-1","-1","321","112","111","213","10","1","20"
"425","0.736","0.098","0.046","0.037","0.037","0.046","-1","-1","-1","321","311","312","333","3","12","27"
"426","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","312","221","12","12","5"
"427","0.156","0.081","0.156","0.081","0.46","0.066","-1","-1","-1","22a2b","221","222","312","5","14","12"
"428","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","312","233","12","12","26"
"429","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","212","212","212","11","11","11"
"430","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","323","323","323","24","24","24"
"431","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","132","132","213","16","16","20"
"432","0.203","0.203","0.255","0.34","-1","-1","-1","-1","-1","332","221","221","321","5","5","6"
"433","0.117","0.17","0.272","0.17","0.272","-1","-1","-1","-1","322a","212","212","313","11","11","21"
"434","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","131","131","14","7","7"
"435","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","223","131","312","23","7","12"
"436","0.1","0.166","0.137","0.166","0.166","0.1","0.166","-1","-1","22b1","222","231","112","14","8","10"
"437","0.091","0.173","0.173","0.213","0.137","0.213","-1","-1","-1","321","333","133","232","27","25","17"
"438","0.122","0.122","0.143","0.122","0.122","0.143","0.084","0.143","-1","211","223","133","312","23","25","12"
"439","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","123","123","9","22","22"
"440","0.117","0.17","0.272","0.17","0.272","-1","-1","-1","-1","322a","231","231","111","8","8","1"
"441","0.442","0.442","0.05","0.066","-1","-1","-1","-1","-1","332","221","221","321","5","5","6"
"442","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","112","223","223","10","23","23"
"443","0.442","0.442","0.066","0.05","-1","-1","-1","-1","-1","332","112","113","113","10","19","19"
"444","0.911","0.012","0.01","0.01","0.012","0.044","-1","-1","-1","321","333","213","223","27","20","23"
"445","0.629","0.033","0.129","0.04","0.129","0.04","-1","-1","-1","22a2b","322","331","131","15","9","7"
"446","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","213","213","131","20","20","7"
"447","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","311","233","122","3","26","13"
"448","0.966","0.006","0.006","0.006","0.006","0.006","0.006","-1","-1","311","322","313","331","15","21","9"
"449","0.029","0.035","0.035","0.416","0.035","0.416","0.035","-1","-1","22b1","311","221","123","3","5","22"
"450","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","222","313","14","14","21"
"451","0.163","0.16","0.144","0.194","0.144","0.194","-1","-1","-1","22a2b","232","221","332","17","5","18"
"452","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","122","122","213","13","13","20"
"453","0.169","0.187","0.154","0.187","0.152","0.152","-1","-1","-1","321","211","331","131","2","9","7"
"454","0.169","0.154","0.187","0.152","0.152","0.187","-1","-1","-1","321","323","321","122","24","6","13"
"455","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","321","113","113","6","19","19"
"456","0.139","0.15","0.139","0.15","0.123","0.15","0.15","-1","-1","22b1","121","323","332","4","24","18"
"457","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"458","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","223","332","1","23","18"
"459","0.144","0.194","0.144","0.194","0.163","0.16","-1","-1","-1","22a2b","331","121","123","9","4","22"
"460","0.163","0.16","0.144","0.194","0.144","0.194","-1","-1","-1","22a2b","333","311","233","27","3","26"
"461","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","121","121","27","4","4"
"462","0.178","0.185","0.226","0.185","0.226","-1","-1","-1","-1","322b","231","221","223","8","5","23"
"463","0.178","0.185","0.226","0.185","0.226","-1","-1","-1","-1","322b","233","133","131","26","25","7"
"464","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","233","233","312","26","26","12"
"465","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","313","313","313","21","21","21"
"466","0.119","0.119","0.14","0.119","0.119","0.14","0.107","0.14","-1","211","311","123","233","3","22","26"
"467","0.165","0.161","0.257","0.161","0.257","-1","-1","-1","-1","322a","312","222","222","12","14","14"
"468","0.115","0.175","0.122","0.122","0.175","0.115","0.175","-1","-1","22a1","122","333","313","13","27","21"
"469","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","122","122","27","13","13"
"470","0.14","0.203","0.146","0.167","0.14","0.203","-1","-1","-1","22a2b","312","332","131","12","18","7"
"471","0.092","0.092","0.349","0.466","-1","-1","-1","-1","-1","332","133","133","113","25","25","19"
"472","0.031","0.238","0.077","0.289","0.077","0.289","-1","-1","-1","22a2b","131","231","213","7","8","20"
"473","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","122","311","233","13","3","26"
"474","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","132","132","132","16","16","16"
"475","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","232","232","232","17","17","17"
"476","0.03","0.195","0.03","0.195","0.16","0.195","0.195","-1","-1","22b1","213","231","112","20","8","10"
"477","0.077","0.289","0.077","0.289","0.031","0.238","-1","-1","-1","22a2b","312","313","233","12","21","26"
"478","0.029","0.029","0.314","0.314","0.314","-1","-1","-1","-1","331","333","133","233","27","25","26"
"479","0.01","0.252","0.074","0.252","0.205","0.205","-1","-1","-1","321","112","133","131","10","25","7"
"480","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","331","112","9","9","10"
"481","0.478","0.104","0.146","0.104","0.084","0.084","-1","-1","-1","321","312","321","323","12","6","24"
"482","0.162","0.127","0.317","0.105","0.162","0.127","-1","-1","-1","22a2b","121","111","223","4","1","23"
"483","0.478","0.104","0.146","0.104","0.084","0.084","-1","-1","-1","321","211","222","223","2","14","23"
"484","0.386","0.193","0.114","0.193","0.114","-1","-1","-1","-1","322b","331","311","231","9","3","8"
"485","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","132","132","213","16","16","20"
"486","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","322","233","233","15","26","26"
"487","0.17","0.15","0.105","0.105","0.15","0.17","0.15","-1","-1","22a1","221","132","112","5","16","10"
"488","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","311","311","14","3","3"
"489","0.338","0.338","0.185","0.139","-1","-1","-1","-1","-1","332","122","112","112","13","10","10"
"490","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","323","323","323","24","24","24"
"491","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"492","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","122","313","313","13","21","21"
"493","0.286","0.286","0.244","0.183","-1","-1","-1","-1","-1","332","321","121","121","6","4","4"
"494","0.183","0.132","0.183","0.132","0.108","0.132","0.132","-1","-1","22b1","213","111","232","20","1","17"
"495","0.206","0.127","0.206","0.127","0.127","0.206","-1","-1","-1","22b2b","112","232","213","10","17","20"
"496","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","112","112","321","10","10","6"
"497","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","313","131","131","21","7","7"
"498","0.221","0.137","0.155","0.166","0.155","0.166","-1","-1","-1","22a2b","231","331","313","8","9","21"
"499","0.286","0.286","0.244","0.183","-1","-1","-1","-1","-1","332","213","233","233","20","26","26"
"500","0.28","0.12","0.12","0.12","0.12","0.12","0.12","-1","-1","311","133","112","121","25","10","4"
"501","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","332","332","332","18","18","18"
"502","0.084","0.084","0.277","0.277","0.277","-1","-1","-1","-1","331","333","133","233","27","25","26"
"503","0.085","0.189","0.085","0.189","0.132","0.132","0.189","-1","-1","22a1","322","323","131","15","24","7"
"504","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","112","323","323","10","24","24"
"505","0.158","0.158","0.293","0.391","-1","-1","-1","-1","-1","332","333","333","332","27","27","18"
"506","0.085","0.189","0.132","0.132","0.189","0.085","0.189","-1","-1","22a1","212","222","131","11","14","7"
"507","0.158","0.158","0.391","0.293","-1","-1","-1","-1","-1","332","131","133","133","7","25","25"
"508","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","112","112","112","10","10","10"
"509","0.044","0.113","0.232","0.189","0.189","0.232","-1","-1","-1","321","123","223","313","22","23","21"
"510","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"511","0.049","0.23","0.117","0.23","0.187","0.187","-1","-1","-1","321","212","322","122","11","15","13"
"512","0.165","0.165","0.383","0.287","-1","-1","-1","-1","-1","332","312","313","313","12","21","21"
"513","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"514","0.113","0.246","0.113","0.246","0.079","0.202","-1","-1","-1","22a2b","322","323","113","15","24","19"
"515","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"516","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","113","113","231","19","19","8"
"517","0.093","0.154","0.3","0.154","0.3","-1","-1","-1","-1","322b","313","312","113","21","12","19"
"518","0.113","0.246","0.079","0.202","0.113","0.246","-1","-1","-1","22a2b","112","122","321","10","13","6"
"519","0.125","0.125","0.147","0.061","0.147","0.125","0.125","0.147","-1","211","321","122","233","6","13","26"
"520","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","213","213","213","20","20","20"
"521","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","213","213","131","20","20","7"
"522","0.158","0.155","0.158","0.155","0.247","0.127","-1","-1","-1","22a2b","312","313","233","12","21","26"
"523","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","122","3","3","13"
"524","0.334","0.128","0.205","0.128","0.205","-1","-1","-1","-1","322a","311","311","322","3","3","15"
"525","0.347","0.109","0.109","0.109","0.109","0.109","0.109","-1","-1","311","123","221","322","22","5","15"
"526","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","212","212","321","11","11","6"
"527","0.332","0.14","0.114","0.114","0.14","0.159","-1","-1","-1","321","313","322","332","21","15","18"
"528","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","212","133","133","11","25","25"
"529","0.201","0.124","0.102","0.124","0.124","0.201","0.124","-1","-1","22b1","122","332","311","13","18","3"
"530","0.109","0.109","0.128","0.181","0.128","0.109","0.109","0.128","-1","211","222","323","131","14","24","7"
"531","0.109","0.109","0.128","0.109","0.109","0.128","0.182","0.128","-1","211","113","321","231","19","6","8"
"532","0.335","0.14","0.113","0.113","0.14","0.159","-1","-1","-1","321","321","313","333","6","21","27"
"533","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","113","332","5","19","18"
"534","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","211","22","22","2"
"535","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","322","213","7","15","20"
"536","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","112","323","323","10","24","24"
"537","0.336","0.128","0.204","0.128","0.204","-1","-1","-1","-1","322a","311","311","131","3","3","7"
"538","0.112","0.112","0.159","0.149","0.159","0.149","0.159","-1","-1","22a1","322","122","213","15","13","20"
"539","0.305","0.197","0.15","0.197","0.15","-1","-1","-1","-1","322b","313","213","333","21","20","27"
"540","0.109","0.109","0.128","0.182","0.128","0.109","0.109","0.128","-1","211","321","112","213","6","10","20"
"541","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","332","223","18","18","23"
"542","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","131","24","24","7"
"543","0.221","0.13","0.13","0.13","0.13","0.13","0.13","-1","-1","311","223","212","231","23","11","8"
"544","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","112","233","6","10","26"
"545","0.221","0.13","0.13","0.13","0.13","0.13","0.13","-1","-1","311","311","322","333","3","15","27"
"546","0.232","0.136","0.136","0.168","0.159","0.168","-1","-1","-1","321","211","231","223","2","8","23"
"547","0.271","0.271","0.196","0.262","-1","-1","-1","-1","-1","332","112","112","122","10","10","13"
"548","0.232","0.168","0.159","0.168","0.136","0.136","-1","-1","-1","321","313","331","332","21","9","18"
"549","0.232","0.168","0.136","0.136","0.168","0.159","-1","-1","-1","321","113","223","233","19","23","26"
"550","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","122","3","3","13"
"551","0.122","0.148","0.148","0.143","0.148","0.143","0.148","-1","-1","22b1","222","112","313","14","10","21"
"552","0.25","0.25","0.286","0.214","-1","-1","-1","-1","-1","332","121","131","131","4","7","7"
"553","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"554","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","112","24","24","10"
"555","0.123","0.171","0.123","0.171","0.12","0.12","0.171","-1","-1","22a1","111","323","322","1","24","15"
"556","0.21","0.21","0.194","0.194","0.194","-1","-1","-1","-1","331","121","111","131","4","1","7"
