"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"268","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","312","22","22","12"
"269","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","131","322","213","7","15","20"
"270","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","231","231","231","8","8","8"
"271","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","231","322","113","8","15","19"
"272","0.017","0.017","0.322","0.322","0.322","-1","-1","-1","-1","331","333","233","133","27","26","25"
"273","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","213","213","131","20","20","7"
"274","0.005","0.21","0.21","0.258","0.059","0.258","-1","-1","-1","321","122","132","113","13","16","19"
"275","0.005","0.258","0.059","0.258","0.21","0.21","-1","-1","-1","321","113","223","323","19","23","24"
"276","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","332","111","223","18","1","23"
"277","0.002","0.166","0.166","0.166","0.166","0.166","0.166","-1","-1","311","213","221","232","20","5","17"
"278","0.005","0.258","0.21","0.21","0.258","0.059","-1","-1","-1","321","331","211","221","9","2","5"
"279","0.025","0.309","0.025","0.309","0.309","0.025","-1","-1","-1","22b2b","322","333","132","15","27","16"
"280","0.13","0.13","0.153","0.13","0.13","0.153","0.019","0.153","-1","211","223","312","132","23","12","16"
"281","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","233","233","12","26","26"
"282","0.012","0.19","0.304","0.19","0.304","-1","-1","-1","-1","322a","323","121","121","24","4","4"
"283","0.02","0.199","0.164","0.199","0.199","0.02","0.199","-1","-1","22b1","311","131","323","3","7","24"
"284","0.005","0.258","0.21","0.21","0.258","0.059","-1","-1","-1","321","322","221","121","15","5","4"
"285","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","323","323","323","24","24","24"
"286","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","121","121","333","4","4","27"
"287","0.116","0.116","0.137","0.116","0.116","0.137","0.123","0.137","-1","211","311","221","133","3","5","25"
"288","0.207","0.19","0.206","0.19","0.206","-1","-1","-1","-1","322b","323","321","313","24","6","21"
"289","0.144","0.148","0.122","0.148","0.148","0.144","0.148","-1","-1","22b1","112","121","231","10","4","8"
"290","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","312","221","12","12","5"
"291","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"292","0.18","0.184","0.155","0.184","0.149","0.149","-1","-1","-1","321","212","322","122","11","15","13"
"293","0.144","0.148","0.122","0.148","0.148","0.144","0.148","-1","-1","22b1","223","133","211","23","25","2"
"294","0.124","0.171","0.12","0.12","0.171","0.124","0.171","-1","-1","22a1","221","112","132","5","10","16"
"295","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","222","222","222","14","14","14"
"296","0.116","0.116","0.137","0.116","0.116","0.137","0.123","0.137","-1","211","112","332","221","10","18","5"
"297","0.124","0.171","0.124","0.171","0.12","0.12","0.171","-1","-1","22a1","333","332","111","27","18","1"
"298","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","232","232","232","17","17","17"
"299","0.207","0.19","0.206","0.19","0.206","-1","-1","-1","-1","322b","122","123","133","13","22","25"
"300","0.25","0.25","0.214","0.285","-1","-1","-1","-1","-1","332","223","223","222","23","23","14"
"301","0.005","0.057","0.259","0.21","0.21","0.259","-1","-1","-1","321","112","312","232","10","12","17"
"302","0.005","0.21","0.21","0.259","0.057","0.259","-1","-1","-1","321","123","113","131","22","19","7"
"303","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","323","323","323","24","24","24"
"304","0.066","0.066","0.372","0.496","-1","-1","-1","-1","-1","332","233","233","333","26","26","27"
"305","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","322","211","133","15","2","25"
"306","0.046","0.206","0.046","0.206","0.144","0.144","0.206","-1","-1","22a1","113","231","232","19","8","17"
"307","0.018","0.079","0.412","0.079","0.412","-1","-1","-1","-1","322b","112","122","111","10","13","1"
"308","0.018","0.079","0.412","0.079","0.412","-1","-1","-1","-1","322b","121","123","323","4","22","24"
"309","0.005","0.259","0.057","0.259","0.21","0.21","-1","-1","-1","321","333","213","113","27","20","19"
"310","0.144","0.144","0.206","0.046","0.206","0.046","0.206","-1","-1","22a1","232","332","111","17","18","1"
"311","0.061","0.304","0.061","0.304","0.019","0.251","-1","-1","-1","22a2b","131","132","221","7","16","5"
"312","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","311","233","3","3","26"
"313","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","123","123","9","22","22"
"314","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"315","0.061","0.304","0.019","0.251","0.061","0.304","-1","-1","-1","22a2b","221","231","122","5","8","13"
"316","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"317","0.125","0.125","0.147","0.058","0.147","0.125","0.125","0.147","-1","211","221","123","332","5","22","18"
"318","0.161","0.161","0.291","0.387","-1","-1","-1","-1","-1","332","111","111","131","1","1","7"
"319","0.111","0.248","0.076","0.204","0.111","0.248","-1","-1","-1","22a2b","333","323","121","27","24","4"
"320","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","233","233","312","26","26","12"
"321","0.089","0.151","0.304","0.151","0.304","-1","-1","-1","-1","322b","313","333","233","21","27","26"
"322","0.125","0.125","0.147","0.125","0.125","0.147","0.058","0.147","-1","211","331","113","223","9","19","23"
"323","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","113","113","113","19","19","19"
"324","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","311","233","233","3","26","26"
"325","0.087","0.087","0.276","0.276","0.276","-1","-1","-1","-1","331","131","331","231","7","9","8"
"326","0.111","0.248","0.111","0.248","0.076","0.204","-1","-1","-1","22a2b","133","132","212","25","16","11"
"327","0.147","0.179","0.179","0.069","0.179","0.069","0.179","-1","-1","22b1","331","232","112","9","17","10"
"328","0.069","0.179","0.069","0.179","0.147","0.179","0.179","-1","-1","22b1","222","321","313","14","6","21"
"329","0.125","0.125","0.147","0.058","0.147","0.125","0.125","0.147","-1","211","222","111","313","14","1","21"
"330","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","132","132","132","16","16","16"
"331","0.011","0.19","0.304","0.19","0.304","-1","-1","-1","-1","322a","121","121","211","4","4","2"
"332","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","221","221","221","5","5","5"
"333","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","323","323","323","24","24","24"
"334","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","211","323","323","2","24","24"
"335","0.164","0.2","0.2","0.018","0.2","0.018","0.2","-1","-1","22b1","211","121","323","2","4","24"
"336","0.002","0.166","0.166","0.166","0.166","0.166","0.166","-1","-1","311","113","323","233","19","24","26"
"337","0.131","0.131","0.154","0.017","0.154","0.131","0.131","0.154","-1","211","222","323","131","14","24","7"
"338","0.018","0.079","0.413","0.079","0.413","-1","-1","-1","-1","322b","332","322","323","18","15","24"
"339","0.004","0.259","0.057","0.259","0.21","0.21","-1","-1","-1","321","211","222","223","2","14","23"
"340","0.131","0.131","0.154","0.017","0.154","0.131","0.131","0.154","-1","211","311","123","222","3","22","14"
"341","0.004","0.259","0.21","0.21","0.259","0.057","-1","-1","-1","321","233","132","332","26","16","18"
"342","0.018","0.2","0.164","0.2","0.2","0.018","0.2","-1","-1","22b1","112","123","232","10","22","17"
"343","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","223","132","132","23","16","16"
"344","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","111","111","27","1","1"
"345","0.011","0.19","0.304","0.19","0.304","-1","-1","-1","-1","322a","133","323","323","25","24","24"
"346","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","332","223","18","18","23"
"347","0.526","0.079","0.079","0.079","0.079","0.079","0.079","-1","-1","311","312","132","222","12","16","14"
"348","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","313","313","313","21","21","21"
"349","0.352","0.352","0.099","0.099","0.099","-1","-1","-1","-1","331","132","232","332","16","17","18"
"350","0.381","0.193","0.116","0.193","0.116","-1","-1","-1","-1","322b","323","223","222","24","23","14"
"351","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","233","233","233","26","26","26"
"352","0.102","0.102","0.12","0.235","0.12","0.102","0.102","0.12","-1","211","311","213","132","3","20","16"
"353","0.313","0.106","0.162","0.128","0.162","0.128","-1","-1","-1","22a2b","123","323","311","22","24","3"
"354","0.247","0.105","0.247","0.105","0.087","0.105","0.105","-1","-1","22b1","112","133","311","10","25","3"
"355","0.381","0.193","0.116","0.193","0.116","-1","-1","-1","-1","322b","231","221","223","8","5","23"
"356","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","121","121","27","4","4"
"357","0.451","0.106","0.169","0.106","0.169","-1","-1","-1","-1","322a","212","221","221","11","5","5"
"358","0.162","0.128","0.313","0.106","0.162","0.128","-1","-1","-1","22a2b","333","323","121","27","24","4"
"359","0.102","0.102","0.12","0.235","0.12","0.102","0.102","0.12","-1","211","313","122","221","21","13","5"
"360","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","211","323","323","2","24","24"
"361","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","113","332","5","19","18"
"362","0.283","0.197","0.162","0.197","0.162","-1","-1","-1","-1","322b","222","221","122","14","5","13"
"363","0.283","0.197","0.162","0.197","0.162","-1","-1","-1","-1","322b","232","222","132","17","14","16"
"364","0.144","0.162","0.144","0.162","0.113","0.113","0.162","-1","-1","22a1","222","131","133","14","7","25"
"365","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","211","22","22","2"
"366","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"367","0.292","0.292","0.238","0.179","-1","-1","-1","-1","-1","332","212","222","222","11","14","14"
"368","0.304","0.134","0.214","0.134","0.214","-1","-1","-1","-1","322a","211","233","233","2","26","26"
"369","0.297","0.15","0.122","0.122","0.15","0.16","-1","-1","-1","321","232","312","322","17","12","15"
"370","0.156","0.162","0.156","0.162","0.23","0.133","-1","-1","-1","22a2b","321","323","111","6","24","1"
"371","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","221","112","333","5","10","27"
"372","0.23","0.133","0.156","0.162","0.156","0.162","-1","-1","-1","22a2b","131","113","213","7","19","20"
"373","0.156","0.162","0.156","0.162","0.23","0.133","-1","-1","-1","22a2b","211","213","321","2","20","6"
"374","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","211","211","133","2","2","25"
"375","0.113","0.113","0.162","0.144","0.162","0.144","0.162","-1","-1","22a1","323","112","212","24","10","11"
"376","0.141","0.141","0.201","0.058","0.201","0.058","0.201","-1","-1","22a1","323","123","231","24","22","8"
"377","0.141","0.141","0.201","0.058","0.201","0.058","0.201","-1","-1","22a1","133","322","222","25","15","14"
"378","0.01","0.074","0.253","0.205","0.205","0.253","-1","-1","-1","321","111","112","133","1","10","25"
"379","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","222","222","222","14","14","14"
"380","0.039","0.295","0.039","0.295","0.295","0.039","-1","-1","-1","22b2b","233","331","313","26","9","21"
"381","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","133","322","322","25","15","15"
"382","0.021","0.188","0.301","0.188","0.301","-1","-1","-1","-1","322a","131","131","122","7","7","13"
"383","0.01","0.253","0.205","0.205","0.253","0.074","-1","-1","-1","321","232","221","211","17","5","2"
"384","0.129","0.129","0.152","0.129","0.129","0.152","0.027","0.152","-1","211","321","233","113","6","26","19"
"385","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","321","321","132","6","6","16"
"386","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","232","313","313","17","21","21"
"387","0.092","0.092","0.349","0.466","-1","-1","-1","-1","-1","332","232","232","233","17","17","26"
"388","0.16","0.195","0.195","0.03","0.195","0.03","0.195","-1","-1","22b1","211","112","332","2","10","18"
"389","0.01","0.253","0.205","0.205","0.253","0.074","-1","-1","-1","321","111","213","313","1","20","21"
"390","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"391","0","0.007","0.493","0.007","0.493","-1","-1","-1","-1","322b","332","312","313","18","12","21"
"392","0","0.274","0.223","0.223","0.274","0.006","-1","-1","-1","321","313","123","133","21","22","25"
"393","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","312","231","12","12","8"
"394","0.133","0.133","0.156","0.133","0.133","0.156","0.001","0.156","-1","211","311","131","222","3","7","14"
"395","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","222","113","9","14","19"
"396","0","0.333","0","0.333","0.333","0","-1","-1","-1","22b2b","331","233","221","9","26","5"
"397","0.171","0.207","0.207","0","0.207","0","0.207","-1","-1","22b1","221","111","313","5","1","21"
"398","0.003","0.003","0.568","0.426","-1","-1","-1","-1","-1","332","213","212","212","20","11","11"
"399","0","0.006","0.274","0.223","0.223","0.274","-1","-1","-1","321","221","222","323","5","14","24"
"400","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","232","232","232","17","17","17"
"401","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","131","131","14","7","7"
"402","0","0.274","0.223","0.223","0.274","0.006","-1","-1","-1","321","222","231","211","14","8","2"
"403","0","0.223","0.223","0.274","0.006","0.274","-1","-1","-1","321","312","332","323","12","18","24"
"404","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","112","233","321","10","26","6"
"405","0.133","0.133","0.156","0.133","0.133","0.156","0.001","0.156","-1","211","311","123","233","3","22","26"
"406","0.329","0.197","0.139","0.197","0.139","-1","-1","-1","-1","322b","212","211","111","11","2","1"
"407","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","122","122","122","13","13","13"
"408","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","211","211","133","2","2","25"
"409","0.217","0.118","0.217","0.118","0.097","0.118","0.118","-1","-1","22b1","331","312","113","9","12","19"
"410","0.16","0.146","0.269","0.12","0.16","0.146","-1","-1","-1","22a2b","333","132","313","27","16","21"
"411","0.106","0.106","0.125","0.106","0.106","0.125","0.199","0.125","-1","211","331","113","223","9","19","23"
"412","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","111","111","111","1","1","1"
"413","0.16","0.146","0.269","0.12","0.16","0.146","-1","-1","-1","22a2b","311","321","123","3","6","22"
"414","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","132","313","221","16","21","5"
"415","0.217","0.118","0.217","0.118","0.097","0.118","0.118","-1","-1","22b1","222","121","133","14","4","25"
"416","0.314","0.314","0.213","0.16","-1","-1","-1","-1","-1","332","222","212","212","14","11","11"
"417","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","111","111","27","1","1"
"418","0.269","0.12","0.16","0.146","0.16","0.146","-1","-1","-1","22a2b","231","331","323","8","9","24"
"419","0.316","0.316","0.123","0.123","0.123","-1","-1","-1","-1","331","122","123","121","13","22","4"
"420","0.097","0.118","0.118","0.217","0.118","0.217","0.118","-1","-1","22b1","132","322","221","16","15","5"
"421","0.335","0.159","0.14","0.114","0.114","0.14","-1","-1","-1","321","221","223","322","5","23","15"
"422","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","322","133","211","15","25","2"
"423","0.297","0.297","0.135","0.135","0.135","-1","-1","-1","-1","331","311","331","321","3","9","6"
"424","0.305","0.197","0.151","0.197","0.151","-1","-1","-1","-1","322b","213","212","222","20","11","14"
"425","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"426","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","323","323","323","24","24","24"
"427","0.302","0.302","0.17","0.226","-1","-1","-1","-1","-1","332","232","232","233","17","17","26"
"428","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","131","131","14","7","7"
"429","0.335","0.114","0.114","0.14","0.159","0.14","-1","-1","-1","321","311","331","323","3","9","24"
"430","0.35","0.108","0.108","0.108","0.108","0.108","0.108","-1","-1","311","113","212","311","19","11","3"
"431","0.302","0.302","0.17","0.226","-1","-1","-1","-1","-1","332","333","333","332","27","27","18"
"432","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","111","111","27","1","1"
"433","0.248","0.127","0.158","0.154","0.158","0.154","-1","-1","-1","22a2b","312","212","331","12","11","9"
"434","0.335","0.114","0.114","0.14","0.159","0.14","-1","-1","-1","321","112","212","313","10","11","21"
"435","0.302","0.302","0.17","0.226","-1","-1","-1","-1","-1","332","313","313","333","21","21","27"
"436","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","132","132","132","16","16","16"
"437","0.376","0.12","0.192","0.12","0.192","-1","-1","-1","-1","322a","311","311","212","3","3","11"
"438","0.376","0.12","0.192","0.12","0.192","-1","-1","-1","-1","322a","311","311","322","3","3","15"
"439","0.218","0.117","0.218","0.117","0.096","0.117","0.117","-1","-1","22b1","213","221","112","20","5","10"
"440","0.156","0.156","0.109","0.109","0.156","0.156","0.156","-1","-1","22a1","131","121","312","7","4","12"
"441","0.315","0.315","0.212","0.159","-1","-1","-1","-1","-1","332","211","221","221","2","5","5"
"442","0.382","0.156","0.128","0.104","0.104","0.128","-1","-1","-1","321","231","233","212","8","26","11"
"443","0.315","0.315","0.159","0.212","-1","-1","-1","-1","-1","332","131","131","231","7","7","8"
"444","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","131","131","131","7","7","7"
"445","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","222","331","14","14","9"
"446","0.332","0.197","0.138","0.197","0.138","-1","-1","-1","-1","322b","322","312","311","15","12","3"
"447","0.382","0.128","0.104","0.104","0.128","0.156","-1","-1","-1","321","123","111","131","22","1","7"
"448","0.382","0.156","0.128","0.104","0.104","0.128","-1","-1","-1","321","233","232","211","26","17","2"
"449","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","333","121","121","27","4","4"
"450","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","123","123","311","22","22","3"
"451","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","221","221","312","5","5","12"
"452","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","133","221","312","25","5","12"
"453","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","223","223","112","23","23","10"
"454","0.138","0.15","0.138","0.15","0.124","0.15","0.15","-1","-1","22b1","313","111","122","21","1","13"
"455","0.144","0.195","0.162","0.161","0.144","0.195","-1","-1","-1","22a2b","212","232","131","11","17","7"
"456","0.121","0.121","0.172","0.121","0.172","0.121","0.172","-1","-1","22a1","222","113","313","14","19","21"
"457","0.166","0.188","0.153","0.153","0.188","0.153","-1","-1","-1","321","221","322","122","5","15","13"
"458","0.166","0.188","0.153","0.153","0.188","0.153","-1","-1","-1","321","323","113","133","24","19","25"
"459","0.198","0.189","0.212","0.189","0.212","-1","-1","-1","-1","322b","132","112","212","16","10","11"
"460","0.138","0.15","0.138","0.15","0.124","0.15","0.15","-1","-1","22b1","133","111","332","25","1","18"
"461","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","213","122","331","20","13","9"
"462","0.166","0.153","0.188","0.153","0.153","0.188","-1","-1","-1","321","221","121","331","5","4","9"
"463","0.117","0.117","0.138","0.118","0.138","0.117","0.117","0.138","-1","211","212","313","131","11","21","7"
"464","0.117","0.117","0.138","0.117","0.117","0.138","0.118","0.138","-1","211","113","321","231","19","6","8"
"465","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","122","213","213","13","20","20"
"466","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","223","131","312","23","7","12"
"467","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","331","331","112","9","9","10"
"468","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","321","321","112","6","6","10"
"469","0","0","0.571","0.429","-1","-1","-1","-1","-1","332","211","311","311","2","3","3"
"470","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","212","123","9","11","22"
"471","0","0.276","0.224","0.224","0.276","0","-1","-1","-1","321","121","331","311","4","9","3"
"472","0","0","0.5","0","0.5","-1","-1","-1","-1","322b","122","123","132","13","22","16"
"473","0","0","0.571","0.429","-1","-1","-1","-1","-1","332","133","233","233","25","26","26"
"474","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","233","321","112","26","6","10"
"475","0","0.354","0","0.292","0","0.354","-1","-1","-1","22a2b","123","221","113","22","5","19"
"476","0","0.227","0","0.227","0.159","0.159","0.227","-1","-1","22a1","232","311","313","17","3","21"
"477","0","0","0.571","0.429","-1","-1","-1","-1","-1","332","223","233","233","23","26","26"
"478","0","0.354","0","0.292","0","0.354","-1","-1","-1","22a2b","132","112","331","16","10","9"
"479","0","0.192","0.308","0.192","0.308","-1","-1","-1","-1","322a","323","323","312","24","24","12"
"480","0.133","0.133","0.156","0","0.156","0.133","0.133","0.156","-1","211","123","332","231","22","18","8"
"481","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","331","212","123","9","11","22"
"482","0","0.354","0","0.292","0","0.354","-1","-1","-1","22a2b","213","223","312","20","23","12"
"483","0","0","0.5","0","0.5","-1","-1","-1","-1","322b","312","322","222","12","15","14"
"484","0","0","0.429","0.571","-1","-1","-1","-1","-1","332","132","132","112","16","16","10"
"485","0","0","0.571","0.429","-1","-1","-1","-1","-1","332","211","221","221","2","5","5"
"486","0.133","0.133","0.156","0","0.156","0.133","0.133","0.156","-1","211","111","332","233","1","18","26"
"487","0","0.276","0","0.276","0.224","0.224","-1","-1","-1","321","123","111","112","22","1","10"
"488","0","0.192","0.308","0.192","0.308","-1","-1","-1","-1","322a","231","311","311","8","3","3"
"489","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","322","133","211","15","25","2"
"490","0.133","0.133","0.156","0.133","0.133","0.156","0","0.156","-1","211","112","232","323","10","17","24"
"491","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","323","323","112","24","24","10"
"492","0","0.227","0","0.227","0.159","0.159","0.227","-1","-1","22a1","312","123","121","12","22","4"
"493","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","321","112","233","6","10","26"
"494","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","313","313","313","21","21","21"
"495","0","0.276","0.224","0.224","0.276","0","-1","-1","-1","321","222","332","312","14","18","12"
"496","0.118","0.118","0.169","0.128","0.169","0.128","0.169","-1","-1","22a1","333","122","222","27","13","14"
"497","0.226","0.226","0.183","0.183","0.183","-1","-1","-1","-1","331","223","233","213","23","26","20"
"498","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","312","312","221","12","12","5"
"499","0.202","0.177","0.157","0.177","0.144","0.144","-1","-1","-1","321","313","233","133","21","26","25"
"500","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","131","213","213","7","20","20"
"501","0.223","0.192","0.196","0.192","0.196","-1","-1","-1","-1","322b","311","312","332","3","12","18"
"502","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","133","311","222","25","3","14"
"503","0.182","0.152","0.148","0.185","0.148","0.185","-1","-1","-1","22a2b","323","331","123","24","9","22"
"504","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","233","233","233","26","26","26"
"505","0.153","0.144","0.118","0.144","0.144","0.153","0.144","-1","-1","22b1","332","311","221","18","3","5"
"506","0.181","0.152","0.181","0.152","0.152","0.181","-1","-1","-1","22b2b","221","311","323","5","3","24"
"507","0.115","0.115","0.136","0.115","0.115","0.136","0.132","0.136","-1","211","132","212","321","16","11","6"
"508","0.221","0.15","0.24","0.15","0.24","-1","-1","-1","-1","322a","322","322","123","15","15","22"
"509","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","211","122","333","2","13","27"
"510","0.202","0.144","0.144","0.177","0.157","0.177","-1","-1","-1","321","322","312","232","15","12","17"
"511","0.724","0.053","0.085","0.053","0.085","-1","-1","-1","-1","322a","312","122","122","12","13","13"
"512","0.296","0.037","0.296","0.037","0.037","0.296","-1","-1","-1","22b2b","321","332","231","6","18","8"
"513","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","313","313","14","21","21"
"514","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","231","122","122","8","13","13"
"515","0.724","0.053","0.085","0.053","0.085","-1","-1","-1","-1","322a","222","211","211","14","2","2"
"516","0.402","0.402","0.084","0.112","-1","-1","-1","-1","-1","332","131","131","231","7","7","8"
"517","0.569","0.161","0.054","0.161","0.054","-1","-1","-1","-1","322b","132","332","131","16","18","7"
"518","0.402","0.402","0.112","0.084","-1","-1","-1","-1","-1","332","332","312","312","18","12","12"
"519","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","313","313","313","21","21","21"
"520","0.484","0.061","0.153","0.074","0.153","0.074","-1","-1","-1","22a2b","132","111","211","16","1","2"
"521","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","332","332","332","18","18","18"
"522","0.153","0.074","0.153","0.074","0.484","0.061","-1","-1","-1","22a2b","111","321","322","1","6","15"
"523","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","0.111","111","111","223","332","1","23","18"
"524","0.77","0.032","0.032","0.039","0.089","0.039","-1","-1","-1","321","311","331","323","3","9","24"
"525","0.569","0.161","0.054","0.161","0.054","-1","-1","-1","-1","322b","211","231","233","2","8","26"
"526","0.222","0.15","0.239","0.15","0.239","-1","-1","-1","-1","322a","223","321","321","23","6","6"
"527","0.333","0.333","0.333","-1","-1","-1","-1","-1","-1","333","211","211","211","2","2","2"
"528","0.153","0.144","0.118","0.144","0.144","0.153","0.144","-1","-1","22b1","332","222","213","18","14","20"
"529","0.182","0.152","0.182","0.152","0.152","0.182","-1","-1","-1","22b2b","133","122","232","25","13","17"
"530","0.203","0.157","0.177","0.143","0.143","0.177","-1","-1","-1","321","112","312","232","10","12","17"
"531","0.128","0.169","0.128","0.169","0.118","0.118","0.169","-1","-1","22a1","213","211","332","20","2","18"
"532","0.115","0.115","0.136","0.133","0.136","0.115","0.115","0.136","-1","211","322","223","131","15","23","7"
"533","0.118","0.118","0.169","0.128","0.169","0.128","0.169","-1","-1","22a1","122","211","311","13","2","3"
"534","0.203","0.177","0.143","0.143","0.177","0.157","-1","-1","-1","321","113","333","323","19","27","24"
"535","0.26","0.26","0.274","0.206","-1","-1","-1","-1","-1","332","133","123","123","25","22","22"
"536","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","332","332","221","18","18","5"
"537","0.118","0.215","0.118","0.215","0.118","0.215","-1","-1","-1","22a2a","222","313","313","14","21","21"
