date,workerid,amount
Tue Dec 04 10:58:37 PST 2018,A1TARNH07A75CG,0.5
Tue Dec 04 10:59:07 PST 2018,AS2WTWYVRW9BV,0.5
Tue Dec 04 10:59:14 PST 2018,A1OBB3PWYWK9KK,0.5
Tue Dec 04 11:05:41 PST 2018,AAQREZOK13OV7,0.5
Tue Dec 04 11:14:31 PST 2018,A1V2H0UF94ATWY,0.5
Tue Dec 04 11:15:27 PST 2018,AEBMA5BAWFBMJ,0.5
Tue Dec 04 11:21:19 PST 2018,AILDNTO2TWB4A,0.5
Tue Dec 04 11:53:49 PST 2018,A36O6HV8LCXLJR,0.5
Tue Dec 04 12:51:40 PST 2018,A2TDK0LD62WZ8Y,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
