"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","objectNames.1","objectNames.2","objectNames.3","objectNames.4","objectNames.5","objectNames.6","objectNames.7","objectNames.8","objectNames.9"
"2853", 4,25,18,"22b1",1,2,3,2,1,3,NA,cloud,striped,blue,cloud,dotted,green,square,dotted,red
"2854", 4,25,19,"321",1,2,3,1,3,2,NA,cloud,striped,blue,cloud,dotted,green,cloud,solid,green
"2855", 4,25,20,"22b1",1,2,3,2,1,3,NA,cloud,striped,blue,cloud,dotted,green,circle,solid,green
"2856", 4,25,21,"22b1",1,2,3,2,1,3,NA,cloud,striped,blue,cloud,dotted,green,square,solid,green
"2857", 4,25,22,"322b",1,2,3,3,2,1,NA,cloud,striped,blue,cloud,dotted,green,cloud,striped,green
"2858", 4,25,23,"22b2b",1,2,3,1,2,3,NA,cloud,striped,blue,cloud,dotted,green,circle,striped,green
"2859", 4,25,24,"22b2b",1,2,3,1,2,3,NA,cloud,striped,blue,cloud,dotted,green,square,striped,green
"2860", 4,25,25,"322a",1,2,3,2,3,1,NA,cloud,striped,blue,cloud,dotted,green,cloud,dotted,green
"2861", 4,25,26,"22a2b",1,2,3,2,3,1,NA,cloud,striped,blue,cloud,dotted,green,circle,dotted,green
"2862", 4,25,27,"22a2b",1,2,3,2,3,1,NA,cloud,striped,blue,cloud,dotted,green,square,dotted,green
"2863", 4,26, 1,"22a1",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,cloud,solid,blue
"2864", 4,26, 2,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,solid,blue
"2865", 4,26, 3,"211",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,square,solid,blue
"2866", 4,26, 4,"22a2a",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,cloud,striped,blue
"2867", 4,26, 5,"22a2b",1,2,3,3,1,2,NA,cloud,striped,blue,circle,dotted,green,circle,striped,blue
"2868", 4,26, 6,"22a1",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,square,striped,blue
"2869", 4,26, 7,"22a2b",1,2,3,3,1,2,NA,cloud,striped,blue,circle,dotted,green,cloud,dotted,blue
"2870", 4,26, 8,"22a2b",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,dotted,blue
"2871", 4,26, 9,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,square,dotted,blue
"2872", 4,26,10,"211",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,cloud,solid,red
"2873", 4,26,11,"211",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,solid,red
"2874", 4,26,12,"111",1,2,3,1,2,3,NA,cloud,striped,blue,circle,dotted,green,square,solid,red
"2875", 4,26,13,"22a1",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,cloud,striped,red
"2876", 4,26,14,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,striped,red
"2877", 4,26,15,"211",1,2,3,1,3,2,NA,cloud,striped,blue,circle,dotted,green,square,striped,red
"2878", 4,26,16,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,cloud,dotted,red
"2879", 4,26,17,"22a1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,dotted,red
"2880", 4,26,18,"211",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,square,dotted,red
"2881", 4,26,19,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,cloud,solid,green
"2882", 4,26,20,"22a1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,solid,green
"2883", 4,26,21,"211",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,square,solid,green
"2884", 4,26,22,"22a2b",1,2,3,3,1,2,NA,cloud,striped,blue,circle,dotted,green,cloud,striped,green
"2885", 4,26,23,"22a2b",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,striped,green
"2886", 4,26,24,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,square,striped,green
"2887", 4,26,25,"22a2b",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,cloud,dotted,green
"2888", 4,26,26,"22a2a",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,circle,dotted,green
"2889", 4,26,27,"22a1",1,2,3,3,2,1,NA,cloud,striped,blue,circle,dotted,green,square,dotted,green
"2890", 4,27, 1,"22a1",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,cloud,solid,blue
"2891", 4,27, 2,"211",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,circle,solid,blue
"2892", 4,27, 3,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,solid,blue
"2893", 4,27, 4,"22a2a",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,cloud,striped,blue
"2894", 4,27, 5,"22a1",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,circle,striped,blue
"2895", 4,27, 6,"22a2b",1,2,3,3,1,2,NA,cloud,striped,blue,square,dotted,green,square,striped,blue
"2896", 4,27, 7,"22a2b",1,2,3,3,1,2,NA,cloud,striped,blue,square,dotted,green,cloud,dotted,blue
"2897", 4,27, 8,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,circle,dotted,blue
"2898", 4,27, 9,"22a2b",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,dotted,blue
"2899", 4,27,10,"211",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,cloud,solid,red
"2900", 4,27,11,"111",1,2,3,1,2,3,NA,cloud,striped,blue,square,dotted,green,circle,solid,red
"2901", 4,27,12,"211",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,solid,red
"2902", 4,27,13,"22a1",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,cloud,striped,red
"2903", 4,27,14,"211",1,2,3,1,3,2,NA,cloud,striped,blue,square,dotted,green,circle,striped,red
"2904", 4,27,15,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,striped,red
"2905", 4,27,16,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,cloud,dotted,red
"2906", 4,27,17,"211",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,circle,dotted,red
"2907", 4,27,18,"22a1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,dotted,red
"2908", 4,27,19,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,cloud,solid,green
"2909", 4,27,20,"211",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,circle,solid,green
"2910", 4,27,21,"22a1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,solid,green
"2911", 4,27,22,"22a2b",1,2,3,3,1,2,NA,cloud,striped,blue,square,dotted,green,cloud,striped,green
"2912", 4,27,23,"22b1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,circle,striped,green
"2913", 4,27,24,"22a2b",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,striped,green
"2914", 4,27,25,"22a2b",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,cloud,dotted,green
"2915", 4,27,26,"22a1",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,circle,dotted,green
"2916", 4,27,27,"22a2a",1,2,3,3,2,1,NA,cloud,striped,blue,square,dotted,green,square,dotted,green
"2917", 5, 1, 1,"322a",3,2,1,2,3,1,NA,circle,striped,blue,cloud,solid,blue,cloud,solid,blue
"2918", 5, 1, 2,"322b",3,2,1,3,2,1,NA,circle,striped,blue,cloud,solid,blue,circle,solid,blue
"2919", 5, 1, 3,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,solid,blue,square,solid,blue
"2920", 5, 1, 4,"322b",3,2,1,3,2,1,NA,circle,striped,blue,cloud,solid,blue,cloud,striped,blue
"2921", 5, 1, 5,"322a",3,2,1,1,3,2,NA,circle,striped,blue,cloud,solid,blue,circle,striped,blue
"2922", 5, 1, 6,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,solid,blue,square,striped,blue
"2923", 5, 1, 7,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,solid,blue,cloud,dotted,blue
"2924", 5, 1, 8,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,solid,blue,circle,dotted,blue
"2925", 5, 1, 9,"311",3,2,1,1,2,3,NA,circle,striped,blue,cloud,solid,blue,square,dotted,blue
"2926", 5, 1,10,"22a2b",1,2,3,2,3,1,NA,circle,striped,blue,cloud,solid,blue,cloud,solid,red
"2927", 5, 1,11,"22b2b",1,2,3,3,1,2,NA,circle,striped,blue,cloud,solid,blue,circle,solid,red
"2928", 5, 1,12,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,cloud,solid,blue,square,solid,red
"2929", 5, 1,13,"22b2b",1,2,3,3,2,1,NA,circle,striped,blue,cloud,solid,blue,cloud,striped,red
"2930", 5, 1,14,"22a2b",1,2,3,1,3,2,NA,circle,striped,blue,cloud,solid,blue,circle,striped,red
"2931", 5, 1,15,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,solid,blue,square,striped,red
"2932", 5, 1,16,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,cloud,solid,blue,cloud,dotted,red
"2933", 5, 1,17,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,solid,blue,circle,dotted,red
"2934", 5, 1,18,"211",1,2,3,1,2,3,NA,circle,striped,blue,cloud,solid,blue,square,dotted,red
"2935", 5, 1,19,"22a2b",1,2,3,2,3,1,NA,circle,striped,blue,cloud,solid,blue,cloud,solid,green
"2936", 5, 1,20,"22b2b",1,2,3,3,1,2,NA,circle,striped,blue,cloud,solid,blue,circle,solid,green
"2937", 5, 1,21,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,cloud,solid,blue,square,solid,green
"2938", 5, 1,22,"22b2b",1,2,3,3,2,1,NA,circle,striped,blue,cloud,solid,blue,cloud,striped,green
"2939", 5, 1,23,"22a2b",1,2,3,1,3,2,NA,circle,striped,blue,cloud,solid,blue,circle,striped,green
"2940", 5, 1,24,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,solid,blue,square,striped,green
"2941", 5, 1,25,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,cloud,solid,blue,cloud,dotted,green
"2942", 5, 1,26,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,solid,blue,circle,dotted,green
"2943", 5, 1,27,"211",1,2,3,1,2,3,NA,circle,striped,blue,cloud,solid,blue,square,dotted,green
"2944", 5, 2, 1,"322b",3,2,1,2,1,3,NA,circle,striped,blue,circle,solid,blue,cloud,solid,blue
"2945", 5, 2, 2,"332",1,3,2,1,3,2,NA,circle,striped,blue,circle,solid,blue,circle,solid,blue
"2946", 5, 2, 3,"322b",3,2,1,2,1,3,NA,circle,striped,blue,circle,solid,blue,square,solid,blue
"2947", 5, 2, 4,"322b",3,2,1,1,2,3,NA,circle,striped,blue,circle,solid,blue,cloud,striped,blue
"2948", 5, 2, 5,"332",1,3,2,1,2,3,NA,circle,striped,blue,circle,solid,blue,circle,striped,blue
"2949", 5, 2, 6,"322b",3,2,1,1,2,3,NA,circle,striped,blue,circle,solid,blue,square,striped,blue
"2950", 5, 2, 7,"321",3,2,1,1,2,3,NA,circle,striped,blue,circle,solid,blue,cloud,dotted,blue
"2951", 5, 2, 8,"331",1,3,2,1,2,3,NA,circle,striped,blue,circle,solid,blue,circle,dotted,blue
"2952", 5, 2, 9,"321",3,2,1,1,2,3,NA,circle,striped,blue,circle,solid,blue,square,dotted,blue
"2953", 5, 2,10,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,circle,solid,blue,cloud,solid,red
"2954", 5, 2,11,"322b",1,2,3,2,1,3,NA,circle,striped,blue,circle,solid,blue,circle,solid,red
"2955", 5, 2,12,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,circle,solid,blue,square,solid,red
"2956", 5, 2,13,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,cloud,striped,red
"2957", 5, 2,14,"322b",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,circle,striped,red
"2958", 5, 2,15,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,square,striped,red
"2959", 5, 2,16,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,cloud,dotted,red
"2960", 5, 2,17,"321",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,circle,dotted,red
"2961", 5, 2,18,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,square,dotted,red
"2962", 5, 2,19,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,circle,solid,blue,cloud,solid,green
"2963", 5, 2,20,"322b",1,2,3,2,1,3,NA,circle,striped,blue,circle,solid,blue,circle,solid,green
"2964", 5, 2,21,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,circle,solid,blue,square,solid,green
"2965", 5, 2,22,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,cloud,striped,green
"2966", 5, 2,23,"322b",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,circle,striped,green
"2967", 5, 2,24,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,square,striped,green
"2968", 5, 2,25,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,cloud,dotted,green
"2969", 5, 2,26,"321",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,circle,dotted,green
"2970", 5, 2,27,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,circle,solid,blue,square,dotted,green
"2971", 5, 3, 1,"321",3,2,1,1,3,2,NA,circle,striped,blue,square,solid,blue,cloud,solid,blue
"2972", 5, 3, 2,"322b",3,2,1,3,2,1,NA,circle,striped,blue,square,solid,blue,circle,solid,blue
"2973", 5, 3, 3,"322a",3,2,1,2,3,1,NA,circle,striped,blue,square,solid,blue,square,solid,blue
"2974", 5, 3, 4,"321",3,2,1,1,3,2,NA,circle,striped,blue,square,solid,blue,cloud,striped,blue
"2975", 5, 3, 5,"322a",3,2,1,1,3,2,NA,circle,striped,blue,square,solid,blue,circle,striped,blue
"2976", 5, 3, 6,"322b",3,2,1,3,2,1,NA,circle,striped,blue,square,solid,blue,square,striped,blue
"2977", 5, 3, 7,"311",3,2,1,1,2,3,NA,circle,striped,blue,square,solid,blue,cloud,dotted,blue
"2978", 5, 3, 8,"321",3,2,1,1,3,2,NA,circle,striped,blue,square,solid,blue,circle,dotted,blue
"2979", 5, 3, 9,"321",3,2,1,1,3,2,NA,circle,striped,blue,square,solid,blue,square,dotted,blue
"2980", 5, 3,10,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,square,solid,blue,cloud,solid,red
"2981", 5, 3,11,"22b2b",1,2,3,3,1,2,NA,circle,striped,blue,square,solid,blue,circle,solid,red
"2982", 5, 3,12,"22a2b",1,2,3,2,3,1,NA,circle,striped,blue,square,solid,blue,square,solid,red
"2983", 5, 3,13,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,square,solid,blue,cloud,striped,red
"2984", 5, 3,14,"22a2b",1,2,3,1,3,2,NA,circle,striped,blue,square,solid,blue,circle,striped,red
"2985", 5, 3,15,"22b2b",1,2,3,3,2,1,NA,circle,striped,blue,square,solid,blue,square,striped,red
"2986", 5, 3,16,"211",1,2,3,1,2,3,NA,circle,striped,blue,square,solid,blue,cloud,dotted,red
"2987", 5, 3,17,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,square,solid,blue,circle,dotted,red
"2988", 5, 3,18,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,square,solid,blue,square,dotted,red
"2989", 5, 3,19,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,square,solid,blue,cloud,solid,green
"2990", 5, 3,20,"22b2b",1,2,3,3,1,2,NA,circle,striped,blue,square,solid,blue,circle,solid,green
"2991", 5, 3,21,"22a2b",1,2,3,2,3,1,NA,circle,striped,blue,square,solid,blue,square,solid,green
"2992", 5, 3,22,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,square,solid,blue,cloud,striped,green
"2993", 5, 3,23,"22a2b",1,2,3,1,3,2,NA,circle,striped,blue,square,solid,blue,circle,striped,green
"2994", 5, 3,24,"22b2b",1,2,3,3,2,1,NA,circle,striped,blue,square,solid,blue,square,striped,green
"2995", 5, 3,25,"211",1,2,3,1,2,3,NA,circle,striped,blue,square,solid,blue,cloud,dotted,green
"2996", 5, 3,26,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,square,solid,blue,circle,dotted,green
"2997", 5, 3,27,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,square,solid,blue,square,dotted,green
"2998", 5, 4, 1,"322b",3,2,1,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,solid,blue
"2999", 5, 4, 2,"322b",3,2,1,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,solid,blue
"3000", 5, 4, 3,"321",3,2,1,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,solid,blue
"3001", 5, 4, 4,"332",3,2,1,1,3,2,NA,circle,striped,blue,cloud,striped,blue,cloud,striped,blue
"3002", 5, 4, 5,"332",3,2,1,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,striped,blue
"3003", 5, 4, 6,"331",3,2,1,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,striped,blue
"3004", 5, 4, 7,"322b",3,2,1,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,dotted,blue
"3005", 5, 4, 8,"322b",3,2,1,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,dotted,blue
"3006", 5, 4, 9,"321",3,2,1,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,dotted,blue
"3007", 5, 4,10,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,solid,red
"3008", 5, 4,11,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,solid,red
"3009", 5, 4,12,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,solid,red
"3010", 5, 4,13,"322b",2,1,3,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,striped,red
"3011", 5, 4,14,"322b",2,1,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,striped,red
"3012", 5, 4,15,"321",2,1,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,striped,red
"3013", 5, 4,16,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,dotted,red
"3014", 5, 4,17,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,dotted,red
"3015", 5, 4,18,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,dotted,red
"3016", 5, 4,19,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,solid,green
"3017", 5, 4,20,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,solid,green
"3018", 5, 4,21,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,solid,green
"3019", 5, 4,22,"322b",2,1,3,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,striped,green
"3020", 5, 4,23,"322b",2,1,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,striped,green
"3021", 5, 4,24,"321",2,1,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,striped,green
"3022", 5, 4,25,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,cloud,striped,blue,cloud,dotted,green
"3023", 5, 4,26,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,circle,dotted,green
"3024", 5, 4,27,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,striped,blue,square,dotted,green
"3025", 5, 5, 1,"322a",3,2,1,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,solid,blue
"3026", 5, 5, 2,"332",1,3,2,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,solid,blue
"3027", 5, 5, 3,"322a",3,2,1,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,solid,blue
"3028", 5, 5, 4,"332",3,2,1,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,striped,blue
"3029", 5, 5, 5,"333",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,striped,blue
"3030", 5, 5, 6,"332",3,2,1,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,striped,blue
"3031", 5, 5, 7,"322a",3,2,1,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,dotted,blue
"3032", 5, 5, 8,"332",1,3,2,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,dotted,blue
"3033", 5, 5, 9,"322a",3,2,1,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,dotted,blue
"3034", 5, 5,10,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,solid,red
"3035", 5, 5,11,"322a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,solid,red
"3036", 5, 5,12,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,solid,red
"3037", 5, 5,13,"322a",2,1,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,striped,red
"3038", 5, 5,14,"332",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,striped,red
"3039", 5, 5,15,"322a",2,1,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,striped,red
"3040", 5, 5,16,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,dotted,red
"3041", 5, 5,17,"322a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,dotted,red
"3042", 5, 5,18,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,dotted,red
"3043", 5, 5,19,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,solid,green
"3044", 5, 5,20,"322a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,solid,green
"3045", 5, 5,21,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,solid,green
"3046", 5, 5,22,"322a",2,1,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,striped,green
"3047", 5, 5,23,"332",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,striped,green
"3048", 5, 5,24,"322a",2,1,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,striped,green
"3049", 5, 5,25,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,cloud,dotted,green
"3050", 5, 5,26,"322a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,circle,dotted,green
"3051", 5, 5,27,"22a2a",1,2,3,1,2,3,NA,circle,striped,blue,circle,striped,blue,square,dotted,green
"3052", 5, 6, 1,"321",3,2,1,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,solid,blue
"3053", 5, 6, 2,"322b",3,2,1,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,solid,blue
"3054", 5, 6, 3,"322b",3,2,1,2,1,3,NA,circle,striped,blue,square,striped,blue,square,solid,blue
"3055", 5, 6, 4,"331",3,2,1,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,striped,blue
"3056", 5, 6, 5,"332",3,2,1,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,striped,blue
"3057", 5, 6, 6,"332",3,2,1,1,3,2,NA,circle,striped,blue,square,striped,blue,square,striped,blue
"3058", 5, 6, 7,"321",3,2,1,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,dotted,blue
"3059", 5, 6, 8,"322b",3,2,1,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,dotted,blue
"3060", 5, 6, 9,"322b",3,2,1,2,1,3,NA,circle,striped,blue,square,striped,blue,square,dotted,blue
"3061", 5, 6,10,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,solid,red
"3062", 5, 6,11,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,solid,red
"3063", 5, 6,12,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,square,striped,blue,square,solid,red
"3064", 5, 6,13,"321",2,1,3,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,striped,red
"3065", 5, 6,14,"322b",2,1,3,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,striped,red
"3066", 5, 6,15,"322b",2,1,3,2,1,3,NA,circle,striped,blue,square,striped,blue,square,striped,red
"3067", 5, 6,16,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,dotted,red
"3068", 5, 6,17,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,dotted,red
"3069", 5, 6,18,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,square,striped,blue,square,dotted,red
"3070", 5, 6,19,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,solid,green
"3071", 5, 6,20,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,solid,green
"3072", 5, 6,21,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,square,striped,blue,square,solid,green
"3073", 5, 6,22,"321",2,1,3,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,striped,green
"3074", 5, 6,23,"322b",2,1,3,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,striped,green
"3075", 5, 6,24,"322b",2,1,3,2,1,3,NA,circle,striped,blue,square,striped,blue,square,striped,green
"3076", 5, 6,25,"22a1",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,cloud,dotted,green
"3077", 5, 6,26,"22a2b",1,2,3,1,2,3,NA,circle,striped,blue,square,striped,blue,circle,dotted,green
"3078", 5, 6,27,"22a2b",1,2,3,2,1,3,NA,circle,striped,blue,square,striped,blue,square,dotted,green
"3079", 5, 7, 1,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,dotted,blue,cloud,solid,blue
"3080", 5, 7, 2,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,dotted,blue,circle,solid,blue
"3081", 5, 7, 3,"311",3,2,1,1,2,3,NA,circle,striped,blue,cloud,dotted,blue,square,solid,blue
"3082", 5, 7, 4,"322b",3,2,1,3,2,1,NA,circle,striped,blue,cloud,dotted,blue,cloud,striped,blue
"3083", 5, 7, 5,"322a",3,2,1,1,3,2,NA,circle,striped,blue,cloud,dotted,blue,circle,striped,blue
"3084", 5, 7, 6,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,dotted,blue,square,striped,blue
"3085", 5, 7, 7,"322a",3,2,1,2,3,1,NA,circle,striped,blue,cloud,dotted,blue,cloud,dotted,blue
"3086", 5, 7, 8,"322b",3,2,1,3,2,1,NA,circle,striped,blue,cloud,dotted,blue,circle,dotted,blue
"3087", 5, 7, 9,"321",3,2,1,1,3,2,NA,circle,striped,blue,cloud,dotted,blue,square,dotted,blue
"3088", 5, 7,10,"22b1",1,2,3,2,1,3,NA,circle,striped,blue,cloud,dotted,blue,cloud,solid,red
"3089", 5, 7,11,"22b1",1,2,3,1,2,3,NA,circle,striped,blue,cloud,dotted,blue,circle,solid,red
