"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","objectNames.1","objectNames.2","objectNames.3","objectNames.4","objectNames.5","objectNames.6","objectNames.7","objectNames.8","objectNames.9"
"8828",13, 3,26,"111",1,2,3,1,2,3,NA,cloud,striped,red,square,solid,blue,circle,dotted,green
"8829",13, 3,27,"211",1,2,3,3,2,1,NA,cloud,striped,red,square,solid,blue,square,dotted,green
"8830",13, 4, 1,"322b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,cloud,solid,blue
"8831",13, 4, 2,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,circle,solid,blue
"8832",13, 4, 3,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,square,solid,blue
"8833",13, 4, 4,"332",1,2,3,1,3,2,NA,cloud,striped,red,cloud,striped,blue,cloud,striped,blue
"8834",13, 4, 5,"322b",2,1,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,circle,striped,blue
"8835",13, 4, 6,"322b",2,1,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,square,striped,blue
"8836",13, 4, 7,"322b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,cloud,dotted,blue
"8837",13, 4, 8,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,circle,dotted,blue
"8838",13, 4, 9,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,striped,blue,square,dotted,blue
"8839",13, 4,10,"322b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,cloud,solid,red
"8840",13, 4,11,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,circle,solid,red
"8841",13, 4,12,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,square,solid,red
"8842",13, 4,13,"332",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,cloud,striped,red
"8843",13, 4,14,"322b",2,1,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,circle,striped,red
"8844",13, 4,15,"322b",2,1,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,square,striped,red
"8845",13, 4,16,"322b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,cloud,dotted,red
"8846",13, 4,17,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,circle,dotted,red
"8847",13, 4,18,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,square,dotted,red
"8848",13, 4,19,"321",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,cloud,solid,green
"8849",13, 4,20,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,circle,solid,green
"8850",13, 4,21,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,square,solid,green
"8851",13, 4,22,"331",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,cloud,striped,green
"8852",13, 4,23,"321",2,1,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,circle,striped,green
"8853",13, 4,24,"321",2,1,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,square,striped,green
"8854",13, 4,25,"321",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,cloud,dotted,green
"8855",13, 4,26,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,circle,dotted,green
"8856",13, 4,27,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,striped,blue,square,dotted,green
"8857",13, 5, 1,"22b2b",1,2,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,cloud,solid,blue
"8858",13, 5, 2,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,circle,striped,blue,circle,solid,blue
"8859",13, 5, 3,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,striped,blue,square,solid,blue
"8860",13, 5, 4,"322b",2,1,3,3,2,1,NA,cloud,striped,red,circle,striped,blue,cloud,striped,blue
"8861",13, 5, 5,"322a",2,1,3,2,3,1,NA,cloud,striped,red,circle,striped,blue,circle,striped,blue
"8862",13, 5, 6,"321",2,1,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,square,striped,blue
"8863",13, 5, 7,"22b2b",1,2,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,cloud,dotted,blue
"8864",13, 5, 8,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,circle,striped,blue,circle,dotted,blue
"8865",13, 5, 9,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,striped,blue,square,dotted,blue
"8866",13, 5,10,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,cloud,solid,red
"8867",13, 5,11,"22b2b",1,2,3,2,3,1,NA,cloud,striped,red,circle,striped,blue,circle,solid,red
"8868",13, 5,12,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,square,solid,red
"8869",13, 5,13,"322a",2,1,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,cloud,striped,red
"8870",13, 5,14,"322b",2,1,3,3,2,1,NA,cloud,striped,red,circle,striped,blue,circle,striped,red
"8871",13, 5,15,"321",2,1,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,square,striped,red
"8872",13, 5,16,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,cloud,dotted,red
"8873",13, 5,17,"22b2b",1,2,3,2,3,1,NA,cloud,striped,red,circle,striped,blue,circle,dotted,red
"8874",13, 5,18,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,square,dotted,red
"8875",13, 5,19,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,cloud,solid,green
"8876",13, 5,20,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,striped,blue,circle,solid,green
"8877",13, 5,21,"211",1,2,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,square,solid,green
"8878",13, 5,22,"321",2,1,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,cloud,striped,green
"8879",13, 5,23,"321",2,1,3,1,3,2,NA,cloud,striped,red,circle,striped,blue,circle,striped,green
"8880",13, 5,24,"311",2,1,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,square,striped,green
"8881",13, 5,25,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,cloud,dotted,green
"8882",13, 5,26,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,striped,blue,circle,dotted,green
"8883",13, 5,27,"211",1,2,3,1,2,3,NA,cloud,striped,red,circle,striped,blue,square,dotted,green
"8884",13, 6, 1,"22b2b",1,2,3,1,3,2,NA,cloud,striped,red,square,striped,blue,cloud,solid,blue
"8885",13, 6, 2,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,striped,blue,circle,solid,blue
"8886",13, 6, 3,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,square,striped,blue,square,solid,blue
"8887",13, 6, 4,"322b",2,1,3,3,2,1,NA,cloud,striped,red,square,striped,blue,cloud,striped,blue
"8888",13, 6, 5,"321",2,1,3,1,3,2,NA,cloud,striped,red,square,striped,blue,circle,striped,blue
"8889",13, 6, 6,"322a",2,1,3,2,3,1,NA,cloud,striped,red,square,striped,blue,square,striped,blue
"8890",13, 6, 7,"22b2b",1,2,3,1,3,2,NA,cloud,striped,red,square,striped,blue,cloud,dotted,blue
"8891",13, 6, 8,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,striped,blue,circle,dotted,blue
"8892",13, 6, 9,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,square,striped,blue,square,dotted,blue
"8893",13, 6,10,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,square,striped,blue,cloud,solid,red
"8894",13, 6,11,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,striped,blue,circle,solid,red
"8895",13, 6,12,"22b2b",1,2,3,2,3,1,NA,cloud,striped,red,square,striped,blue,square,solid,red
"8896",13, 6,13,"322a",2,1,3,1,3,2,NA,cloud,striped,red,square,striped,blue,cloud,striped,red
"8897",13, 6,14,"321",2,1,3,1,3,2,NA,cloud,striped,red,square,striped,blue,circle,striped,red
"8898",13, 6,15,"322b",2,1,3,3,2,1,NA,cloud,striped,red,square,striped,blue,square,striped,red
"8899",13, 6,16,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,square,striped,blue,cloud,dotted,red
"8900",13, 6,17,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,striped,blue,circle,dotted,red
"8901",13, 6,18,"22b2b",1,2,3,2,3,1,NA,cloud,striped,red,square,striped,blue,square,dotted,red
"8902",13, 6,19,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,striped,blue,cloud,solid,green
"8903",13, 6,20,"211",1,2,3,1,2,3,NA,cloud,striped,red,square,striped,blue,circle,solid,green
"8904",13, 6,21,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,striped,blue,square,solid,green
"8905",13, 6,22,"321",2,1,3,1,3,2,NA,cloud,striped,red,square,striped,blue,cloud,striped,green
"8906",13, 6,23,"311",2,1,3,1,2,3,NA,cloud,striped,red,square,striped,blue,circle,striped,green
"8907",13, 6,24,"321",2,1,3,1,3,2,NA,cloud,striped,red,square,striped,blue,square,striped,green
"8908",13, 6,25,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,striped,blue,cloud,dotted,green
"8909",13, 6,26,"211",1,2,3,1,2,3,NA,cloud,striped,red,square,striped,blue,circle,dotted,green
"8910",13, 6,27,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,striped,blue,square,dotted,green
"8911",13, 7, 1,"321",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,cloud,solid,blue
"8912",13, 7, 2,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,cloud,dotted,blue,circle,solid,blue
"8913",13, 7, 3,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,cloud,dotted,blue,square,solid,blue
"8914",13, 7, 4,"322b",1,2,3,3,2,1,NA,cloud,striped,red,cloud,dotted,blue,cloud,striped,blue
"8915",13, 7, 5,"22b2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,circle,striped,blue
"8916",13, 7, 6,"22b2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,square,striped,blue
"8917",13, 7, 7,"322a",1,2,3,2,3,1,NA,cloud,striped,red,cloud,dotted,blue,cloud,dotted,blue
"8918",13, 7, 8,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,cloud,dotted,blue,circle,dotted,blue
"8919",13, 7, 9,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,cloud,dotted,blue,square,dotted,blue
"8920",13, 7,10,"321",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,cloud,solid,red
"8921",13, 7,11,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,circle,solid,red
"8922",13, 7,12,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,square,solid,red
"8923",13, 7,13,"322a",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,cloud,striped,red
"8924",13, 7,14,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,circle,striped,red
"8925",13, 7,15,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,square,striped,red
"8926",13, 7,16,"322b",1,2,3,3,2,1,NA,cloud,striped,red,cloud,dotted,blue,cloud,dotted,red
"8927",13, 7,17,"22b2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,dotted,blue,circle,dotted,red
"8928",13, 7,18,"22b2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,dotted,blue,square,dotted,red
"8929",13, 7,19,"311",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,cloud,solid,green
"8930",13, 7,20,"211",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,circle,solid,green
"8931",13, 7,21,"211",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,square,solid,green
"8932",13, 7,22,"321",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,cloud,striped,green
"8933",13, 7,23,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,circle,striped,green
"8934",13, 7,24,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,dotted,blue,square,striped,green
"8935",13, 7,25,"321",1,2,3,1,3,2,NA,cloud,striped,red,cloud,dotted,blue,cloud,dotted,green
"8936",13, 7,26,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,cloud,dotted,blue,circle,dotted,green
"8937",13, 7,27,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,cloud,dotted,blue,square,dotted,green
"8938",13, 8, 1,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,cloud,solid,blue
"8939",13, 8, 2,"22a1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,solid,blue
"8940",13, 8, 3,"211",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,square,solid,blue
"8941",13, 8, 4,"22a2b",1,2,3,3,1,2,NA,cloud,striped,red,circle,dotted,blue,cloud,striped,blue
"8942",13, 8, 5,"22a2b",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,striped,blue
"8943",13, 8, 6,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,square,striped,blue
"8944",13, 8, 7,"22a2b",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,cloud,dotted,blue
"8945",13, 8, 8,"22a2a",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,dotted,blue
"8946",13, 8, 9,"22a1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,square,dotted,blue
"8947",13, 8,10,"22a1",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,cloud,solid,red
"8948",13, 8,11,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,solid,red
"8949",13, 8,12,"211",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,square,solid,red
"8950",13, 8,13,"22a2a",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,cloud,striped,red
"8951",13, 8,14,"22a2b",1,2,3,3,1,2,NA,cloud,striped,red,circle,dotted,blue,circle,striped,red
"8952",13, 8,15,"22a1",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,square,striped,red
"8953",13, 8,16,"22a2b",1,2,3,3,1,2,NA,cloud,striped,red,circle,dotted,blue,cloud,dotted,red
"8954",13, 8,17,"22a2b",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,dotted,red
"8955",13, 8,18,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,square,dotted,red
"8956",13, 8,19,"211",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,cloud,solid,green
"8957",13, 8,20,"211",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,solid,green
"8958",13, 8,21,"111",1,2,3,1,2,3,NA,cloud,striped,red,circle,dotted,blue,square,solid,green
"8959",13, 8,22,"22a1",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,cloud,striped,green
"8960",13, 8,23,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,striped,green
"8961",13, 8,24,"211",1,2,3,1,3,2,NA,cloud,striped,red,circle,dotted,blue,square,striped,green
"8962",13, 8,25,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,cloud,dotted,green
"8963",13, 8,26,"22a1",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,circle,dotted,green
"8964",13, 8,27,"211",1,2,3,3,2,1,NA,cloud,striped,red,circle,dotted,blue,square,dotted,green
"8965",13, 9, 1,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,cloud,solid,blue
"8966",13, 9, 2,"211",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,circle,solid,blue
"8967",13, 9, 3,"22a1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,solid,blue
"8968",13, 9, 4,"22a2b",1,2,3,3,1,2,NA,cloud,striped,red,square,dotted,blue,cloud,striped,blue
"8969",13, 9, 5,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,circle,striped,blue
"8970",13, 9, 6,"22a2b",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,striped,blue
"8971",13, 9, 7,"22a2b",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,cloud,dotted,blue
"8972",13, 9, 8,"22a1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,circle,dotted,blue
"8973",13, 9, 9,"22a2a",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,dotted,blue
"8974",13, 9,10,"22a1",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,cloud,solid,red
"8975",13, 9,11,"211",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,circle,solid,red
"8976",13, 9,12,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,solid,red
"8977",13, 9,13,"22a2a",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,cloud,striped,red
"8978",13, 9,14,"22a1",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,circle,striped,red
"8979",13, 9,15,"22a2b",1,2,3,3,1,2,NA,cloud,striped,red,square,dotted,blue,square,striped,red
"8980",13, 9,16,"22a2b",1,2,3,3,1,2,NA,cloud,striped,red,square,dotted,blue,cloud,dotted,red
"8981",13, 9,17,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,circle,dotted,red
"8982",13, 9,18,"22a2b",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,dotted,red
"8983",13, 9,19,"211",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,cloud,solid,green
"8984",13, 9,20,"111",1,2,3,1,2,3,NA,cloud,striped,red,square,dotted,blue,circle,solid,green
"8985",13, 9,21,"211",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,solid,green
"8986",13, 9,22,"22a1",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,cloud,striped,green
"8987",13, 9,23,"211",1,2,3,1,3,2,NA,cloud,striped,red,square,dotted,blue,circle,striped,green
"8988",13, 9,24,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,striped,green
"8989",13, 9,25,"22b1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,cloud,dotted,green
"8990",13, 9,26,"211",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,circle,dotted,green
"8991",13, 9,27,"22a1",1,2,3,3,2,1,NA,cloud,striped,red,square,dotted,blue,square,dotted,green
"8992",13,10, 1,"322b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,solid,red,cloud,solid,blue
"8993",13,10, 2,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,solid,red,circle,solid,blue
"8994",13,10, 3,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,solid,red,square,solid,blue
"8995",13,10, 4,"322b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,cloud,striped,blue
"8996",13,10, 5,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,circle,striped,blue
"8997",13,10, 6,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,square,striped,blue
"8998",13,10, 7,"321",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,cloud,dotted,blue
"8999",13,10, 8,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,circle,dotted,blue
"9000",13,10, 9,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,square,dotted,blue
"9001",13,10,10,"332",1,3,2,1,3,2,NA,cloud,striped,red,cloud,solid,red,cloud,solid,red
"9002",13,10,11,"322b",3,2,1,2,1,3,NA,cloud,striped,red,cloud,solid,red,circle,solid,red
"9003",13,10,12,"322b",3,2,1,2,1,3,NA,cloud,striped,red,cloud,solid,red,square,solid,red
"9004",13,10,13,"332",1,3,2,1,2,3,NA,cloud,striped,red,cloud,solid,red,cloud,striped,red
"9005",13,10,14,"322b",3,2,1,1,2,3,NA,cloud,striped,red,cloud,solid,red,circle,striped,red
"9006",13,10,15,"322b",3,2,1,1,2,3,NA,cloud,striped,red,cloud,solid,red,square,striped,red
"9007",13,10,16,"331",1,3,2,1,2,3,NA,cloud,striped,red,cloud,solid,red,cloud,dotted,red
"9008",13,10,17,"321",3,2,1,1,2,3,NA,cloud,striped,red,cloud,solid,red,circle,dotted,red
"9009",13,10,18,"321",3,2,1,1,2,3,NA,cloud,striped,red,cloud,solid,red,square,dotted,red
"9010",13,10,19,"322b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,solid,red,cloud,solid,green
"9011",13,10,20,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,solid,red,circle,solid,green
"9012",13,10,21,"22a2b",1,2,3,2,1,3,NA,cloud,striped,red,cloud,solid,red,square,solid,green
"9013",13,10,22,"322b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,cloud,striped,green
"9014",13,10,23,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,circle,striped,green
"9015",13,10,24,"22a2b",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,square,striped,green
"9016",13,10,25,"321",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,cloud,dotted,green
"9017",13,10,26,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,circle,dotted,green
"9018",13,10,27,"22a1",1,2,3,1,2,3,NA,cloud,striped,red,cloud,solid,red,square,dotted,green
"9019",13,11, 1,"22b2b",1,2,3,3,1,2,NA,cloud,striped,red,circle,solid,red,cloud,solid,blue
"9020",13,11, 2,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,circle,solid,red,circle,solid,blue
"9021",13,11, 3,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,solid,red,square,solid,blue
"9022",13,11, 4,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,circle,solid,red,cloud,striped,blue
"9023",13,11, 5,"22b2b",1,2,3,3,2,1,NA,cloud,striped,red,circle,solid,red,circle,striped,blue
"9024",13,11, 6,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,solid,red,square,striped,blue
"9025",13,11, 7,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,solid,red,cloud,dotted,blue
"9026",13,11, 8,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,solid,red,circle,dotted,blue
"9027",13,11, 9,"211",1,2,3,1,2,3,NA,cloud,striped,red,circle,solid,red,square,dotted,blue
"9028",13,11,10,"322b",3,2,1,3,2,1,NA,cloud,striped,red,circle,solid,red,cloud,solid,red
"9029",13,11,11,"322a",3,2,1,2,3,1,NA,cloud,striped,red,circle,solid,red,circle,solid,red
"9030",13,11,12,"321",3,2,1,1,3,2,NA,cloud,striped,red,circle,solid,red,square,solid,red
"9031",13,11,13,"322a",3,2,1,1,3,2,NA,cloud,striped,red,circle,solid,red,cloud,striped,red
"9032",13,11,14,"322b",3,2,1,3,2,1,NA,cloud,striped,red,circle,solid,red,circle,striped,red
"9033",13,11,15,"321",3,2,1,1,3,2,NA,cloud,striped,red,circle,solid,red,square,striped,red
"9034",13,11,16,"321",3,2,1,1,3,2,NA,cloud,striped,red,circle,solid,red,cloud,dotted,red
"9035",13,11,17,"321",3,2,1,1,3,2,NA,cloud,striped,red,circle,solid,red,circle,dotted,red
"9036",13,11,18,"311",3,2,1,1,2,3,NA,cloud,striped,red,circle,solid,red,square,dotted,red
"9037",13,11,19,"22b2b",1,2,3,3,1,2,NA,cloud,striped,red,circle,solid,red,cloud,solid,green
"9038",13,11,20,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,circle,solid,red,circle,solid,green
"9039",13,11,21,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,solid,red,square,solid,green
"9040",13,11,22,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,circle,solid,red,cloud,striped,green
"9041",13,11,23,"22b2b",1,2,3,3,2,1,NA,cloud,striped,red,circle,solid,red,circle,striped,green
"9042",13,11,24,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,solid,red,square,striped,green
"9043",13,11,25,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,circle,solid,red,cloud,dotted,green
"9044",13,11,26,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,circle,solid,red,circle,dotted,green
"9045",13,11,27,"211",1,2,3,1,2,3,NA,cloud,striped,red,circle,solid,red,square,dotted,green
"9046",13,12, 1,"22b2b",1,2,3,3,1,2,NA,cloud,striped,red,square,solid,red,cloud,solid,blue
"9047",13,12, 2,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,solid,red,circle,solid,blue
"9048",13,12, 3,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,square,solid,red,square,solid,blue
"9049",13,12, 4,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,square,solid,red,cloud,striped,blue
"9050",13,12, 5,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,solid,red,circle,striped,blue
"9051",13,12, 6,"22b2b",1,2,3,3,2,1,NA,cloud,striped,red,square,solid,red,square,striped,blue
"9052",13,12, 7,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,solid,red,cloud,dotted,blue
"9053",13,12, 8,"211",1,2,3,1,2,3,NA,cloud,striped,red,square,solid,red,circle,dotted,blue
"9054",13,12, 9,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,solid,red,square,dotted,blue
"9055",13,12,10,"322b",3,2,1,3,2,1,NA,cloud,striped,red,square,solid,red,cloud,solid,red
"9056",13,12,11,"321",3,2,1,1,3,2,NA,cloud,striped,red,square,solid,red,circle,solid,red
"9057",13,12,12,"322a",3,2,1,2,3,1,NA,cloud,striped,red,square,solid,red,square,solid,red
"9058",13,12,13,"322a",3,2,1,1,3,2,NA,cloud,striped,red,square,solid,red,cloud,striped,red
"9059",13,12,14,"321",3,2,1,1,3,2,NA,cloud,striped,red,square,solid,red,circle,striped,red
"9060",13,12,15,"322b",3,2,1,3,2,1,NA,cloud,striped,red,square,solid,red,square,striped,red
"9061",13,12,16,"321",3,2,1,1,3,2,NA,cloud,striped,red,square,solid,red,cloud,dotted,red
"9062",13,12,17,"311",3,2,1,1,2,3,NA,cloud,striped,red,square,solid,red,circle,dotted,red
"9063",13,12,18,"321",3,2,1,1,3,2,NA,cloud,striped,red,square,solid,red,square,dotted,red
"9064",13,12,19,"22b2b",1,2,3,3,1,2,NA,cloud,striped,red,square,solid,red,cloud,solid,green
"9065",13,12,20,"22b1",1,2,3,2,1,3,NA,cloud,striped,red,square,solid,red,circle,solid,green
"9066",13,12,21,"22a2b",1,2,3,2,3,1,NA,cloud,striped,red,square,solid,red,square,solid,green
"9067",13,12,22,"22a2b",1,2,3,1,3,2,NA,cloud,striped,red,square,solid,red,cloud,striped,green
"9068",13,12,23,"22b1",1,2,3,1,2,3,NA,cloud,striped,red,square,solid,red,circle,striped,green
"9069",13,12,24,"22b2b",1,2,3,3,2,1,NA,cloud,striped,red,square,solid,red,square,striped,green
