workerid,language,enjoyment,gender,age,comments,assess,education
0,english,2,Female,23,,Yes,3
1,english,2,Male,29,,Yes,2
2,English,2,Male,21,,Yes,3
3,english,1,Female,34,,Yes,2
4,English,2,Female,26,,Yes,4
5,Dutch,2,Male,72,I love these hits.,Yes,2
6,English,1,Male,23,,Yes,3
7,,0,Male,26,,Yes,1
8,English,1,Female,33,,Yes,1
