workerid,language,enjoyment,gender,age,comments,assess,education
0,English,0,Female,36,,Yes,3
1,English,1,Male,36,,Yes,3
2,english,2,Female,49,thank you,Yes,3
3,English,1,Male,34,,No,2
4,English,1,Male,29,,Yes,1
5,English,1,Female,34,,Yes,3
6,English,2,Male,56,,Yes,3
7,english,2,Female,26,,Yes,3
8,english,1,Male,39,,Yes,3
