date,workerid,amount
Thu Dec 20 09:25:13 PST 2018,A1Q6BCD26I084Z,0.5
Thu Dec 20 09:26:52 PST 2018,A3HPPZTSF1K49I,0.5
Thu Dec 20 09:32:20 PST 2018,A312SMN11YLE66,0.5
Thu Dec 20 09:33:23 PST 2018,A103OW5K22LPH3,0.5
Thu Dec 20 09:35:47 PST 2018,A2J9ZWDTAFJW65,0.5
Thu Dec 20 09:42:20 PST 2018,A2G7DTL156PTKA,0.5
Thu Dec 20 09:57:04 PST 2018,A1RAMKQ7DTZSY9,0.5
Thu Dec 20 09:59:08 PST 2018,A3K1P4SPR8XS7R,0.5
Thu Dec 20 10:02:31 PST 2018,A2HWOUAHXFRJGS,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
